#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    21   0.922122E+03   0.148327E+01   0.172463E-02   0.148327E+01   0.675634E-02  -0.217772E-05   0.172463E-02  -0.217772E-05   0.140989E-06
    22   0.935977E+03   0.151965E+01   0.167274E-02   0.151965E+01   0.724857E-02  -0.200943E-05   0.167274E-02  -0.200943E-05   0.142245E-06
    23   0.950044E+03   0.155362E+01   0.162365E-02   0.155362E+01   0.796698E-02  -0.175713E-05   0.162365E-02  -0.175713E-05   0.143355E-06
    24   0.964413E+03   0.158876E+01   0.157715E-02   0.158876E+01   0.902160E-02  -0.144719E-05   0.157715E-02  -0.144719E-05   0.144328E-06
    25   0.979098E+03   0.162776E+01   0.153304E-02   0.162776E+01   0.104303E-01  -0.110593E-05   0.153304E-02  -0.110593E-05   0.145173E-06
    26   0.993968E+03   0.167368E+01   0.149112E-02   0.167368E+01   0.121427E-01  -0.759710E-06   0.149112E-02  -0.759710E-06   0.145898E-06
    27   0.100919E+04   0.172476E+01   0.145118E-02   0.172476E+01   0.140913E-01  -0.434865E-06   0.145118E-02  -0.434865E-06   0.146513E-06
    28   0.102454E+04   0.177914E+01   0.141301E-02   0.177914E+01   0.162397E-01  -0.157741E-06   0.141301E-02  -0.157741E-06   0.147027E-06
    29   0.104021E+04   0.183439E+01   0.137642E-02   0.183439E+01   0.185791E-01   0.453176E-07   0.137642E-02   0.453176E-07   0.147448E-06
    30   0.105619E+04   0.188637E+01   0.134120E-02   0.188637E+01   0.211156E-01   0.147967E-06   0.134120E-02   0.147967E-06   0.147786E-06
    31   0.107229E+04   0.193123E+01   0.130717E-02   0.193123E+01   0.238481E-01   0.132358E-06   0.130717E-02   0.132358E-06   0.148048E-06
    32   0.108864E+04   0.196586E+01   0.127429E-02   0.196586E+01   0.267608E-01   0.146230E-07   0.127429E-02   0.146230E-07   0.148240E-06
    33   0.110533E+04   0.198720E+01   0.124251E-02   0.198720E+01   0.298255E-01  -0.180612E-06   0.124251E-02  -0.180612E-06   0.148364E-06
    34   0.112226E+04   0.199339E+01   0.121182E-02   0.199339E+01   0.330282E-01  -0.428720E-06   0.121182E-02  -0.428720E-06   0.148426E-06
    35   0.113945E+04   0.198484E+01   0.118218E-02   0.198484E+01   0.363756E-01  -0.705075E-06   0.118218E-02  -0.705075E-06   0.148427E-06
    36   0.115680E+04   0.196181E+01   0.115359E-02   0.196181E+01   0.398931E-01  -0.985050E-06   0.115359E-02  -0.985050E-06   0.148373E-06
    37   0.117425E+04   0.192557E+01   0.112599E-02   0.192557E+01   0.436269E-01  -0.124402E-05   0.112599E-02  -0.124402E-05   0.148266E-06
    38   0.119201E+04   0.187936E+01   0.109938E-02   0.187936E+01   0.476238E-01  -0.145735E-05   0.109938E-02  -0.145735E-05   0.148111E-06
    39   0.121009E+04   0.182423E+01   0.107373E-02   0.182423E+01   0.518848E-01  -0.160043E-05   0.107373E-02  -0.160043E-05   0.147911E-06
    40   0.122824E+04   0.176052E+01   0.104900E-02   0.176052E+01   0.564046E-01  -0.164861E-05   0.104900E-02  -0.164861E-05   0.147670E-06
    41   0.124663E+04   0.168826E+01   0.102517E-02   0.168826E+01   0.611860E-01  -0.158521E-05   0.102517E-02  -0.158521E-05   0.147392E-06
    42   0.126502E+04   0.160721E+01   0.100222E-02   0.160721E+01   0.662420E-01  -0.142524E-05   0.100222E-02  -0.142524E-05   0.147078E-06
    43   0.128356E+04   0.151706E+01   0.980097E-03   0.151706E+01   0.715885E-01  -0.119165E-05   0.980097E-03  -0.119165E-05   0.146730E-06
    44   0.130211E+04   0.141841E+01   0.958780E-03   0.141841E+01   0.772264E-01  -0.907365E-06   0.958780E-03  -0.907365E-06   0.146352E-06
    45   0.132102E+04   0.131191E+01   0.938232E-03   0.131191E+01   0.831669E-01  -0.595340E-06   0.938232E-03  -0.595340E-06   0.145943E-06
    46   0.134023E+04   0.119586E+01   0.918420E-03   0.119586E+01   0.894176E-01  -0.278517E-06   0.918420E-03  -0.278517E-06   0.145507E-06
    47   0.135958E+04   0.106891E+01   0.899312E-03   0.106891E+01   0.959578E-01   0.201628E-07   0.899312E-03   0.201628E-07   0.145046E-06
    48   0.137899E+04   0.932462E+00   0.880874E-03   0.932462E+00   0.102767E+00   0.277756E-06   0.880874E-03   0.277756E-06   0.144560E-06
    49   0.139855E+04   0.787332E+00   0.863072E-03   0.787332E+00   0.109802E+00   0.471320E-06   0.863072E-03   0.471320E-06   0.144053E-06
    50   0.141846E+04   0.627546E+00   0.845874E-03   0.627546E+00   0.117012E+00   0.577911E-06   0.845874E-03   0.577911E-06   0.143526E-06
    51   0.143852E+04   0.446699E+00   0.829249E-03   0.446699E+00   0.124355E+00   0.581677E-06   0.829249E-03   0.581677E-06   0.142982E-06
    52   0.145893E+04   0.242272E+00   0.813173E-03   0.242272E+00   0.131942E+00   0.495129E-06   0.813173E-03   0.495129E-06   0.142420E-06
    53   0.147934E+04   0.145668E-01   0.797626E-03   0.145668E-01   0.139957E+00   0.337867E-06   0.797626E-03   0.337867E-06   0.141842E-06
    54   0.149967E+04  -0.228146E+00   0.782587E-03  -0.228146E+00   0.148429E+00   0.129491E-06   0.782587E-03   0.129491E-06   0.141250E-06
    55   0.152016E+04  -0.477481E+00   0.768036E-03  -0.477481E+00   0.157374E+00  -0.110398E-06   0.768036E-03  -0.110398E-06   0.140643E-06
    56   0.154102E+04  -0.732193E+00   0.753951E-03  -0.732193E+00   0.166672E+00  -0.362199E-06   0.753951E-03  -0.362199E-06   0.140022E-06
    57   0.156219E+04  -0.993298E+00   0.740313E-03  -0.993298E+00   0.176188E+00  -0.606312E-06   0.740313E-03  -0.606312E-06   0.139390E-06
    58   0.158367E+04  -0.126361E+01   0.727100E-03  -0.126361E+01   0.185892E+00  -0.823135E-06   0.727100E-03  -0.823135E-06   0.138746E-06
    59   0.160531E+04  -0.154597E+01   0.714291E-03  -0.154597E+01   0.195784E+00  -0.993069E-06   0.714291E-03  -0.993069E-06   0.138091E-06
    60   0.162713E+04  -0.184177E+01   0.701867E-03  -0.184177E+01   0.205878E+00  -0.109651E-05   0.701867E-03  -0.109651E-05   0.137427E-06
    61   0.164942E+04  -0.215188E+01   0.689806E-03  -0.215188E+01   0.216241E+00  -0.111974E-05   0.689806E-03  -0.111974E-05   0.136754E-06
    62   0.167157E+04  -0.247734E+01   0.678082E-03  -0.247734E+01   0.226884E+00  -0.107253E-05   0.678082E-03  -0.107253E-05   0.136073E-06
    63   0.169382E+04  -0.281887E+01   0.666671E-03  -0.281887E+01   0.237802E+00  -0.970515E-06   0.666671E-03  -0.970515E-06   0.135385E-06
    64   0.171646E+04  -0.317741E+01   0.655546E-03  -0.317741E+01   0.249045E+00  -0.829358E-06   0.655546E-03  -0.829358E-06   0.134690E-06
    65   0.173910E+04  -0.355331E+01   0.644683E-03  -0.355331E+01   0.260623E+00  -0.664702E-06   0.644683E-03  -0.664702E-06   0.133990E-06
    66   0.176204E+04  -0.394440E+01   0.634056E-03  -0.394440E+01   0.272495E+00  -0.492194E-06   0.634056E-03  -0.492194E-06   0.133284E-06
    67   0.178514E+04  -0.434746E+01   0.623639E-03  -0.434746E+01   0.284651E+00  -0.327483E-06   0.623639E-03  -0.327483E-06   0.132573E-06
    68   0.180867E+04  -0.476031E+01   0.613406E-03  -0.476031E+01   0.297108E+00  -0.186216E-06   0.613406E-03  -0.186216E-06   0.131859E-06
    69   0.183243E+04  -0.518071E+01   0.603333E-03  -0.518071E+01   0.309805E+00  -0.840426E-07   0.603333E-03  -0.840426E-07   0.131142E-06
    70   0.185654E+04  -0.560982E+01   0.593394E-03  -0.560982E+01   0.322759E+00  -0.366091E-07   0.593394E-03  -0.366091E-07   0.130422E-06
    71   0.188086E+04  -0.604976E+01   0.583572E-03  -0.604976E+01   0.335944E+00  -0.550585E-07   0.583572E-03  -0.550585E-07   0.129701E-06
    72   0.190539E+04  -0.650247E+01   0.573881E-03  -0.650247E+01   0.349345E+00  -0.132511E-06   0.573881E-03  -0.132511E-06   0.128978E-06
    73   0.193006E+04  -0.696938E+01   0.564345E-03  -0.696938E+01   0.362946E+00  -0.257581E-06   0.564345E-03  -0.257581E-06   0.128253E-06
    74   0.195487E+04  -0.745042E+01   0.554987E-03  -0.745042E+01   0.376753E+00  -0.418884E-06   0.554987E-03  -0.418884E-06   0.127528E-06
    75   0.197991E+04  -0.794493E+01   0.545832E-03  -0.794493E+01   0.390797E+00  -0.605034E-06   0.545832E-03  -0.605034E-06   0.126802E-06
    76   0.200510E+04  -0.845283E+01   0.536902E-03  -0.845283E+01   0.405089E+00  -0.804647E-06   0.536902E-03  -0.804647E-06   0.126075E-06
    77   0.203051E+04  -0.897354E+01   0.528221E-03  -0.897354E+01   0.419616E+00  -0.100634E-05   0.528221E-03  -0.100634E-05   0.125348E-06
    78   0.205624E+04  -0.950781E+01   0.519811E-03  -0.950781E+01   0.434390E+00  -0.119872E-05   0.519811E-03  -0.119872E-05   0.124621E-06
    79   0.208213E+04  -0.100512E+02   0.511698E-03  -0.100512E+02   0.449345E+00  -0.137040E-05   0.511698E-03  -0.137040E-05   0.123894E-06
    80   0.210833E+04  -0.106044E+02   0.503903E-03  -0.106044E+02   0.464471E+00  -0.151001E-05   0.503903E-03  -0.151001E-05   0.123167E-06
    81   0.213477E+04  -0.111675E+02   0.496442E-03  -0.111675E+02   0.479708E+00  -0.160879E-05   0.496442E-03  -0.160879E-05   0.122440E-06
    82   0.216153E+04  -0.117394E+02   0.489297E-03  -0.117394E+02   0.495070E+00  -0.166848E-05   0.489297E-03  -0.166848E-05   0.121714E-06
    83   0.218853E+04  -0.123200E+02   0.482443E-03  -0.123200E+02   0.510530E+00  -0.169350E-05   0.482443E-03  -0.169350E-05   0.120989E-06
    84   0.221583E+04  -0.129076E+02   0.475852E-03  -0.129076E+02   0.526077E+00  -0.168821E-05   0.475852E-03  -0.168821E-05   0.120265E-06
    85   0.224330E+04  -0.135035E+02   0.469499E-03  -0.135035E+02   0.541684E+00  -0.165702E-05   0.469499E-03  -0.165702E-05   0.119543E-06
    86   0.227100E+04  -0.141066E+02   0.463357E-03  -0.141066E+02   0.557357E+00  -0.160430E-05   0.463357E-03  -0.160430E-05   0.118823E-06
    87   0.229914E+04  -0.147161E+02   0.457401E-03  -0.147161E+02   0.573058E+00  -0.153446E-05   0.457401E-03  -0.153446E-05   0.118104E-06
    88   0.232729E+04  -0.153316E+02   0.451604E-03  -0.153316E+02   0.588795E+00  -0.145187E-05   0.451604E-03  -0.145187E-05   0.117388E-06
    89   0.235581E+04  -0.159545E+02   0.445940E-03  -0.159545E+02   0.604546E+00  -0.136093E-05   0.445940E-03  -0.136093E-05   0.116675E-06
    90   0.238455E+04  -0.165817E+02   0.440382E-03  -0.165817E+02   0.620266E+00  -0.126603E-05   0.440382E-03  -0.126603E-05   0.115964E-06
    91   0.241343E+04  -0.172135E+02   0.434910E-03  -0.172135E+02   0.635941E+00  -0.117090E-05   0.434910E-03  -0.117090E-05   0.115256E-06
    92   0.244260E+04  -0.178495E+02   0.429517E-03  -0.178495E+02   0.651558E+00  -0.107670E-05   0.429517E-03  -0.107670E-05   0.114552E-06
    93   0.247206E+04  -0.184896E+02   0.424203E-03  -0.184896E+02   0.667112E+00  -0.983932E-06   0.424203E-03  -0.983932E-06   0.113850E-06
    94   0.250160E+04  -0.191325E+02   0.418966E-03  -0.191325E+02   0.682570E+00  -0.893094E-06   0.418966E-03  -0.893094E-06   0.113152E-06
    95   0.253143E+04  -0.197790E+02   0.413807E-03  -0.197790E+02   0.697936E+00  -0.804690E-06   0.413807E-03  -0.804690E-06   0.112458E-06
    96   0.256125E+04  -0.204286E+02   0.408723E-03  -0.204286E+02   0.713196E+00  -0.719222E-06   0.408723E-03  -0.719222E-06   0.111766E-06
    97   0.259153E+04  -0.210805E+02   0.403715E-03  -0.210805E+02   0.728340E+00  -0.637193E-06   0.403715E-03  -0.637193E-06   0.111079E-06
    98   0.262202E+04  -0.217327E+02   0.398780E-03  -0.217327E+02   0.743363E+00  -0.559106E-06   0.398780E-03  -0.559106E-06   0.110394E-06
    99   0.265259E+04  -0.223881E+02   0.393919E-03  -0.223881E+02   0.758231E+00  -0.485463E-06   0.393919E-03  -0.485463E-06   0.109713E-06
   100   0.268346E+04  -0.230425E+02   0.389130E-03  -0.230425E+02   0.772948E+00  -0.416765E-06   0.389130E-03  -0.416765E-06   0.109036E-06
   101   0.271448E+04  -0.236990E+02   0.384413E-03  -0.236990E+02   0.787575E+00  -0.353517E-06   0.384413E-03  -0.353517E-06   0.108363E-06
   102   0.274603E+04  -0.243553E+02   0.379766E-03  -0.243553E+02   0.801968E+00  -0.296219E-06   0.379766E-03  -0.296219E-06   0.107693E-06
   103   0.277751E+04  -0.250125E+02   0.375188E-03  -0.250125E+02   0.816204E+00  -0.245375E-06   0.375188E-03  -0.245375E-06   0.107027E-06
   104   0.280921E+04  -0.256675E+02   0.370679E-03  -0.256675E+02   0.830286E+00  -0.201486E-06   0.370679E-03  -0.201486E-06   0.106365E-06
   105   0.284107E+04  -0.263220E+02   0.366237E-03  -0.263220E+02   0.844143E+00  -0.165055E-06   0.366237E-03  -0.165055E-06   0.105707E-06
   106   0.287316E+04  -0.269753E+02   0.361863E-03  -0.269753E+02   0.857853E+00  -0.136585E-06   0.361863E-03  -0.136585E-06   0.105052E-06
   107   0.290519E+04  -0.276261E+02   0.357553E-03  -0.276261E+02   0.871269E+00  -0.116578E-06   0.357553E-03  -0.116578E-06   0.104402E-06
   108   0.293759E+04  -0.282752E+02   0.353309E-03  -0.282752E+02   0.884470E+00  -0.105536E-06   0.353309E-03  -0.105536E-06   0.103756E-06
   109   0.297016E+04  -0.289213E+02   0.349129E-03  -0.289213E+02   0.897385E+00  -0.103962E-06   0.349129E-03  -0.103962E-06   0.103114E-06
   110   0.300281E+04  -0.295628E+02   0.345012E-03  -0.295628E+02   0.910016E+00  -0.112357E-06   0.345012E-03  -0.112357E-06   0.102476E-06
   111   0.303562E+04  -0.302015E+02   0.340957E-03  -0.302015E+02   0.922440E+00  -0.130960E-06   0.340957E-03  -0.130960E-06   0.101843E-06
   112   0.306859E+04  -0.308365E+02   0.336964E-03  -0.308365E+02   0.934582E+00  -0.158947E-06   0.336964E-03  -0.158947E-06   0.101213E-06
   113   0.310180E+04  -0.314663E+02   0.333033E-03  -0.314663E+02   0.946441E+00  -0.195228E-06   0.333033E-03  -0.195228E-06   0.100588E-06
   114   0.313509E+04  -0.320900E+02   0.329165E-03  -0.320900E+02   0.957941E+00  -0.238714E-06   0.329165E-03  -0.238714E-06   0.999676E-07
   115   0.316862E+04  -0.327076E+02   0.325359E-03  -0.327076E+02   0.969230E+00  -0.288318E-06   0.325359E-03  -0.288318E-06   0.993511E-07
   116   0.320215E+04  -0.333182E+02   0.321615E-03  -0.333182E+02   0.980083E+00  -0.342950E-06   0.321615E-03  -0.342950E-06   0.987389E-07
   117   0.323600E+04  -0.339211E+02   0.317934E-03  -0.339211E+02   0.990573E+00  -0.401520E-06   0.317934E-03  -0.401520E-06   0.981310E-07
   118   0.327000E+04  -0.345170E+02   0.314316E-03  -0.345170E+02   0.100085E+01  -0.462941E-06   0.314316E-03  -0.462941E-06   0.975274E-07
   119   0.330400E+04  -0.351034E+02   0.310761E-03  -0.351034E+02   0.101075E+01  -0.526122E-06   0.310761E-03  -0.526122E-06   0.969280E-07
   120   0.333817E+04  -0.356804E+02   0.307268E-03  -0.356804E+02   0.102015E+01  -0.589977E-06   0.307268E-03  -0.589977E-06   0.963330E-07
   121   0.337234E+04  -0.362478E+02   0.303838E-03  -0.362478E+02   0.102932E+01  -0.653414E-06   0.303838E-03  -0.653414E-06   0.957422E-07
   122   0.340659E+04  -0.368049E+02   0.300472E-03  -0.368049E+02   0.103797E+01  -0.715346E-06   0.300472E-03  -0.715346E-06   0.951557E-07
   123   0.344093E+04  -0.373516E+02   0.297168E-03  -0.373516E+02   0.104618E+01  -0.774684E-06   0.297168E-03  -0.774684E-06   0.945736E-07
   124   0.347534E+04  -0.378849E+02   0.293927E-03  -0.378849E+02   0.105402E+01  -0.830338E-06   0.293927E-03  -0.830338E-06   0.939957E-07
   125   0.350976E+04  -0.384068E+02   0.290750E-03  -0.384068E+02   0.106140E+01  -0.881220E-06   0.290750E-03  -0.881220E-06   0.934222E-07
   126   0.354426E+04  -0.389167E+02   0.287636E-03  -0.389167E+02   0.106842E+01  -0.926241E-06   0.287636E-03  -0.926241E-06   0.928529E-07
   127   0.357876E+04  -0.394136E+02   0.284586E-03  -0.394136E+02   0.107490E+01  -0.964312E-06   0.284586E-03  -0.964312E-06   0.922880E-07
   128   0.361327E+04  -0.398967E+02   0.281599E-03  -0.398967E+02   0.108101E+01  -0.994345E-06   0.281599E-03  -0.994345E-06   0.917274E-07
   129   0.364786E+04  -0.403653E+02   0.278676E-03  -0.403653E+02   0.108659E+01  -0.101525E-05   0.278676E-03  -0.101525E-05   0.911711E-07
   130   0.368244E+04  -0.408185E+02   0.275816E-03  -0.408185E+02   0.109164E+01  -0.102594E-05   0.275816E-03  -0.102594E-05   0.906191E-07
   131   0.371703E+04  -0.412578E+02   0.273020E-03  -0.412578E+02   0.109631E+01  -0.102565E-05   0.273020E-03  -0.102565E-05   0.900715E-07
   132   0.375170E+04  -0.416802E+02   0.270285E-03  -0.416802E+02   0.110044E+01  -0.101497E-05   0.270285E-03  -0.101497E-05   0.895282E-07
   133   0.378630E+04  -0.420879E+02   0.267609E-03  -0.420879E+02   0.110412E+01  -0.994806E-06   0.267609E-03  -0.994806E-06   0.889891E-07
   134   0.382090E+04  -0.424765E+02   0.264988E-03  -0.424765E+02   0.110734E+01  -0.966066E-06   0.264988E-03  -0.966066E-06   0.884543E-07
   135   0.385550E+04  -0.428490E+02   0.262422E-03  -0.428490E+02   0.111004E+01  -0.929662E-06   0.262422E-03  -0.929662E-06   0.879237E-07
   136   0.388996E+04  -0.432016E+02   0.259907E-03  -0.432016E+02   0.111219E+01  -0.886503E-06   0.259907E-03  -0.886503E-06   0.873973E-07
   137   0.392442E+04  -0.435367E+02   0.257440E-03  -0.435367E+02   0.111389E+01  -0.837500E-06   0.257440E-03  -0.837500E-06   0.868750E-07
   138   0.395882E+04  -0.438527E+02   0.255020E-03  -0.438527E+02   0.111506E+01  -0.783563E-06   0.255020E-03  -0.783563E-06   0.863569E-07
   139   0.399300E+04  -0.441490E+02   0.252643E-03  -0.441490E+02   0.111585E+01  -0.725602E-06   0.252643E-03  -0.725602E-06   0.858429E-07
   140   0.402726E+04  -0.444263E+02   0.250307E-03  -0.444263E+02   0.111602E+01  -0.664529E-06   0.250307E-03  -0.664529E-06   0.853330E-07
   141   0.406130E+04  -0.446823E+02   0.248009E-03  -0.446823E+02   0.111567E+01  -0.601252E-06   0.248009E-03  -0.601252E-06   0.848271E-07
   142   0.409535E+04  -0.449179E+02   0.245748E-03  -0.449179E+02   0.111485E+01  -0.536683E-06   0.245748E-03  -0.536683E-06   0.843252E-07
   143   0.412933E+04  -0.451330E+02   0.243520E-03  -0.451330E+02   0.111358E+01  -0.471731E-06   0.243520E-03  -0.471731E-06   0.838274E-07
   144   0.416310E+04  -0.453270E+02   0.241323E-03  -0.453270E+02   0.111178E+01  -0.407306E-06   0.241323E-03  -0.407306E-06   0.833335E-07
   145   0.419672E+04  -0.454990E+02   0.239155E-03  -0.454990E+02   0.110958E+01  -0.344320E-06   0.239155E-03  -0.344320E-06   0.828435E-07
   146   0.423043E+04  -0.456492E+02   0.237012E-03  -0.456492E+02   0.110679E+01  -0.283682E-06   0.237012E-03  -0.283682E-06   0.823574E-07
   147   0.426378E+04  -0.457760E+02   0.234893E-03  -0.457760E+02   0.110360E+01  -0.226303E-06   0.234893E-03  -0.226303E-06   0.818752E-07
   148   0.429699E+04  -0.458810E+02   0.232795E-03  -0.458810E+02   0.109988E+01  -0.173092E-06   0.232795E-03  -0.173092E-06   0.813969E-07
   149   0.433013E+04  -0.459626E+02   0.230715E-03  -0.459626E+02   0.109571E+01  -0.124960E-06   0.230715E-03  -0.124960E-06   0.809224E-07
   150   0.436299E+04  -0.460188E+02   0.228651E-03  -0.460188E+02   0.109114E+01  -0.828178E-07   0.228651E-03  -0.828178E-07   0.804517E-07
   151   0.439571E+04  -0.460523E+02   0.226601E-03  -0.460523E+02   0.108612E+01  -0.473569E-07   0.226601E-03  -0.473569E-07   0.799848E-07
   152   0.442814E+04  -0.460619E+02   0.224564E-03  -0.460619E+02   0.108056E+01  -0.183977E-07   0.224564E-03  -0.183977E-07   0.795216E-07
   153   0.446042E+04  -0.460451E+02   0.222541E-03  -0.460451E+02   0.107462E+01   0.445777E-08   0.222541E-03   0.445777E-08   0.790621E-07
   154   0.449250E+04  -0.460043E+02   0.220533E-03  -0.460043E+02   0.106829E+01   0.216074E-07   0.220533E-03   0.216074E-07   0.786063E-07
   155   0.452435E+04  -0.459386E+02   0.218540E-03  -0.459386E+02   0.106158E+01   0.334491E-07   0.218540E-03   0.334491E-07   0.781542E-07
   156   0.455584E+04  -0.458481E+02   0.216561E-03  -0.458481E+02   0.105449E+01   0.403807E-07   0.216561E-03   0.403807E-07   0.777058E-07
   157   0.458725E+04  -0.457312E+02   0.214599E-03  -0.457312E+02   0.104701E+01   0.428002E-07   0.214599E-03   0.428002E-07   0.772610E-07
   158   0.461837E+04  -0.455888E+02   0.212652E-03  -0.455888E+02   0.103923E+01   0.411054E-07   0.212652E-03   0.411054E-07   0.768198E-07
   159   0.464919E+04  -0.454207E+02   0.210721E-03  -0.454207E+02   0.103099E+01   0.356943E-07   0.210721E-03   0.356943E-07   0.763821E-07
   160   0.467978E+04  -0.452254E+02   0.208807E-03  -0.452254E+02   0.102244E+01   0.269648E-07   0.208807E-03   0.269648E-07   0.759480E-07
   161   0.471015E+04  -0.450045E+02   0.206910E-03  -0.450045E+02   0.101367E+01   0.153147E-07   0.206910E-03   0.153147E-07   0.755175E-07
   162   0.474021E+04  -0.447579E+02   0.205030E-03  -0.447579E+02   0.100451E+01   0.114196E-08   0.205030E-03   0.114196E-08   0.750904E-07
   163   0.477012E+04  -0.444841E+02   0.203168E-03  -0.444841E+02   0.995052E+00  -0.151555E-07   0.203168E-03  -0.151555E-07   0.746669E-07
   164   0.479958E+04  -0.441846E+02   0.201324E-03  -0.441846E+02   0.985362E+00  -0.331798E-07   0.201324E-03  -0.331798E-07   0.742468E-07
   165   0.482887E+04  -0.438572E+02   0.199499E-03  -0.438572E+02   0.975369E+00  -0.525330E-07   0.199499E-03  -0.525330E-07   0.738301E-07
   166   0.485786E+04  -0.435033E+02   0.197692E-03  -0.435033E+02   0.965221E+00  -0.728173E-07   0.197692E-03  -0.728173E-07   0.734169E-07
   167   0.488661E+04  -0.431236E+02   0.195905E-03  -0.431236E+02   0.954697E+00  -0.936347E-07   0.195905E-03  -0.936347E-07   0.730070E-07
   168   0.491491E+04  -0.427159E+02   0.194137E-03  -0.427159E+02   0.944168E+00  -0.114587E-06   0.194137E-03  -0.114587E-06   0.726005E-07
   169   0.494289E+04  -0.422802E+02   0.192389E-03  -0.422802E+02   0.933338E+00  -0.135277E-06   0.192389E-03  -0.135277E-06   0.721974E-07
   170   0.497056E+04  -0.418180E+02   0.190662E-03  -0.418180E+02   0.922431E+00  -0.155307E-06   0.190662E-03  -0.155307E-06   0.717976E-07
   171   0.499776E+04  -0.413269E+02   0.188955E-03  -0.413269E+02   0.911447E+00  -0.174278E-06   0.188955E-03  -0.174278E-06   0.714010E-07
   172   0.502457E+04  -0.408086E+02   0.187269E-03  -0.408086E+02   0.900312E+00  -0.191792E-06   0.187269E-03  -0.191792E-06   0.710078E-07
   173   0.505091E+04  -0.402629E+02   0.185605E-03  -0.402629E+02   0.889027E+00  -0.207453E-06   0.185605E-03  -0.207453E-06   0.706178E-07
   174   0.507694E+04  -0.396899E+02   0.183962E-03  -0.396899E+02   0.877889E+00  -0.220861E-06   0.183962E-03  -0.220861E-06   0.702310E-07
   175   0.510257E+04  -0.390888E+02   0.182342E-03  -0.390888E+02   0.866603E+00  -0.231619E-06   0.182342E-03  -0.231619E-06   0.698474E-07
   176   0.512765E+04  -0.384595E+02   0.180744E-03  -0.384595E+02   0.855391E+00  -0.239421E-06   0.180744E-03  -0.239421E-06   0.694670E-07
   177   0.515234E+04  -0.378037E+02   0.179168E-03  -0.378037E+02   0.844179E+00  -0.244328E-06   0.179168E-03  -0.244328E-06   0.690897E-07
   178   0.517655E+04  -0.371197E+02   0.177613E-03  -0.371197E+02   0.833192E+00  -0.246495E-06   0.177613E-03  -0.246495E-06   0.687156E-07
   179   0.520030E+04  -0.364076E+02   0.176079E-03  -0.364076E+02   0.822131E+00  -0.246073E-06   0.176079E-03  -0.246073E-06   0.683445E-07
