#    L    TT             EE             BB             TE          
     2   0.107812E+04   0.466865E-01   0.184490E-05   0.324038E+01
     3   0.101862E+04   0.745195E-01   0.369038E-05   0.398808E+01
     4   0.959593E+03   0.820527E-01   0.615192E-05   0.405337E+01
     5   0.913451E+03   0.713507E-01   0.923027E-05   0.372144E+01
     6   0.880044E+03   0.517442E-01   0.129264E-04   0.322479E+01
     7   0.857408E+03   0.324316E-01   0.172413E-04   0.268954E+01
     8   0.842732E+03   0.185590E-01   0.221764E-04   0.217962E+01
     9   0.834167E+03   0.108891E-01   0.277330E-04   0.174873E+01
    10   0.830334E+03   0.762560E-02   0.339128E-04   0.142451E+01
    11   0.829953E+03   0.649692E-02   0.407173E-04   0.120896E+01
    12   0.833094E+03   0.597341E-02   0.481484E-04   0.109137E+01
    13   0.838016E+03   0.558561E-02   0.562080E-04   0.104938E+01
    14   0.844037E+03   0.508438E-02   0.648980E-04   0.106390E+01
    15   0.851498E+03   0.463096E-02   0.742205E-04   0.111583E+01
    16   0.860757E+03   0.447136E-02   0.841777E-04   0.118705E+01
    17   0.871568E+03   0.474118E-02   0.947715E-04   0.126249E+01
    18   0.882881E+03   0.530868E-02   0.106004E-03   0.133156E+01
    19   0.895803E+03   0.593167E-02   0.117878E-03   0.139186E+01
    20   0.908914E+03   0.645414E-02   0.130395E-03   0.144113E+01
    21   0.922372E+03   0.689979E-02   0.143557E-03   0.148310E+01
    22   0.936249E+03   0.740580E-02   0.157367E-03   0.151945E+01
    23   0.950339E+03   0.813863E-02   0.171825E-03   0.155339E+01
    24   0.964731E+03   0.920831E-02   0.186935E-03   0.158849E+01
    25   0.979441E+03   0.106327E-01   0.202698E-03   0.162745E+01
    26   0.994335E+03   0.123615E-01   0.219116E-03   0.167332E+01
    27   0.100958E+04   0.143270E-01   0.236190E-03   0.172434E+01
    28   0.102496E+04   0.164931E-01   0.253921E-03   0.177866E+01
    29   0.104065E+04   0.188507E-01   0.272312E-03   0.183386E+01
    30   0.105667E+04   0.214061E-01   0.291363E-03   0.188577E+01
    31   0.107279E+04   0.241582E-01   0.311075E-03   0.193055E+01
    32   0.108917E+04   0.270910E-01   0.331449E-03   0.196512E+01
    33   0.110588E+04   0.301765E-01   0.352486E-03   0.198637E+01
    34   0.112284E+04   0.334006E-01   0.374187E-03   0.199248E+01
    35   0.114006E+04   0.367700E-01   0.396551E-03   0.198384E+01
    36   0.115744E+04   0.403102E-01   0.419579E-03   0.196072E+01
    37   0.117492E+04   0.440672E-01   0.443271E-03   0.192438E+01
    38   0.119272E+04   0.480880E-01   0.467627E-03   0.187807E+01
    39   0.121082E+04   0.523734E-01   0.492646E-03   0.182283E+01
    40   0.122901E+04   0.569183E-01   0.518328E-03   0.175901E+01
    41   0.124743E+04   0.617252E-01   0.544673E-03   0.168663E+01
    42   0.126585E+04   0.668075E-01   0.571680E-03   0.160547E+01
    43   0.128442E+04   0.721807E-01   0.599347E-03   0.151520E+01
    44   0.130300E+04   0.778459E-01   0.627675E-03   0.141643E+01
    45   0.132194E+04   0.838142E-01   0.656662E-03   0.130981E+01
    46   0.134118E+04   0.900932E-01   0.686307E-03   0.119364E+01
    47   0.136056E+04   0.966623E-01   0.716608E-03   0.106656E+01
    48   0.138001E+04   0.103501E+00   0.747566E-03   0.929992E+00
    49   0.139960E+04   0.110566E+00   0.779178E-03   0.784739E+00
    50   0.141955E+04   0.117806E+00   0.811443E-03   0.624832E+00
    51   0.143964E+04   0.125180E+00   0.844359E-03   0.443867E+00
    52   0.146009E+04   0.132798E+00   0.877927E-03   0.239323E+00
    53   0.148053E+04   0.140844E+00   0.912144E-03   0.115056E-01
    54   0.150090E+04   0.149349E+00   0.947009E-03  -0.231315E+00
    55   0.152142E+04   0.158326E+00   0.982521E-03  -0.480752E+00
    56   0.154232E+04   0.167657E+00   0.101868E-02  -0.735560E+00
    57   0.156352E+04   0.177206E+00   0.105548E-02  -0.996754E+00
    58   0.158504E+04   0.186944E+00   0.109293E-02  -0.126715E+01
    59   0.160672E+04   0.196870E+00   0.113102E-02  -0.154958E+01
    60   0.162857E+04   0.206998E+00   0.116976E-02  -0.184544E+01
    61   0.165089E+04   0.217395E+00   0.120913E-02  -0.215560E+01
    62   0.167308E+04   0.228073E+00   0.124915E-02  -0.248109E+01
    63   0.169537E+04   0.239026E+00   0.128982E-02  -0.282264E+01
    64   0.171804E+04   0.250304E+00   0.133112E-02  -0.318119E+01
    65   0.174072E+04   0.261917E+00   0.137307E-02  -0.355709E+01
    66   0.176370E+04   0.273825E+00   0.141566E-02  -0.394815E+01
    67   0.178683E+04   0.286017E+00   0.145889E-02  -0.435117E+01
    68   0.181040E+04   0.298510E+00   0.150277E-02  -0.476396E+01
    69   0.183419E+04   0.311243E+00   0.154729E-02  -0.518428E+01
    70   0.185834E+04   0.324233E+00   0.159246E-02  -0.561328E+01
    71   0.188269E+04   0.337455E+00   0.163828E-02  -0.605309E+01
    72   0.190726E+04   0.350892E+00   0.168475E-02  -0.650565E+01
    73   0.193197E+04   0.364530E+00   0.173187E-02  -0.697238E+01
    74   0.195682E+04   0.378374E+00   0.177964E-02  -0.745322E+01
    75   0.198189E+04   0.392454E+00   0.182807E-02  -0.794749E+01
    76   0.200711E+04   0.406783E+00   0.187715E-02  -0.845513E+01
    77   0.203256E+04   0.421346E+00   0.192690E-02  -0.897555E+01
    78   0.205832E+04   0.436157E+00   0.197731E-02  -0.950949E+01
    79   0.208424E+04   0.451149E+00   0.202838E-02  -0.100525E+02
    80   0.211048E+04   0.466312E+00   0.208012E-02  -0.106053E+02
    81   0.213695E+04   0.481585E+00   0.213253E-02  -0.111680E+02
    82   0.216374E+04   0.496985E+00   0.218562E-02  -0.117394E+02
    83   0.219077E+04   0.512481E+00   0.223939E-02  -0.123196E+02
    84   0.221811E+04   0.528066E+00   0.229383E-02  -0.129066E+02
    85   0.224561E+04   0.543709E+00   0.234896E-02  -0.135019E+02
    86   0.227333E+04   0.559419E+00   0.240478E-02  -0.141044E+02
    87   0.230151E+04   0.575157E+00   0.246129E-02  -0.147132E+02
    88   0.232968E+04   0.590931E+00   0.251849E-02  -0.153280E+02
    89   0.235823E+04   0.606719E+00   0.257639E-02  -0.159502E+02
    90   0.238699E+04   0.622475E+00   0.263500E-02  -0.165765E+02
    91   0.241590E+04   0.638187E+00   0.269431E-02  -0.172076E+02
    92   0.244509E+04   0.653841E+00   0.275433E-02  -0.178426E+02
    93   0.247458E+04   0.669433E+00   0.281506E-02  -0.184818E+02
    94   0.250414E+04   0.684928E+00   0.287651E-02  -0.191237E+02
    95   0.253399E+04   0.700330E+00   0.293868E-02  -0.197692E+02
    96   0.256383E+04   0.715628E+00   0.300157E-02  -0.204177E+02
    97   0.259412E+04   0.730810E+00   0.306519E-02  -0.210684E+02
    98   0.262463E+04   0.745870E+00   0.312954E-02  -0.217194E+02
    99   0.265522E+04   0.760776E+00   0.319463E-02  -0.223736E+02
   100   0.268610E+04   0.775531E+00   0.326046E-02  -0.230267E+02
   101   0.271714E+04   0.790197E+00   0.332702E-02  -0.236818E+02
   102   0.274869E+04   0.804629E+00   0.339434E-02  -0.243367E+02
   103   0.278018E+04   0.818904E+00   0.346240E-02  -0.249924E+02
   104   0.281189E+04   0.833026E+00   0.353122E-02  -0.256459E+02
   105   0.284376E+04   0.846923E+00   0.360080E-02  -0.262988E+02
   106   0.287585E+04   0.860673E+00   0.367114E-02  -0.269505E+02
   107   0.290788E+04   0.874131E+00   0.374224E-02  -0.275996E+02
   108   0.294029E+04   0.887374E+00   0.381411E-02  -0.282469E+02
   109   0.297285E+04   0.900331E+00   0.388675E-02  -0.288911E+02
   110   0.300550E+04   0.913005E+00   0.396018E-02  -0.295308E+02
   111   0.303831E+04   0.925473E+00   0.403438E-02  -0.301676E+02
   112   0.307127E+04   0.937660E+00   0.410937E-02  -0.308006E+02
   113   0.310447E+04   0.949565E+00   0.418515E-02  -0.314283E+02
   114   0.313775E+04   0.961112E+00   0.426172E-02  -0.320499E+02
   115   0.317127E+04   0.972449E+00   0.433909E-02  -0.326653E+02
   116   0.320479E+04   0.983351E+00   0.441726E-02  -0.332738E+02
   117   0.323862E+04   0.993891E+00   0.449625E-02  -0.338744E+02
   118   0.327260E+04   0.100422E+01   0.457604E-02  -0.344679E+02
   119   0.330659E+04   0.101418E+01   0.465666E-02  -0.350519E+02
