#           k/h    P           
   0.283796E+00   0.109084E+04
   0.289158E+00   0.104658E+04
   0.294521E+00   0.100754E+04
   0.299884E+00   0.973579E+03
   0.305246E+00   0.943687E+03
   0.310609E+00   0.916489E+03
   0.315972E+00   0.890652E+03
   0.321334E+00   0.865055E+03
   0.326697E+00   0.838966E+03
   0.332060E+00   0.812222E+03
   0.337423E+00   0.785208E+03
   0.342785E+00   0.758584E+03
   0.348148E+00   0.733015E+03
   0.353511E+00   0.709016E+03
   0.358873E+00   0.686891E+03
   0.364236E+00   0.666662E+03
   0.369599E+00   0.648081E+03
   0.374961E+00   0.630739E+03
   0.380324E+00   0.614214E+03
   0.385687E+00   0.598143E+03
   0.391049E+00   0.582258E+03
   0.396412E+00   0.566426E+03
   0.401775E+00   0.550698E+03
   0.407137E+00   0.535262E+03
   0.412500E+00   0.520328E+03
   0.417863E+00   0.506039E+03
   0.423226E+00   0.492477E+03
   0.428588E+00   0.479686E+03
   0.433951E+00   0.467642E+03
   0.439314E+00   0.456227E+03
   0.444676E+00   0.445276E+03
   0.450039E+00   0.434661E+03
   0.455402E+00   0.424312E+03
   0.460764E+00   0.414180E+03
   0.466127E+00   0.404229E+03
   0.471490E+00   0.394474E+03
   0.476852E+00   0.384984E+03
   0.482215E+00   0.375826E+03
   0.487578E+00   0.367022E+03
   0.492940E+00   0.358567E+03
   0.498303E+00   0.350457E+03
   0.503666E+00   0.342679E+03
   0.509028E+00   0.335190E+03
   0.514391E+00   0.327932E+03
   0.519754E+00   0.320867E+03
   0.525117E+00   0.313979E+03
   0.530479E+00   0.307261E+03
   0.535842E+00   0.300702E+03
   0.541205E+00   0.294304E+03
   0.546567E+00   0.288086E+03
   0.551930E+00   0.282064E+03
   0.557293E+00   0.276238E+03
   0.562655E+00   0.270597E+03
   0.568018E+00   0.265134E+03
   0.573381E+00   0.259845E+03
   0.578743E+00   0.254714E+03
   0.584106E+00   0.249720E+03
   0.589469E+00   0.244848E+03
   0.594832E+00   0.240098E+03
   0.600194E+00   0.235470E+03
   0.605557E+00   0.230956E+03
   0.610920E+00   0.226552E+03
   0.616282E+00   0.222262E+03
   0.621645E+00   0.218093E+03
   0.627008E+00   0.214042E+03
   0.680214E+00   0.179049E+03
   0.737935E+00   0.149499E+03
   0.800554E+00   0.124619E+03
   0.868486E+00   0.103710E+03
   0.942183E+00   0.861733E+02
   0.101542E+01   0.725889E+02
   0.126811E+01   0.433087E+02
   0.158368E+01   0.255820E+02
   0.197777E+01   0.149704E+02
   0.246994E+01   0.868220E+01
   0.308458E+01   0.499014E+01
   0.385217E+01   0.284059E+01
   0.481078E+01   0.159900E+01
   0.600794E+01   0.887398E+00
   0.750301E+01   0.482885E+00
   0.937012E+01   0.255188E+00
   0.117019E+02   0.128798E+00
   0.146139E+02   0.602775E-01
   0.182505E+02   0.247752E-01
   0.227921E+02   0.802159E-02
   0.284639E+02   0.156827E-02
   0.355471E+02   0.539537E-04
   0.443930E+02   0.457739E-04
   0.554402E+02   0.319027E-04
   0.692364E+02   0.293405E-06
   0.864658E+02   0.909239E-06
   0.107983E+03   0.281075E-06
   0.134854E+03   0.488891E-07
   0.168412E+03   0.148150E-09
   0.210322E+03   0.151827E-08
   0.262660E+03   0.118908E-09
   0.328022E+03   0.613161E-10
