#    L    TT             EE             BB             TE          
     2   0.107811E+04   0.466864E-01   0.184619E-05   0.324037E+01
     3   0.101861E+04   0.745192E-01   0.369296E-05   0.398806E+01
     4   0.959581E+03   0.820523E-01   0.615622E-05   0.405333E+01
     5   0.913436E+03   0.713503E-01   0.923672E-05   0.372139E+01
     6   0.880030E+03   0.517439E-01   0.129354E-04   0.322474E+01
     7   0.857391E+03   0.324314E-01   0.172534E-04   0.268950E+01
     8   0.842714E+03   0.185589E-01   0.221919E-04   0.217960E+01
     9   0.834146E+03   0.108892E-01   0.277524E-04   0.174872E+01
    10   0.830310E+03   0.762568E-02   0.339365E-04   0.142452E+01
    11   0.829925E+03   0.649702E-02   0.407458E-04   0.120897E+01
    12   0.833061E+03   0.597349E-02   0.481821E-04   0.109138E+01
    13   0.837979E+03   0.558565E-02   0.562473E-04   0.104939E+01
    14   0.843995E+03   0.508436E-02   0.649434E-04   0.106391E+01
    15   0.851451E+03   0.463089E-02   0.742725E-04   0.111583E+01
    16   0.860705E+03   0.447126E-02   0.842366E-04   0.118704E+01
    17   0.871509E+03   0.474106E-02   0.948379E-04   0.126247E+01
    18   0.882816E+03   0.530854E-02   0.106079E-03   0.133154E+01
    19   0.895732E+03   0.593152E-02   0.117961E-03   0.139184E+01
    20   0.908837E+03   0.645397E-02   0.130486E-03   0.144112E+01
    21   0.922287E+03   0.689961E-02   0.143658E-03   0.148309E+01
    22   0.936158E+03   0.740559E-02   0.157477E-03   0.151944E+01
    23   0.950240E+03   0.813837E-02   0.171946E-03   0.155338E+01
    24   0.964624E+03   0.920799E-02   0.187067E-03   0.158849E+01
    25   0.979326E+03   0.106323E-01   0.202841E-03   0.162746E+01
    26   0.994212E+03   0.123610E-01   0.219271E-03   0.167334E+01
    27   0.100945E+04   0.143264E-01   0.236357E-03   0.172437E+01
    28   0.102482E+04   0.164923E-01   0.254101E-03   0.177870E+01
    29   0.104050E+04   0.188498E-01   0.272505E-03   0.183391E+01
    30   0.105651E+04   0.214049E-01   0.291570E-03   0.188583E+01
    31   0.107262E+04   0.241568E-01   0.311297E-03   0.193063E+01
    32   0.108899E+04   0.270894E-01   0.331686E-03   0.196520E+01
    33   0.110569E+04   0.301746E-01   0.352739E-03   0.198647E+01
    34   0.112265E+04   0.333983E-01   0.374455E-03   0.199260E+01
    35   0.113985E+04   0.367673E-01   0.396836E-03   0.198398E+01
    36   0.115723E+04   0.403070E-01   0.419882E-03   0.196087E+01
    37   0.117469E+04   0.440636E-01   0.443592E-03   0.192456E+01
    38   0.119248E+04   0.480838E-01   0.467966E-03   0.187827E+01
    39   0.121057E+04   0.523686E-01   0.493004E-03   0.182306E+01
    40   0.122875E+04   0.569127E-01   0.518707E-03   0.175926E+01
    41   0.124715E+04   0.617189E-01   0.545072E-03   0.168692E+01
    42   0.126556E+04   0.668002E-01   0.572100E-03   0.160579E+01
    43   0.128413E+04   0.721725E-01   0.599790E-03   0.151556E+01
    44   0.130269E+04   0.778366E-01   0.628140E-03   0.141683E+01
    45   0.132162E+04   0.838038E-01   0.657151E-03   0.131026E+01
