#    L    TT             EE             BB             TE          
     2   0.107811E+04   0.466865E-01   0.184834E-05   0.324038E+01
     3   0.101861E+04   0.745193E-01   0.369727E-05   0.398807E+01
     4   0.959584E+03   0.820524E-01   0.616340E-05   0.405334E+01
     5   0.913440E+03   0.713504E-01   0.924749E-05   0.372140E+01
     6   0.880033E+03   0.517440E-01   0.129505E-04   0.322476E+01
     7   0.857395E+03   0.324315E-01   0.172735E-04   0.268951E+01
     8   0.842717E+03   0.185590E-01   0.222178E-04   0.217960E+01
     9   0.834150E+03   0.108892E-01   0.277847E-04   0.174872E+01
    10   0.830315E+03   0.762571E-02   0.339760E-04   0.142452E+01
    11   0.829930E+03   0.649705E-02   0.407931E-04   0.120897E+01
    12   0.833067E+03   0.597354E-02   0.482380E-04   0.109138E+01
    13   0.837986E+03   0.558572E-02   0.563126E-04   0.104939E+01
    14   0.844004E+03   0.508446E-02   0.650188E-04   0.106391E+01
    15   0.851461E+03   0.463101E-02   0.743586E-04   0.111583E+01
    16   0.860716E+03   0.447139E-02   0.843342E-04   0.118704E+01
    17   0.871521E+03   0.474121E-02   0.949477E-04   0.126247E+01
    18   0.882829E+03   0.530871E-02   0.106201E-03   0.133154E+01
    19   0.895746E+03   0.593172E-02   0.118097E-03   0.139185E+01
    20   0.908852E+03   0.645419E-02   0.130637E-03   0.144112E+01
    21   0.922305E+03   0.689985E-02   0.143823E-03   0.148309E+01
    22   0.936176E+03   0.740585E-02   0.157658E-03   0.151944E+01
    23   0.950260E+03   0.813867E-02   0.172144E-03   0.155338E+01
    24   0.964646E+03   0.920832E-02   0.187282E-03   0.158849E+01
    25   0.979349E+03   0.106327E-01   0.203074E-03   0.162745E+01
    26   0.994237E+03   0.123614E-01   0.219522E-03   0.167333E+01
    27   0.100947E+04   0.143269E-01   0.236627E-03   0.172436E+01
    28   0.102485E+04   0.164929E-01   0.254391E-03   0.177869E+01
    29   0.104053E+04   0.188504E-01   0.272816E-03   0.183389E+01
    30   0.105654E+04   0.214057E-01   0.291902E-03   0.188582E+01
    31   0.107265E+04   0.241576E-01   0.311651E-03   0.193061E+01
    32   0.108903E+04   0.270903E-01   0.332063E-03   0.196518E+01
    33   0.110573E+04   0.301756E-01   0.353139E-03   0.198644E+01
    34   0.112269E+04   0.333994E-01   0.374879E-03   0.199256E+01
    35   0.113989E+04   0.367686E-01   0.397285E-03   0.198394E+01
    36   0.115727E+04   0.403085E-01   0.420355E-03   0.196083E+01
    37   0.117474E+04   0.440652E-01   0.444091E-03   0.192451E+01
    38   0.119252E+04   0.480856E-01   0.468492E-03   0.187821E+01
    39   0.121062E+04   0.523706E-01   0.493558E-03   0.182300E+01
    40   0.122880E+04   0.569150E-01   0.519288E-03   0.175919E+01
    41   0.124721E+04   0.617214E-01   0.545682E-03   0.168684E+01
    42   0.126562E+04   0.668030E-01   0.572739E-03   0.160570E+01
    43   0.128418E+04   0.721757E-01   0.600458E-03   0.151547E+01
    44   0.130275E+04   0.778401E-01   0.628839E-03   0.141673E+01
    45   0.132168E+04   0.838076E-01   0.657881E-03   0.131014E+01
    46   0.134091E+04   0.900858E-01   0.687581E-03   0.119400E+01
    47   0.136029E+04   0.966539E-01   0.717940E-03   0.106696E+01
    48   0.137973E+04   0.103491E+00   0.748956E-03   0.930436E+00
    49   0.139931E+04   0.110555E+00   0.780628E-03   0.785227E+00
    50   0.141925E+04   0.117795E+00   0.812954E-03   0.625369E+00
    51   0.143932E+04   0.125167E+00   0.845934E-03   0.444455E+00
    52   0.145976E+04   0.132783E+00   0.879566E-03   0.239967E+00
    53   0.148019E+04   0.140828E+00   0.913848E-03   0.122095E-01
    54   0.150055E+04   0.149331E+00   0.948781E-03  -0.230548E+00
    55   0.152106E+04   0.158307E+00   0.984361E-03  -0.479917E+00
    56   0.154195E+04   0.167635E+00   0.102059E-02  -0.734652E+00
    57   0.156314E+04   0.177183E+00   0.105747E-02  -0.995769E+00
    58   0.158465E+04   0.186918E+00   0.109499E-02  -0.126608E+01
    59   0.160632E+04   0.196842E+00   0.113315E-02  -0.154842E+01
    60   0.162816E+04   0.206967E+00   0.117196E-02  -0.184420E+01
    61   0.165047E+04   0.217362E+00   0.121142E-02  -0.215426E+01
    62   0.167265E+04   0.228037E+00   0.125152E-02  -0.247965E+01
    63   0.169493E+04   0.238987E+00   0.129226E-02  -0.282110E+01
    64   0.171758E+04   0.250261E+00   0.133365E-02  -0.317953E+01
    65   0.174025E+04   0.261871E+00   0.137568E-02  -0.355531E+01
    66   0.176322E+04   0.273776E+00   0.141835E-02  -0.394625E+01
    67   0.178634E+04   0.285963E+00   0.146168E-02  -0.434914E+01
    68   0.180990E+04   0.298453E+00   0.150564E-02  -0.476180E+01
    69   0.183368E+04   0.311182E+00   0.155026E-02  -0.518197E+01
    70   0.185782E+04   0.324168E+00   0.159552E-02  -0.561082E+01
    71   0.188216E+04   0.337384E+00   0.164143E-02  -0.605047E+01
    72   0.190672E+04   0.350816E+00   0.168799E-02  -0.650287E+01
    73   0.193142E+04   0.364449E+00   0.173521E-02  -0.696943E+01
    74   0.195626E+04   0.378288E+00   0.178308E-02  -0.745008E+01
    75   0.198132E+04   0.392362E+00   0.183161E-02  -0.794416E+01
    76   0.200653E+04   0.406685E+00   0.188080E-02  -0.845161E+01
    77   0.203197E+04   0.421242E+00   0.193065E-02  -0.897182E+01
    78   0.205772E+04   0.436047E+00   0.198116E-02  -0.950555E+01
    79   0.208363E+04   0.451031E+00   0.203235E-02  -0.100483E+02
    80   0.210985E+04   0.466187E+00   0.208420E-02  -0.106009E+02
    81   0.213632E+04   0.481453E+00   0.213672E-02  -0.111633E+02
    82   0.216310E+04   0.496845E+00   0.218992E-02  -0.117345E+02
    83   0.219012E+04   0.512333E+00   0.224380E-02  -0.123144E+02
    84   0.221745E+04   0.527910E+00   0.229837E-02  -0.129012E+02
    85   0.224493E+04   0.543545E+00   0.235362E-02  -0.134962E+02
    86   0.227265E+04   0.559245E+00   0.240956E-02  -0.140984E+02
    87   0.230081E+04   0.574974E+00   0.246619E-02  -0.147069E+02
    88   0.232898E+04   0.590739E+00   0.252352E-02  -0.153214E+02
    89   0.235751E+04   0.606516E+00   0.258155E-02  -0.159433E+02
    90   0.238627E+04   0.622263E+00   0.264028E-02  -0.165693E+02
