#    L    TT             EE             BB             TE          
     2   0.107811E+04   0.466864E-01   0.184166E-05   0.324037E+01
     3   0.101861E+04   0.745192E-01   0.368390E-05   0.398806E+01
     4   0.959578E+03   0.820523E-01   0.614112E-05   0.405333E+01
     5   0.913433E+03   0.713503E-01   0.921408E-05   0.372138E+01
     6   0.880025E+03   0.517438E-01   0.129037E-04   0.322474E+01
     7   0.857387E+03   0.324314E-01   0.172111E-04   0.268950E+01
     8   0.842708E+03   0.185589E-01   0.221376E-04   0.217960E+01
     9   0.834139E+03   0.108891E-01   0.276845E-04   0.174872E+01
    10   0.830302E+03   0.762560E-02   0.338535E-04   0.142452E+01
    11   0.829916E+03   0.649692E-02   0.406462E-04   0.120898E+01
    12   0.833050E+03   0.597337E-02   0.480644E-04   0.109139E+01
    13   0.837967E+03   0.558550E-02   0.561100E-04   0.104939E+01
    14   0.843981E+03   0.508419E-02   0.647850E-04   0.106391E+01
    15   0.851435E+03   0.463069E-02   0.740915E-04   0.111583E+01
    16   0.860687E+03   0.447102E-02   0.840315E-04   0.118704E+01
    17   0.871489E+03   0.474079E-02   0.946073E-04   0.126247E+01
    18   0.882794E+03   0.530824E-02   0.105821E-03   0.133154E+01
    19   0.895707E+03   0.593118E-02   0.117674E-03   0.139184E+01
    20   0.908809E+03   0.645359E-02   0.130170E-03   0.144112E+01
    21   0.922257E+03   0.689919E-02   0.143310E-03   0.148309E+01
    22   0.936125E+03   0.740511E-02   0.157096E-03   0.151945E+01
    23   0.950204E+03   0.813784E-02   0.171531E-03   0.155339E+01
    24   0.964585E+03   0.920739E-02   0.186615E-03   0.158850E+01
    25   0.979284E+03   0.106317E-01   0.202352E-03   0.162746E+01
    26   0.994167E+03   0.123602E-01   0.218742E-03   0.167335E+01
    27   0.100940E+04   0.143256E-01   0.235788E-03   0.172438E+01
    28   0.102477E+04   0.164914E-01   0.253491E-03   0.177872E+01
    29   0.104045E+04   0.188488E-01   0.271851E-03   0.183392E+01
    30   0.105645E+04   0.214038E-01   0.290871E-03   0.188586E+01
    31   0.107256E+04   0.241555E-01   0.310551E-03   0.193065E+01
    32   0.108893E+04   0.270880E-01   0.330893E-03   0.196524E+01
    33   0.110562E+04   0.301730E-01   0.351896E-03   0.198651E+01
    34   0.112257E+04   0.333965E-01   0.373562E-03   0.199264E+01
    35   0.113977E+04   0.367654E-01   0.395891E-03   0.198403E+01
    36   0.115714E+04   0.403049E-01   0.418883E-03   0.196093E+01
    37   0.117461E+04   0.440612E-01   0.442537E-03   0.192462E+01
    38   0.119239E+04   0.480812E-01   0.466855E-03   0.187834E+01
    39   0.121047E+04   0.523656E-01   0.491836E-03   0.182314E+01
    40   0.122865E+04   0.569095E-01   0.517479E-03   0.175936E+01
    41   0.124705E+04   0.617153E-01   0.543783E-03   0.168703E+01
    42   0.126546E+04   0.667963E-01   0.570749E-03   0.160591E+01
    43   0.128401E+04   0.721682E-01   0.598375E-03   0.151569E+01
    44   0.130257E+04   0.778319E-01   0.626661E-03   0.141698E+01
    45   0.132150E+04   0.837986E-01   0.655605E-03   0.131042E+01
    46   0.134072E+04   0.900759E-01   0.685206E-03   0.119431E+01
    47   0.136009E+04   0.966431E-01   0.715464E-03   0.106731E+01
    48   0.137952E+04   0.103479E+00   0.746376E-03   0.930816E+00
    49   0.139909E+04   0.110542E+00   0.777943E-03   0.785646E+00
    50   0.141903E+04   0.117780E+00   0.810162E-03   0.625829E+00
    51   0.143910E+04   0.125151E+00   0.843032E-03   0.444960E+00
    52   0.145953E+04   0.132766E+00   0.876553E-03   0.240520E+00
