#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.107811E+04   0.466846E-01   0.000000E+00   0.324037E+01   0.527707E-07   0.320460E-02  -0.155603E-04
     3   0.101860E+04   0.745156E-01   0.000000E+00   0.398807E+01   0.642973E-07   0.321718E-02  -0.187547E-04
     4   0.959572E+03   0.820462E-01   0.000000E+00   0.405334E+01   0.741527E-07   0.315125E-02  -0.187361E-04
     5   0.913424E+03   0.713411E-01   0.000000E+00   0.372140E+01   0.827178E-07   0.305325E-02  -0.163938E-04
     6   0.880012E+03   0.517310E-01   0.000000E+00   0.322475E+01   0.902058E-07   0.294392E-02  -0.125037E-04
     7   0.857368E+03   0.324142E-01   0.000000E+00   0.268951E+01   0.968091E-07   0.283519E-02  -0.800806E-05
     8   0.842683E+03   0.185367E-01   0.000000E+00   0.217960E+01   0.102663E-06   0.272786E-02  -0.389415E-05
     9   0.834108E+03   0.108614E-01   0.000000E+00   0.174873E+01   0.107883E-06   0.262000E-02  -0.786358E-06
    10   0.830263E+03   0.759175E-02   0.000000E+00   0.142453E+01   0.112541E-06   0.251335E-02   0.126259E-05
    11   0.829869E+03   0.645628E-02   0.000000E+00   0.120899E+01   0.116717E-06   0.241315E-02   0.260098E-05
    12   0.832995E+03   0.592532E-02   0.000000E+00   0.109140E+01   0.120468E-06   0.232171E-02   0.310138E-05
    13   0.837903E+03   0.552942E-02   0.000000E+00   0.104941E+01   0.123841E-06   0.223992E-02   0.262135E-05
    14   0.843907E+03   0.501946E-02   0.000000E+00   0.106394E+01   0.126872E-06   0.216544E-02   0.152538E-05
    15   0.851352E+03   0.455667E-02   0.000000E+00   0.111588E+01   0.129595E-06   0.209539E-02   0.289073E-06
    16   0.860593E+03   0.438709E-02   0.000000E+00   0.118710E+01   0.132044E-06   0.202762E-02  -0.707961E-06
    17   0.871384E+03   0.464630E-02   0.000000E+00   0.126255E+01   0.134243E-06   0.196184E-02  -0.142214E-05
    18   0.882677E+03   0.520257E-02   0.000000E+00   0.133164E+01   0.136212E-06   0.189831E-02  -0.189109E-05
    19   0.895579E+03   0.581370E-02   0.000000E+00   0.139196E+01   0.137973E-06   0.183737E-02  -0.215071E-05
    20   0.908669E+03   0.632366E-02   0.000000E+00   0.144126E+01   0.139549E-06   0.177936E-02  -0.223560E-05
    21   0.922104E+03   0.675617E-02   0.000000E+00   0.148326E+01   0.140961E-06   0.172457E-02  -0.217866E-05
    22   0.935959E+03   0.724838E-02   0.000000E+00   0.151964E+01   0.142218E-06   0.167284E-02  -0.200894E-05
    23   0.950025E+03   0.796677E-02   0.000000E+00   0.155361E+01   0.143329E-06   0.162389E-02  -0.175421E-05
    24   0.964393E+03   0.902136E-02   0.000000E+00   0.158876E+01   0.144302E-06   0.157749E-02  -0.144180E-05
    25   0.979077E+03   0.104300E-01   0.000000E+00   0.162776E+01   0.145146E-06   0.153341E-02  -0.109873E-05
    26   0.993946E+03   0.121424E-01   0.000000E+00   0.167368E+01   0.145869E-06   0.149144E-02  -0.751712E-06
    27   0.100916E+04   0.140909E-01   0.000000E+00   0.172476E+01   0.146481E-06   0.145140E-02  -0.427272E-06
    28   0.102452E+04   0.162392E-01   0.000000E+00   0.177915E+01   0.146991E-06   0.141309E-02  -0.151740E-06
    29   0.104018E+04   0.185786E-01   0.000000E+00   0.183441E+01   0.147408E-06   0.137633E-02   0.487024E-07
    30   0.105617E+04   0.211149E-01   0.000000E+00   0.188639E+01   0.147742E-06   0.134097E-02   0.147996E-06
    31   0.107226E+04   0.238474E-01   0.000000E+00   0.193125E+01   0.148002E-06   0.130685E-02   0.128724E-06
    32   0.108862E+04   0.267599E-01   0.000000E+00   0.196590E+01   0.148192E-06   0.127392E-02   0.761586E-08
    33   0.110530E+04   0.298244E-01   0.000000E+00   0.198723E+01   0.148316E-06   0.124212E-02  -0.190243E-06
    34   0.112223E+04   0.330269E-01   0.000000E+00   0.199343E+01   0.148376E-06   0.121143E-02  -0.439944E-06
    35   0.113942E+04   0.363741E-01   0.000000E+00   0.198490E+01   0.148376E-06   0.118181E-02  -0.716729E-06
    36   0.115677E+04   0.398914E-01   0.000000E+00   0.196187E+01   0.148321E-06   0.115323E-02  -0.995970E-06
    37   0.117422E+04   0.436250E-01   0.000000E+00   0.192564E+01   0.148213E-06   0.112566E-02  -0.125315E-05
    38   0.119198E+04   0.476216E-01   0.000000E+00   0.187944E+01   0.148056E-06   0.109907E-02  -0.146386E-05
    39   0.121006E+04   0.518822E-01   0.000000E+00   0.182432E+01   0.147855E-06   0.107343E-02  -0.160377E-05
    40   0.122821E+04   0.564017E-01   0.000000E+00   0.176062E+01   0.147613E-06   0.104872E-02  -0.164861E-05
    41   0.124660E+04   0.611827E-01   0.000000E+00   0.168837E+01   0.147333E-06   0.102491E-02  -0.158209E-05
    42   0.126499E+04   0.662383E-01   0.000000E+00   0.160733E+01   0.147018E-06   0.100197E-02  -0.141955E-05
    43   0.128353E+04   0.715843E-01   0.000000E+00   0.151720E+01   0.146669E-06   0.979852E-03  -0.118413E-05
    44   0.130208E+04   0.772217E-01   0.000000E+00   0.141857E+01   0.146289E-06   0.958536E-03  -0.898857E-06
    45   0.132099E+04   0.831616E-01   0.000000E+00   0.131209E+01   0.145879E-06   0.937984E-03  -0.586714E-06
    46   0.134020E+04   0.894117E-01   0.000000E+00   0.119606E+01   0.145442E-06   0.918164E-03  -0.270590E-06
    47   0.135955E+04   0.959512E-01   0.000000E+00   0.106913E+01   0.144979E-06   0.899043E-03   0.266841E-07
    48   0.137896E+04   0.102760E+00   0.000000E+00   0.932705E+00   0.144492E-06   0.880589E-03   0.282337E-06
    49   0.139852E+04   0.109794E+00   0.000000E+00   0.787600E+00   0.143983E-06   0.862772E-03   0.473648E-06
    50   0.141844E+04   0.117003E+00   0.000000E+00   0.627842E+00   0.143455E-06   0.845560E-03   0.577943E-06
    51   0.143849E+04   0.124345E+00   0.000000E+00   0.447025E+00   0.142909E-06   0.828926E-03   0.579653E-06
    52   0.145891E+04   0.131930E+00   0.000000E+00   0.242630E+00   0.142346E-06   0.812844E-03   0.491462E-06
    53   0.147932E+04   0.139944E+00   0.000000E+00   0.149586E-01   0.141767E-06   0.797293E-03   0.333069E-06
    54   0.149965E+04   0.148416E+00   0.000000E+00  -0.227718E+00   0.141173E-06   0.782252E-03   0.124121E-06
    55   0.152014E+04   0.157359E+00   0.000000E+00  -0.477013E+00   0.140564E-06   0.767699E-03  -0.115782E-06
    56   0.154100E+04   0.166656E+00   0.000000E+00  -0.731683E+00   0.139943E-06   0.753614E-03  -0.367079E-06
    57   0.156218E+04   0.176170E+00   0.000000E+00  -0.992744E+00   0.139309E-06   0.739974E-03  -0.610250E-06
    58   0.158366E+04   0.185873E+00   0.000000E+00  -0.126301E+01   0.138663E-06   0.726760E-03  -0.825810E-06
    59   0.160531E+04   0.195763E+00   0.000000E+00  -0.154532E+01   0.138008E-06   0.713950E-03  -0.994305E-06
    60   0.162712E+04   0.205856E+00   0.000000E+00  -0.184107E+01   0.137342E-06   0.701525E-03  -0.109631E-05
    61   0.164941E+04   0.216217E+00   0.000000E+00  -0.215112E+01   0.136668E-06   0.689463E-03  -0.111828E-05
    62   0.167157E+04   0.226857E+00   0.000000E+00  -0.247652E+01   0.135986E-06   0.677739E-03  -0.107009E-05
    63   0.169383E+04   0.237773E+00   0.000000E+00  -0.281799E+01   0.135296E-06   0.666326E-03  -0.967427E-06
    64   0.171646E+04   0.249014E+00   0.000000E+00  -0.317646E+01   0.134600E-06   0.655200E-03  -0.825961E-06
    65   0.173911E+04   0.260589E+00   0.000000E+00  -0.355230E+01   0.133898E-06   0.644335E-03  -0.661335E-06
    66   0.176206E+04   0.272459E+00   0.000000E+00  -0.394331E+01   0.133191E-06   0.633705E-03  -0.489165E-06
    67   0.178516E+04   0.284612E+00   0.000000E+00  -0.434630E+01   0.132479E-06   0.623285E-03  -0.325048E-06
    68   0.180870E+04   0.297066E+00   0.000000E+00  -0.475907E+01   0.131764E-06   0.613050E-03  -0.184561E-06
    69   0.183246E+04   0.309760E+00   0.000000E+00  -0.517938E+01   0.131045E-06   0.602973E-03  -0.832582E-07
    70   0.185657E+04   0.322711E+00   0.000000E+00  -0.560840E+01   0.130324E-06   0.593031E-03  -0.366804E-07
    71   0.188090E+04   0.335892E+00   0.000000E+00  -0.604824E+01   0.129601E-06   0.583205E-03  -0.558604E-07
    72   0.190543E+04   0.349290E+00   0.000000E+00  -0.650086E+01   0.128877E-06   0.573511E-03  -0.133868E-06
    73   0.193011E+04   0.362887E+00   0.000000E+00  -0.696766E+01   0.128152E-06   0.563973E-03  -0.259295E-06
    74   0.195493E+04   0.376690E+00   0.000000E+00  -0.744859E+01   0.127425E-06   0.554615E-03  -0.420752E-06
    75   0.197998E+04   0.390729E+00   0.000000E+00  -0.794298E+01   0.126698E-06   0.545458E-03  -0.606859E-06
    76   0.200517E+04   0.405018E+00   0.000000E+00  -0.845077E+01   0.125970E-06   0.536526E-03  -0.806254E-06
    77   0.203059E+04   0.419540E+00   0.000000E+00  -0.897135E+01   0.125242E-06   0.527844E-03  -0.100758E-05
    78   0.205633E+04   0.434309E+00   0.000000E+00  -0.950548E+01   0.124513E-06   0.519434E-03  -0.119951E-05
    79   0.208222E+04   0.449259E+00   0.000000E+00  -0.100487E+02   0.123785E-06   0.511320E-03  -0.137069E-05
    80   0.210843E+04   0.464380E+00   0.000000E+00  -0.106018E+02   0.123056E-06   0.503525E-03  -0.150983E-05
    81   0.213488E+04   0.479611E+00   0.000000E+00  -0.111647E+02   0.122328E-06   0.496064E-03  -0.160821E-05
    82   0.216165E+04   0.494968E+00   0.000000E+00  -0.117365E+02   0.121601E-06   0.488919E-03  -0.166762E-05
    83   0.218866E+04   0.510422E+00   0.000000E+00  -0.123169E+02   0.120875E-06   0.482064E-03  -0.169245E-05
    84   0.221598E+04   0.525963E+00   0.000000E+00  -0.129044E+02   0.120150E-06   0.475473E-03  -0.168709E-05
    85   0.224345E+04   0.541564E+00   0.000000E+00  -0.135000E+02   0.119427E-06   0.469119E-03  -0.165590E-05
    86   0.227116E+04   0.557230E+00   0.000000E+00  -0.141030E+02   0.118705E-06   0.462976E-03  -0.160328E-05
    87   0.229932E+04   0.572924E+00   0.000000E+00  -0.147123E+02   0.117986E-06   0.457018E-03  -0.153359E-05
    88   0.232747E+04   0.588655E+00   0.000000E+00  -0.153276E+02   0.117268E-06   0.451220E-03  -0.145120E-05
    89   0.235600E+04   0.604398E+00   0.000000E+00  -0.159503E+02   0.116554E-06   0.445554E-03  -0.136047E-05
    90   0.238475E+04   0.620110E+00   0.000000E+00  -0.165772E+02   0.115842E-06   0.439995E-03  -0.126577E-05
    91   0.241365E+04   0.635777E+00   0.000000E+00  -0.172089E+02   0.115133E-06   0.434522E-03  -0.117081E-05
    92   0.244283E+04   0.651386E+00   0.000000E+00  -0.178446E+02   0.114428E-06   0.429128E-03  -0.107674E-05
    93   0.247231E+04   0.666932E+00   0.000000E+00  -0.184845E+02   0.113725E-06   0.423813E-03  -0.984058E-06
    94   0.250186E+04   0.682382E+00   0.000000E+00  -0.191271E+02   0.113026E-06   0.418576E-03  -0.893283E-06
    95   0.253170E+04   0.697739E+00   0.000000E+00  -0.197734E+02   0.112331E-06   0.413417E-03  -0.804918E-06
    96   0.256154E+04   0.712990E+00   0.000000E+00  -0.204227E+02   0.111638E-06   0.408333E-03  -0.719468E-06
    97   0.259183E+04   0.728125E+00   0.000000E+00  -0.210743E+02   0.110949E-06   0.403324E-03  -0.637440E-06
    98   0.262234E+04   0.743138E+00   0.000000E+00  -0.217262E+02   0.110264E-06   0.398390E-03  -0.559340E-06
    99   0.265293E+04   0.757997E+00   0.000000E+00  -0.223814E+02   0.109582E-06   0.393529E-03  -0.485672E-06
   100   0.268381E+04   0.772703E+00   0.000000E+00  -0.230355E+02   0.108904E-06   0.388739E-03  -0.416943E-06
   101   0.271485E+04   0.787320E+00   0.000000E+00  -0.236916E+02   0.108229E-06   0.384022E-03  -0.353658E-06
   102   0.274642E+04   0.801703E+00   0.000000E+00  -0.243477E+02   0.107559E-06   0.379374E-03  -0.296321E-06
   103   0.277791E+04   0.815928E+00   0.000000E+00  -0.250045E+02   0.106892E-06   0.374796E-03  -0.245438E-06
   104   0.280963E+04   0.830000E+00   0.000000E+00  -0.256591E+02   0.106228E-06   0.370287E-03  -0.201513E-06
   105   0.284151E+04   0.843846E+00   0.000000E+00  -0.263133E+02   0.105569E-06   0.365845E-03  -0.165051E-06
   106   0.287362E+04   0.857544E+00   0.000000E+00  -0.269663E+02   0.104914E-06   0.361470E-03  -0.136556E-06
   107   0.290566E+04   0.870949E+00   0.000000E+00  -0.276167E+02   0.104262E-06   0.357161E-03  -0.116532E-06
   108   0.293809E+04   0.884138E+00   0.000000E+00  -0.282654E+02   0.103615E-06   0.352916E-03  -0.105484E-06
   109   0.297068E+04   0.897040E+00   0.000000E+00  -0.289110E+02   0.102972E-06   0.348736E-03  -0.103916E-06
   110   0.300335E+04   0.909659E+00   0.000000E+00  -0.295522E+02   0.102333E-06   0.344618E-03  -0.112331E-06
   111   0.303618E+04   0.922071E+00   0.000000E+00  -0.301904E+02   0.101699E-06   0.340563E-03  -0.130966E-06
   112   0.306918E+04   0.934200E+00   0.000000E+00  -0.308250E+02   0.101068E-06   0.336570E-03  -0.158995E-06
   113   0.310240E+04   0.946047E+00   0.000000E+00  -0.314543E+02   0.100442E-06   0.332640E-03  -0.195322E-06
   114   0.313572E+04   0.957534E+00   0.000000E+00  -0.320776E+02   0.998208E-07   0.328772E-03  -0.238856E-06
   115   0.316927E+04   0.968809E+00   0.000000E+00  -0.326947E+02   0.992034E-07   0.324966E-03  -0.288503E-06
   116   0.320283E+04   0.979649E+00   0.000000E+00  -0.333048E+02   0.985903E-07   0.321223E-03  -0.343172E-06
   117   0.323669E+04   0.990125E+00   0.000000E+00  -0.339072E+02   0.979814E-07   0.317542E-03  -0.401771E-06
   118   0.327072E+04   0.100039E+01   0.000000E+00  -0.345025E+02   0.973769E-07   0.313924E-03  -0.463210E-06
   119   0.330475E+04   0.101028E+01   0.000000E+00  -0.350884E+02   0.967766E-07   0.310369E-03  -0.526398E-06
