#    L    TT             EE             BB             TE          
     2   0.107811E+04   0.466864E-01   0.183441E-05   0.324037E+01
     3   0.101861E+04   0.745192E-01   0.366939E-05   0.398807E+01
     4   0.959584E+03   0.820523E-01   0.611693E-05   0.405334E+01
     5   0.913441E+03   0.713503E-01   0.917779E-05   0.372140E+01
     6   0.880036E+03   0.517438E-01   0.128529E-04   0.322475E+01
     7   0.857401E+03   0.324313E-01   0.171434E-04   0.268950E+01
     8   0.842725E+03   0.185588E-01   0.220505E-04   0.217960E+01
     9   0.834159E+03   0.108890E-01   0.275756E-04   0.174872E+01
    10   0.830326E+03   0.762547E-02   0.337204E-04   0.142452E+01
    11   0.829944E+03   0.649676E-02   0.404864E-04   0.120897E+01
    12   0.833084E+03   0.597319E-02   0.478756E-04   0.109138E+01
    13   0.838005E+03   0.558531E-02   0.558897E-04   0.104939E+01
    14   0.844026E+03   0.508398E-02   0.645307E-04   0.106391E+01
    15   0.851486E+03   0.463046E-02   0.738008E-04   0.111583E+01
    16   0.860744E+03   0.447077E-02   0.837020E-04   0.118704E+01
    17   0.871554E+03   0.474051E-02   0.942365E-04   0.126247E+01
    18   0.882866E+03   0.530793E-02   0.105406E-03   0.133154E+01
    19   0.895787E+03   0.593086E-02   0.117214E-03   0.139184E+01
    20   0.908897E+03   0.645324E-02   0.129661E-03   0.144111E+01
    21   0.922354E+03   0.689882E-02   0.142749E-03   0.148309E+01
    22   0.936230E+03   0.740473E-02   0.156482E-03   0.151944E+01
    23   0.950319E+03   0.813746E-02   0.170861E-03   0.155338E+01
    24   0.964710E+03   0.920702E-02   0.185887E-03   0.158848E+01
    25   0.979419E+03   0.106313E-01   0.201562E-03   0.162744E+01
    26   0.994313E+03   0.123599E-01   0.217889E-03   0.167332E+01
    27   0.100955E+04   0.143253E-01   0.234869E-03   0.172434E+01
    28   0.102494E+04   0.164912E-01   0.252503E-03   0.177867E+01
    29   0.104063E+04   0.188487E-01   0.270793E-03   0.183387E+01
    30   0.105664E+04   0.214038E-01   0.289739E-03   0.188579E+01
    31   0.107276E+04   0.241557E-01   0.309344E-03   0.193058E+01
    32   0.108914E+04   0.270883E-01   0.329607E-03   0.196515E+01
    33   0.110585E+04   0.301735E-01   0.350529E-03   0.198641E+01
    34   0.112282E+04   0.333973E-01   0.372111E-03   0.199252E+01
    35   0.114003E+04   0.367664E-01   0.394354E-03   0.198390E+01
    36   0.115741E+04   0.403062E-01   0.417257E-03   0.196078E+01
    37   0.117489E+04   0.440628E-01   0.440821E-03   0.192445E+01
    38   0.119269E+04   0.480832E-01   0.465045E-03   0.187815E+01
    39   0.121079E+04   0.523682E-01   0.489929E-03   0.182292E+01
    40   0.122898E+04   0.569126E-01   0.515473E-03   0.175911E+01
    41   0.124739E+04   0.617190E-01   0.541676E-03   0.168675E+01
    42   0.126582E+04   0.668006E-01   0.568538E-03   0.160560E+01
    43   0.128439E+04   0.721732E-01   0.596058E-03   0.151535E+01
    44   0.130297E+04   0.778377E-01   0.624234E-03   0.141659E+01
    45   0.132191E+04   0.838053E-01   0.653066E-03   0.130999E+01
    46   0.134115E+04   0.900836E-01   0.682553E-03   0.119384E+01
    47   0.136053E+04   0.966518E-01   0.712693E-03   0.106679E+01
    48   0.137998E+04   0.103489E+00   0.743486E-03   0.930238E+00
    49   0.139957E+04   0.110553E+00   0.774930E-03   0.785010E+00
    50   0.141953E+04   0.117793E+00   0.807024E-03   0.625131E+00
    51   0.143961E+04   0.125165E+00   0.839767E-03   0.444196E+00
    52   0.146006E+04   0.132782E+00   0.873157E-03   0.239684E+00
    53   0.148051E+04   0.140827E+00   0.907193E-03   0.119013E-01
    54   0.150088E+04   0.149330E+00   0.941875E-03  -0.230883E+00
    55   0.152140E+04   0.158306E+00   0.977200E-03  -0.480280E+00
    56   0.154230E+04   0.167635E+00   0.101317E-02  -0.735046E+00
    57   0.156350E+04   0.177183E+00   0.104978E-02  -0.996195E+00
    58   0.158502E+04   0.186919E+00   0.108703E-02  -0.126654E+01
    59   0.160670E+04   0.196843E+00   0.112492E-02  -0.154892E+01
    60   0.162856E+04   0.206969E+00   0.116346E-02  -0.184473E+01
    61   0.165088E+04   0.217365E+00   0.120263E-02  -0.215484E+01
    62   0.167308E+04   0.228040E+00   0.124244E-02  -0.248027E+01
    63   0.169537E+04   0.238991E+00   0.128289E-02  -0.282176E+01
    64   0.171804E+04   0.250266E+00   0.132398E-02  -0.318024E+01
    65   0.174073E+04   0.261876E+00   0.136571E-02  -0.355607E+01
    66   0.176371E+04   0.273781E+00   0.140808E-02  -0.394706E+01
    67   0.178685E+04   0.285970E+00   0.145109E-02  -0.435000E+01
    68   0.181042E+04   0.298461E+00   0.149474E-02  -0.476271E+01
    69   0.183422E+04   0.311190E+00   0.153904E-02  -0.518294E+01
    70   0.185837E+04   0.324177E+00   0.158397E-02  -0.561186E+01
    71   0.188273E+04   0.337395E+00   0.162956E-02  -0.605157E+01
    72   0.190730E+04   0.350828E+00   0.167579E-02  -0.650403E+01
    73   0.193202E+04   0.364462E+00   0.172267E-02  -0.697066E+01
    74   0.195687E+04   0.378302E+00   0.177020E-02  -0.745139E+01
    75   0.198195E+04   0.392377E+00   0.181838E-02  -0.794555E+01
    76   0.200718E+04   0.406702E+00   0.186721E-02  -0.845307E+01
    77   0.203264E+04   0.421261E+00   0.191671E-02  -0.897336E+01
    78   0.205841E+04   0.436067E+00   0.196686E-02  -0.950717E+01
    79   0.208433E+04   0.451053E+00   0.201768E-02  -0.100500E+02
    80   0.211058E+04   0.466211E+00   0.206916E-02  -0.106027E+02
    81   0.213706E+04   0.481478E+00   0.212131E-02  -0.111652E+02
    82   0.216386E+04   0.496872E+00   0.217413E-02  -0.117365E+02
    83   0.219090E+04   0.512362E+00   0.222763E-02  -0.123165E+02
    84   0.221825E+04   0.527941E+00   0.228180E-02  -0.129034E+02
    85   0.224575E+04   0.543578E+00   0.233666E-02  -0.134985E+02
    86   0.227349E+04   0.559280E+00   0.239220E-02  -0.141008E+02
    87   0.230168E+04   0.575012E+00   0.244843E-02  -0.147094E+02
    88   0.232986E+04   0.590778E+00   0.250536E-02  -0.153240E+02
    89   0.235842E+04   0.606559E+00   0.256297E-02  -0.159460E+02
    90   0.238720E+04   0.622307E+00   0.262129E-02  -0.165721E+02
    91   0.241611E+04   0.638011E+00   0.268031E-02  -0.172029E+02
    92   0.244532E+04   0.653657E+00   0.274004E-02  -0.178377E+02
    93   0.247482E+04   0.669240E+00   0.280048E-02  -0.184767E+02
    94   0.250439E+04   0.684727E+00   0.286163E-02  -0.191184E+02
    95   0.253426E+04   0.700120E+00   0.292350E-02  -0.197636E+02
    96   0.256412E+04   0.715409E+00   0.298609E-02  -0.204118E+02
    97   0.259442E+04   0.730581E+00   0.304941E-02  -0.210623E+02
    98   0.262495E+04   0.745632E+00   0.311346E-02  -0.217130E+02
    99   0.265555E+04   0.760528E+00   0.317824E-02  -0.223669E+02
   100   0.268645E+04   0.775273E+00   0.324375E-02  -0.230197E+02
   101   0.271750E+04   0.789928E+00   0.331001E-02  -0.236745E+02
   102   0.274907E+04   0.804349E+00   0.337701E-02  -0.243291E+02
   103   0.278058E+04   0.818614E+00   0.344475E-02  -0.249844E+02
   104   0.281231E+04   0.832724E+00   0.351325E-02  -0.256376E+02
   105   0.284419E+04   0.846610E+00   0.358251E-02  -0.262901E+02
   106   0.287631E+04   0.860349E+00   0.365252E-02  -0.269414E+02
   107   0.290835E+04   0.873795E+00   0.372330E-02  -0.275902E+02
   108   0.294078E+04   0.887026E+00   0.379484E-02  -0.282371E+02
