#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.107810E+04   0.466846E-01   0.000000E+00   0.324037E+01   0.527746E-07   0.320464E-02  -0.155603E-04
     3   0.101860E+04   0.745155E-01   0.000000E+00   0.398806E+01   0.643029E-07   0.321724E-02  -0.187547E-04
     4   0.959567E+03   0.820461E-01   0.000000E+00   0.405333E+01   0.741599E-07   0.315131E-02  -0.187360E-04
     5   0.913416E+03   0.713411E-01   0.000000E+00   0.372138E+01   0.827267E-07   0.305333E-02  -0.163937E-04
     6   0.880001E+03   0.517309E-01   0.000000E+00   0.322474E+01   0.902163E-07   0.294401E-02  -0.125036E-04
     7   0.857354E+03   0.324142E-01   0.000000E+00   0.268950E+01   0.968211E-07   0.283530E-02  -0.800803E-05
     8   0.842667E+03   0.185367E-01   0.000000E+00   0.217960E+01   0.102677E-06   0.272798E-02  -0.389413E-05
     9   0.834088E+03   0.108614E-01   0.000000E+00   0.174873E+01   0.107898E-06   0.262014E-02  -0.786335E-06
    10   0.830239E+03   0.759175E-02   0.000000E+00   0.142453E+01   0.112558E-06   0.251350E-02   0.126262E-05
    11   0.829841E+03   0.645628E-02   0.000000E+00   0.120899E+01   0.116736E-06   0.241331E-02   0.260101E-05
    12   0.832962E+03   0.592531E-02   0.000000E+00   0.109141E+01   0.120488E-06   0.232189E-02   0.310141E-05
    13   0.837864E+03   0.552940E-02   0.000000E+00   0.104942E+01   0.123863E-06   0.224011E-02   0.262139E-05
    14   0.843863E+03   0.501941E-02   0.000000E+00   0.106394E+01   0.126895E-06   0.216564E-02   0.152541E-05
    15   0.851301E+03   0.455661E-02   0.000000E+00   0.111588E+01   0.129620E-06   0.209560E-02   0.289107E-06
    16   0.860536E+03   0.438701E-02   0.000000E+00   0.118710E+01   0.132071E-06   0.202783E-02  -0.707929E-06
    17   0.871320E+03   0.464621E-02   0.000000E+00   0.126255E+01   0.134271E-06   0.196206E-02  -0.142211E-05
    18   0.882606E+03   0.520246E-02   0.000000E+00   0.133164E+01   0.136241E-06   0.189855E-02  -0.189106E-05
    19   0.895500E+03   0.581357E-02   0.000000E+00   0.139196E+01   0.138004E-06   0.183761E-02  -0.215068E-05
    20   0.908582E+03   0.632350E-02   0.000000E+00   0.144126E+01   0.139582E-06   0.177961E-02  -0.223558E-05
    21   0.922008E+03   0.675598E-02   0.000000E+00   0.148326E+01   0.140995E-06   0.172484E-02  -0.217864E-05
    22   0.935854E+03   0.724815E-02   0.000000E+00   0.151965E+01   0.142254E-06   0.167311E-02  -0.200892E-05
    23   0.949911E+03   0.796649E-02   0.000000E+00   0.155362E+01   0.143367E-06   0.162417E-02  -0.175419E-05
    24   0.964269E+03   0.902101E-02   0.000000E+00   0.158877E+01   0.144341E-06   0.157777E-02  -0.144179E-05
    25   0.978943E+03   0.104296E-01   0.000000E+00   0.162778E+01   0.145187E-06   0.153370E-02  -0.109871E-05
    26   0.993802E+03   0.121419E-01   0.000000E+00   0.167371E+01   0.145911E-06   0.149174E-02  -0.751702E-06
    27   0.100901E+04   0.140903E-01   0.000000E+00   0.172480E+01   0.146525E-06   0.145170E-02  -0.427263E-06
    28   0.102436E+04   0.162385E-01   0.000000E+00   0.177919E+01   0.147036E-06   0.141339E-02  -0.151731E-06
    29   0.104001E+04   0.185776E-01   0.000000E+00   0.183446E+01   0.147455E-06   0.137665E-02   0.487118E-07
    30   0.105598E+04   0.211138E-01   0.000000E+00   0.188646E+01   0.147791E-06   0.134129E-02   0.148007E-06
    31   0.107206E+04   0.238460E-01   0.000000E+00   0.193132E+01   0.148052E-06   0.130717E-02   0.128738E-06
    32   0.108840E+04   0.267584E-01   0.000000E+00   0.196598E+01   0.148244E-06   0.127424E-02   0.763255E-08
    33   0.110507E+04   0.298226E-01   0.000000E+00   0.198733E+01   0.148368E-06   0.124245E-02  -0.190223E-06
    34   0.112199E+04   0.330248E-01   0.000000E+00   0.199355E+01   0.148430E-06   0.121177E-02  -0.439920E-06
    35   0.113916E+04   0.363716E-01   0.000000E+00   0.198503E+01   0.148432E-06   0.118215E-02  -0.716701E-06
    36   0.115650E+04   0.398885E-01   0.000000E+00   0.196202E+01   0.148378E-06   0.115358E-02  -0.995939E-06
    37   0.117394E+04   0.436216E-01   0.000000E+00   0.192581E+01   0.148271E-06   0.112601E-02  -0.125312E-05
    38   0.119169E+04   0.476178E-01   0.000000E+00   0.187963E+01   0.148116E-06   0.109942E-02  -0.146383E-05
    39   0.120975E+04   0.518779E-01   0.000000E+00   0.182454E+01   0.147916E-06   0.107379E-02  -0.160373E-05
    40   0.122789E+04   0.563968E-01   0.000000E+00   0.176086E+01   0.147675E-06   0.104908E-02  -0.164857E-05
    41   0.124626E+04   0.611770E-01   0.000000E+00   0.168864E+01   0.147397E-06   0.102527E-02  -0.158206E-05
    42   0.126463E+04   0.662319E-01   0.000000E+00   0.160764E+01   0.147083E-06   0.100233E-02  -0.141953E-05
    43   0.128316E+04   0.715771E-01   0.000000E+00   0.151754E+01   0.146736E-06   0.980216E-03  -0.118411E-05
    44   0.130169E+04   0.772136E-01   0.000000E+00   0.141895E+01   0.146357E-06   0.958902E-03  -0.898845E-06
    45   0.132058E+04   0.831525E-01   0.000000E+00   0.131251E+01   0.145949E-06   0.938353E-03  -0.586709E-06
