#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   0.107810E+04   0.324037E+01   0.320463E-02   0.324037E+01   0.466846E-01  -0.155603E-04   0.320463E-02  -0.155603E-04   0.527743E-07
     3   0.101860E+04   0.398806E+01   0.321723E-02   0.398806E+01   0.745155E-01  -0.187547E-04   0.321723E-02  -0.187547E-04   0.643025E-07
     4   0.959567E+03   0.405333E+01   0.315131E-02   0.405333E+01   0.820462E-01  -0.187360E-04   0.315131E-02  -0.187360E-04   0.741594E-07
     5   0.913416E+03   0.372139E+01   0.305332E-02   0.372139E+01   0.713411E-01  -0.163937E-04   0.305332E-02  -0.163937E-04   0.827260E-07
     6   0.880002E+03   0.322474E+01   0.294401E-02   0.322474E+01   0.517309E-01  -0.125036E-04   0.294401E-02  -0.125036E-04   0.902155E-07
     7   0.857356E+03   0.268950E+01   0.283529E-02   0.268950E+01   0.324142E-01  -0.800803E-05   0.283529E-02  -0.800803E-05   0.968202E-07
     8   0.842668E+03   0.217960E+01   0.272797E-02   0.217960E+01   0.185367E-01  -0.389413E-05   0.272797E-02  -0.389413E-05   0.102676E-06
     9   0.834089E+03   0.174873E+01   0.262013E-02   0.174873E+01   0.108614E-01  -0.786337E-06   0.262013E-02  -0.786337E-06   0.107897E-06
    10   0.830241E+03   0.142453E+01   0.251349E-02   0.142453E+01   0.759175E-02   0.126262E-05   0.251349E-02   0.126262E-05   0.112556E-06
    11   0.829843E+03   0.120899E+01   0.241328E-02   0.120899E+01   0.645628E-02   0.259866E-05   0.241328E-02   0.259866E-05   0.116734E-06
    12   0.832965E+03   0.109141E+01   0.232188E-02   0.109141E+01   0.592531E-02   0.310141E-05   0.232188E-02   0.310141E-05   0.120487E-06
    13   0.837867E+03   0.104942E+01   0.224001E-02   0.104942E+01   0.552940E-02   0.262937E-05   0.224001E-02   0.262937E-05   0.123861E-06
    14   0.843867E+03   0.106394E+01   0.216554E-02   0.106394E+01   0.501942E-02   0.153378E-05   0.216554E-02   0.153378E-05   0.126893E-06
    15   0.851305E+03   0.111588E+01   0.209559E-02   0.111588E+01   0.455661E-02   0.289104E-06   0.209559E-02   0.289104E-06   0.129618E-06
    16   0.860541E+03   0.118710E+01   0.202783E-02   0.118710E+01   0.438702E-02  -0.715595E-06   0.202783E-02  -0.715595E-06   0.132069E-06
    17   0.871325E+03   0.126255E+01   0.196204E-02   0.126255E+01   0.464622E-02  -0.143268E-05   0.196204E-02  -0.143268E-05   0.134268E-06
    18   0.882612E+03   0.133164E+01   0.189853E-02   0.133164E+01   0.520247E-02  -0.189989E-05   0.189853E-02  -0.189989E-05   0.136239E-06
    19   0.895506E+03   0.139196E+01   0.183761E-02   0.139196E+01   0.581358E-02  -0.215494E-05   0.183761E-02  -0.215494E-05   0.138002E-06
    20   0.908589E+03   0.144126E+01   0.177959E-02   0.144126E+01   0.632351E-02  -0.223558E-05   0.177959E-02  -0.223558E-05   0.139579E-06
    21   0.922016E+03   0.148326E+01   0.172469E-02   0.148326E+01   0.675600E-02  -0.217764E-05   0.172469E-02  -0.217764E-05   0.140991E-06
    22   0.935862E+03   0.151965E+01   0.167280E-02   0.151965E+01   0.724817E-02  -0.200935E-05   0.167280E-02  -0.200935E-05   0.142247E-06
    23   0.949920E+03   0.155362E+01   0.162371E-02   0.155362E+01   0.796651E-02  -0.175706E-05   0.162371E-02  -0.175706E-05   0.143357E-06
    24   0.964279E+03   0.158877E+01   0.157721E-02   0.158877E+01   0.902104E-02  -0.144713E-05   0.157721E-02  -0.144713E-05   0.144330E-06
    25   0.978954E+03   0.162778E+01   0.153310E-02   0.162778E+01   0.104297E-01  -0.110588E-05   0.153310E-02  -0.110588E-05   0.145174E-06
    26   0.993813E+03   0.167371E+01   0.149118E-02   0.167371E+01   0.121419E-01  -0.759658E-06   0.149118E-02  -0.759658E-06   0.145899E-06
    27   0.100902E+04   0.172479E+01   0.145124E-02   0.172479E+01   0.140903E-01  -0.434817E-06   0.145124E-02  -0.434817E-06   0.146514E-06
    28   0.102437E+04   0.177919E+01   0.141307E-02   0.177919E+01   0.162385E-01  -0.157698E-06   0.141307E-02  -0.157698E-06   0.147028E-06
    29   0.104002E+04   0.183445E+01   0.137648E-02   0.183445E+01   0.185777E-01   0.453581E-07   0.137648E-02   0.453581E-07   0.147449E-06
    30   0.105599E+04   0.188645E+01   0.134126E-02   0.188645E+01   0.211139E-01   0.148006E-06   0.134126E-02   0.148006E-06   0.147787E-06
    31   0.107208E+04   0.193132E+01   0.130723E-02   0.193132E+01   0.238461E-01   0.132397E-06   0.130723E-02   0.132397E-06   0.148049E-06
    32   0.108842E+04   0.196597E+01   0.127434E-02   0.196597E+01   0.267585E-01   0.146622E-07   0.127434E-02   0.146622E-07   0.148241E-06
    33   0.110509E+04   0.198732E+01   0.124257E-02   0.198732E+01   0.298228E-01  -0.180572E-06   0.124257E-02  -0.180572E-06   0.148365E-06
    34   0.112201E+04   0.199354E+01   0.121187E-02   0.199354E+01   0.330250E-01  -0.428678E-06   0.121187E-02  -0.428678E-06   0.148427E-06
    35   0.113918E+04   0.198502E+01   0.118224E-02   0.198502E+01   0.363718E-01  -0.705031E-06   0.118224E-02  -0.705031E-06   0.148428E-06
    36   0.115653E+04   0.196201E+01   0.115364E-02   0.196201E+01   0.398888E-01  -0.985005E-06   0.115364E-02  -0.985005E-06   0.148374E-06
    37   0.117396E+04   0.192580E+01   0.112605E-02   0.192580E+01   0.436219E-01  -0.124397E-05   0.112605E-02  -0.124397E-05   0.148267E-06
    38   0.119171E+04   0.187962E+01   0.109944E-02   0.187962E+01   0.476181E-01  -0.145731E-05   0.109944E-02  -0.145731E-05   0.148112E-06
    39   0.120977E+04   0.182452E+01   0.107378E-02   0.182452E+01   0.518782E-01  -0.160038E-05   0.107378E-02  -0.160038E-05   0.147912E-06
    40   0.122791E+04   0.176084E+01   0.104905E-02   0.176084E+01   0.563972E-01  -0.164857E-05   0.104905E-02  -0.164857E-05   0.147671E-06
    41   0.124629E+04   0.168862E+01   0.102522E-02   0.168862E+01   0.611775E-01  -0.158518E-05   0.102522E-02  -0.158518E-05   0.147392E-06
    42   0.126466E+04   0.160761E+01   0.100226E-02   0.160761E+01   0.662324E-01  -0.142522E-05   0.100226E-02  -0.142522E-05   0.147078E-06
    43   0.128319E+04   0.151752E+01   0.980142E-03   0.151752E+01   0.715777E-01  -0.119163E-05   0.980142E-03  -0.119163E-05   0.146730E-06
    44   0.130172E+04   0.141892E+01   0.958823E-03   0.141892E+01   0.772143E-01  -0.907361E-06   0.958823E-03  -0.907361E-06   0.146351E-06
    45   0.132062E+04   0.131248E+01   0.938274E-03   0.131248E+01   0.831533E-01  -0.595344E-06   0.938274E-03  -0.595344E-06   0.145943E-06
    46   0.133981E+04   0.119649E+01   0.918461E-03   0.119649E+01   0.894024E-01  -0.278526E-06   0.918461E-03  -0.278526E-06   0.145507E-06
    47   0.135914E+04   0.106960E+01   0.899351E-03   0.106960E+01   0.959408E-01   0.201520E-07   0.899351E-03   0.201520E-07   0.145045E-06
    48   0.137854E+04   0.933229E+00   0.880910E-03   0.933229E+00   0.102748E+00   0.277747E-06   0.880910E-03   0.277747E-06   0.144559E-06
    49   0.139808E+04   0.788176E+00   0.863107E-03   0.788176E+00   0.109781E+00   0.471317E-06   0.863107E-03   0.471317E-06   0.144052E-06
    50   0.141798E+04   0.628474E+00   0.845907E-03   0.628474E+00   0.116989E+00   0.577921E-06   0.845907E-03   0.577921E-06   0.143525E-06
    51   0.143802E+04   0.447717E+00   0.829280E-03   0.447717E+00   0.124330E+00   0.581707E-06   0.829280E-03   0.581707E-06   0.142980E-06
    52   0.145842E+04   0.243386E+00   0.813202E-03   0.243386E+00   0.131913E+00   0.495182E-06   0.813202E-03   0.495182E-06   0.142418E-06
    53   0.147881E+04   0.157841E-01   0.797653E-03   0.157841E-01   0.139925E+00   0.337946E-06   0.797653E-03   0.337946E-06   0.141841E-06
    54   0.149913E+04  -0.226819E+00   0.782612E-03  -0.226819E+00   0.148395E+00   0.129598E-06   0.782612E-03   0.129598E-06   0.141248E-06
    55   0.151960E+04  -0.476036E+00   0.768058E-03  -0.476036E+00   0.157337E+00  -0.110264E-06   0.768058E-03  -0.110264E-06   0.140640E-06
    56   0.154045E+04  -0.730623E+00   0.753972E-03  -0.730623E+00   0.166631E+00  -0.362041E-06   0.753972E-03  -0.362041E-06   0.140020E-06
    57   0.156160E+04  -0.991596E+00   0.740331E-03  -0.991596E+00   0.176143E+00  -0.606135E-06   0.740331E-03  -0.606135E-06   0.139387E-06
    58   0.158306E+04  -0.126177E+01   0.727116E-03  -0.126177E+01   0.185843E+00  -0.822947E-06   0.727116E-03  -0.822947E-06   0.138743E-06
    59   0.160469E+04  -0.154398E+01   0.714306E-03  -0.154398E+01   0.195731E+00  -0.992879E-06   0.714306E-03  -0.992879E-06   0.138088E-06
    60   0.162649E+04  -0.183963E+01   0.701879E-03  -0.183963E+01   0.205821E+00  -0.109633E-05   0.701879E-03  -0.109633E-05   0.137424E-06
    61   0.164876E+04  -0.214957E+01   0.689816E-03  -0.214957E+01   0.216179E+00  -0.111958E-05   0.689816E-03  -0.111958E-05   0.136751E-06
    62   0.167090E+04  -0.247485E+01   0.678090E-03  -0.247485E+01   0.226816E+00  -0.107239E-05   0.678090E-03  -0.107239E-05   0.136069E-06
    63   0.169314E+04  -0.281619E+01   0.666676E-03  -0.281619E+01   0.237729E+00  -0.970420E-06   0.666676E-03  -0.970420E-06   0.135381E-06
    64   0.171575E+04  -0.317454E+01   0.655549E-03  -0.317454E+01   0.248966E+00  -0.829304E-06   0.655549E-03  -0.829304E-06   0.134686E-06
    65   0.173838E+04  -0.355024E+01   0.644684E-03  -0.355024E+01   0.260538E+00  -0.664689E-06   0.644684E-03  -0.664689E-06   0.133985E-06
    66   0.176131E+04  -0.394111E+01   0.634054E-03  -0.394111E+01   0.272403E+00  -0.492222E-06   0.634054E-03  -0.492222E-06   0.133279E-06
    67   0.178439E+04  -0.434394E+01   0.623635E-03  -0.434394E+01   0.284552E+00  -0.327547E-06   0.623635E-03  -0.327547E-06   0.132568E-06
    68   0.180791E+04  -0.475656E+01   0.613401E-03  -0.475656E+01   0.297003E+00  -0.186309E-06   0.613401E-03  -0.186309E-06   0.131853E-06
    69   0.183164E+04  -0.517671E+01   0.603326E-03  -0.517671E+01   0.309692E+00  -0.841529E-07   0.603326E-03  -0.841529E-07   0.131136E-06
    70   0.185574E+04  -0.560556E+01   0.593384E-03  -0.560556E+01   0.322638E+00  -0.367239E-07   0.593384E-03  -0.367239E-07   0.130416E-06
    71   0.188004E+04  -0.604521E+01   0.583560E-03  -0.604521E+01   0.335814E+00  -0.551624E-07   0.583560E-03  -0.551624E-07   0.129694E-06
    72   0.190456E+04  -0.649764E+01   0.573867E-03  -0.649764E+01   0.349206E+00  -0.132590E-06   0.573867E-03  -0.132590E-06   0.128971E-06
    73   0.192921E+04  -0.696425E+01   0.564329E-03  -0.696425E+01   0.362798E+00  -0.257625E-06   0.564329E-03  -0.257625E-06   0.128246E-06
    74   0.195401E+04  -0.744497E+01   0.554970E-03  -0.744497E+01   0.376595E+00  -0.418884E-06   0.554970E-03  -0.418884E-06   0.127521E-06
    75   0.197903E+04  -0.793915E+01   0.545812E-03  -0.793915E+01   0.390628E+00  -0.604985E-06   0.545812E-03  -0.604985E-06   0.126794E-06
    76   0.200420E+04  -0.844670E+01   0.536880E-03  -0.844670E+01   0.404910E+00  -0.804545E-06   0.536880E-03  -0.804545E-06   0.126067E-06
    77   0.202960E+04  -0.896705E+01   0.528197E-03  -0.896705E+01   0.419426E+00  -0.100618E-05   0.528197E-03  -0.100618E-05   0.125340E-06
    78   0.205531E+04  -0.950095E+01   0.519786E-03  -0.950095E+01   0.434188E+00  -0.119851E-05   0.519786E-03  -0.119851E-05   0.124612E-06
    79   0.208118E+04  -0.100439E+02   0.511670E-03  -0.100439E+02   0.449130E+00  -0.137015E-05   0.511670E-03  -0.137015E-05   0.123885E-06
    80   0.210737E+04  -0.105967E+02   0.503873E-03  -0.105967E+02   0.464244E+00  -0.150973E-05   0.503873E-03  -0.150973E-05   0.123157E-06
    81   0.213380E+04  -0.111594E+02   0.496411E-03  -0.111594E+02   0.479467E+00  -0.160847E-05   0.496411E-03  -0.160847E-05   0.122430E-06
    82   0.216054E+04  -0.117309E+02   0.489264E-03  -0.117309E+02   0.494816E+00  -0.166815E-05   0.489264E-03  -0.166815E-05   0.121704E-06
    83   0.218753E+04  -0.123110E+02   0.482407E-03  -0.123110E+02   0.510261E+00  -0.169315E-05   0.482407E-03  -0.169315E-05   0.120978E-06
    84   0.221482E+04  -0.128982E+02   0.475815E-03  -0.128982E+02   0.525794E+00  -0.168786E-05   0.475815E-03  -0.168786E-05   0.120254E-06
    85   0.224227E+04  -0.134935E+02   0.469460E-03  -0.134935E+02   0.541385E+00  -0.165667E-05   0.469460E-03  -0.165667E-05   0.119532E-06
    86   0.226995E+04  -0.140962E+02   0.463316E-03  -0.140962E+02   0.557042E+00  -0.160397E-05   0.463316E-03  -0.160397E-05   0.118811E-06
    87   0.229809E+04  -0.147051E+02   0.457358E-03  -0.147051E+02   0.572727E+00  -0.153414E-05   0.457358E-03  -0.153414E-05   0.118092E-06
    88   0.232622E+04  -0.153201E+02   0.451558E-03  -0.153201E+02   0.588447E+00  -0.145157E-05   0.451558E-03  -0.145157E-05   0.117376E-06
    89   0.235472E+04  -0.159425E+02   0.445892E-03  -0.159425E+02   0.604180E+00  -0.136065E-05   0.445892E-03  -0.136065E-05   0.116662E-06
    90   0.238345E+04  -0.165690E+02   0.440333E-03  -0.165690E+02   0.619881E+00  -0.126577E-05   0.440333E-03  -0.126577E-05   0.115951E-06
    91   0.241231E+04  -0.172003E+02   0.434858E-03  -0.172003E+02   0.635537E+00  -0.117066E-05   0.434858E-03  -0.117066E-05   0.115243E-06
    92   0.244147E+04  -0.178356E+02   0.429463E-03  -0.178356E+02   0.651135E+00  -0.107649E-05   0.429463E-03  -0.107649E-05   0.114538E-06
    93   0.247092E+04  -0.184751E+02   0.424147E-03  -0.184751E+02   0.666669E+00  -0.983740E-06   0.424147E-03  -0.983740E-06   0.113836E-06
    94   0.250045E+04  -0.191173E+02   0.418909E-03  -0.191173E+02   0.682107E+00  -0.892926E-06   0.418909E-03  -0.892926E-06   0.113138E-06
    95   0.253026E+04  -0.197632E+02   0.413748E-03  -0.197632E+02   0.697451E+00  -0.804545E-06   0.413748E-03  -0.804545E-06   0.112442E-06
    96   0.256008E+04  -0.204120E+02   0.408662E-03  -0.204120E+02   0.712689E+00  -0.719101E-06   0.408662E-03  -0.719101E-06   0.111751E-06
    97   0.259034E+04  -0.210632E+02   0.403652E-03  -0.210632E+02   0.727811E+00  -0.637096E-06   0.403652E-03  -0.637096E-06   0.111062E-06
    98   0.262082E+04  -0.217146E+02   0.398716E-03  -0.217146E+02   0.742811E+00  -0.559030E-06   0.398716E-03  -0.559030E-06   0.110378E-06
    99   0.265138E+04  -0.223693E+02   0.393853E-03  -0.223693E+02   0.757656E+00  -0.485408E-06   0.393853E-03  -0.485408E-06   0.109696E-06
   100   0.268224E+04  -0.230230E+02   0.389062E-03  -0.230230E+02   0.772348E+00  -0.416730E-06   0.389062E-03  -0.416730E-06   0.109019E-06
   101   0.271325E+04  -0.236786E+02   0.384343E-03  -0.236786E+02   0.786951E+00  -0.353500E-06   0.384343E-03  -0.353500E-06   0.108345E-06
   102   0.274478E+04  -0.243341E+02   0.379694E-03  -0.243341E+02   0.801319E+00  -0.296218E-06   0.379694E-03  -0.296218E-06   0.107675E-06
   103   0.277625E+04  -0.249904E+02   0.375115E-03  -0.249904E+02   0.815530E+00  -0.245388E-06   0.375115E-03  -0.245388E-06   0.107008E-06
   104   0.280794E+04  -0.256445E+02   0.370604E-03  -0.256445E+02   0.829586E+00  -0.201511E-06   0.370604E-03  -0.201511E-06   0.106346E-06
   105   0.283979E+04  -0.262981E+02   0.366161E-03  -0.262981E+02   0.843416E+00  -0.165090E-06   0.366161E-03  -0.165090E-06   0.105687E-06
   106   0.287187E+04  -0.269506E+02   0.361785E-03  -0.269506E+02   0.857098E+00  -0.136627E-06   0.361785E-03  -0.136627E-06   0.105032E-06
   107   0.290388E+04  -0.276004E+02   0.357474E-03  -0.276004E+02   0.870487E+00  -0.116623E-06   0.357474E-03  -0.116623E-06   0.104382E-06
   108   0.293628E+04  -0.282485E+02   0.353229E-03  -0.282485E+02   0.883660E+00  -0.105582E-06   0.353229E-03  -0.105582E-06   0.103735E-06
   109   0.296884E+04  -0.288936E+02   0.349047E-03  -0.288936E+02   0.896546E+00  -0.104004E-06   0.349047E-03  -0.104004E-06   0.103093E-06
   110   0.300148E+04  -0.295341E+02   0.344928E-03  -0.295341E+02   0.909147E+00  -0.112393E-06   0.344928E-03  -0.112393E-06   0.102454E-06
   111   0.303428E+04  -0.301718E+02   0.340872E-03  -0.301718E+02   0.921541E+00  -0.130985E-06   0.340872E-03  -0.130985E-06   0.101820E-06
   112   0.306724E+04  -0.308057E+02   0.336878E-03  -0.308057E+02   0.933653E+00  -0.158958E-06   0.336878E-03  -0.158958E-06   0.101191E-06
   113   0.310044E+04  -0.314344E+02   0.332945E-03  -0.314344E+02   0.945482E+00  -0.195221E-06   0.332945E-03  -0.195221E-06   0.100565E-06
   114   0.313372E+04  -0.320570E+02   0.329076E-03  -0.320570E+02   0.956951E+00  -0.238688E-06   0.329076E-03  -0.238688E-06   0.999440E-07
   115   0.316724E+04  -0.326734E+02   0.325268E-03  -0.326734E+02   0.968208E+00  -0.288268E-06   0.325268E-03  -0.288268E-06   0.993271E-07
   116   0.320077E+04  -0.332829E+02   0.321524E-03  -0.332829E+02   0.979029E+00  -0.342875E-06   0.321524E-03  -0.342875E-06   0.987144E-07
   117   0.323460E+04  -0.338846E+02   0.317841E-03  -0.338846E+02   0.989487E+00  -0.401419E-06   0.317841E-03  -0.401419E-06   0.981061E-07
   118   0.326859E+04  -0.344792E+02   0.314222E-03  -0.344792E+02   0.999728E+00  -0.462811E-06   0.314222E-03  -0.462811E-06   0.975020E-07
   119   0.330259E+04  -0.350644E+02   0.310665E-03  -0.350644E+02   0.100960E+01  -0.525964E-06   0.310665E-03  -0.525964E-06   0.969022E-07
   120   0.333675E+04  -0.356401E+02   0.307171E-03  -0.356401E+02   0.101896E+01  -0.589789E-06   0.307171E-03  -0.589789E-06   0.963066E-07
   121   0.337092E+04  -0.362062E+02   0.303740E-03  -0.362062E+02   0.102810E+01  -0.653196E-06   0.303740E-03  -0.653196E-06   0.957154E-07
   122   0.340516E+04  -0.367620E+02   0.300372E-03  -0.367620E+02   0.103672E+01  -0.715098E-06   0.300372E-03  -0.715098E-06   0.951285E-07
   123   0.343949E+04  -0.373074E+02   0.297068E-03  -0.373074E+02   0.104490E+01  -0.774407E-06   0.297068E-03  -0.774407E-06   0.945458E-07
   124   0.347390E+04  -0.378393E+02   0.293826E-03  -0.378393E+02   0.105270E+01  -0.830032E-06   0.293826E-03  -0.830032E-06   0.939675E-07
   125   0.350831E+04  -0.383598E+02   0.290648E-03  -0.383598E+02   0.106005E+01  -0.880887E-06   0.290648E-03  -0.880887E-06   0.933935E-07
   126   0.354280E+04  -0.388682E+02   0.287533E-03  -0.388682E+02   0.106703E+01  -0.925883E-06   0.287533E-03  -0.925883E-06   0.928238E-07
   127   0.357730E+04  -0.393637E+02   0.284481E-03  -0.393637E+02   0.107348E+01  -0.963930E-06   0.284481E-03  -0.963930E-06   0.922584E-07
   128   0.361180E+04  -0.398453E+02   0.281493E-03  -0.398453E+02   0.107956E+01  -0.993940E-06   0.281493E-03  -0.993940E-06   0.916973E-07
   129   0.364638E+04  -0.403125E+02   0.278568E-03  -0.403125E+02   0.108510E+01  -0.101483E-05   0.278568E-03  -0.101483E-05   0.911405E-07
   130   0.368096E+04  -0.407642E+02   0.275708E-03  -0.407642E+02   0.109012E+01  -0.102550E-05   0.275708E-03  -0.102550E-05   0.905881E-07
   131   0.371555E+04  -0.412019E+02   0.272910E-03  -0.412019E+02   0.109475E+01  -0.102520E-05   0.272910E-03  -0.102520E-05   0.900400E-07
   132   0.375021E+04  -0.416227E+02   0.270174E-03  -0.416227E+02   0.109886E+01  -0.101451E-05   0.270174E-03  -0.101451E-05   0.894962E-07
   133   0.378480E+04  -0.420288E+02   0.267497E-03  -0.420288E+02   0.110250E+01  -0.994340E-06   0.267497E-03  -0.994340E-06   0.889567E-07
   134   0.381940E+04  -0.424158E+02   0.264875E-03  -0.424158E+02   0.110569E+01  -0.965596E-06   0.264875E-03  -0.965596E-06   0.884214E-07
