#    L    TT             EE             BB             TE          
     2   0.107811E+04   0.466865E-01   0.184702E-05   0.324038E+01
     3   0.101861E+04   0.745194E-01   0.369462E-05   0.398808E+01
     4   0.959589E+03   0.820525E-01   0.615898E-05   0.405336E+01
     5   0.913445E+03   0.713506E-01   0.924087E-05   0.372142E+01
     6   0.880038E+03   0.517441E-01   0.129412E-04   0.322477E+01
     7   0.857401E+03   0.324315E-01   0.172611E-04   0.268952E+01
     8   0.842724E+03   0.185590E-01   0.222019E-04   0.217961E+01
     9   0.834158E+03   0.108892E-01   0.277649E-04   0.174872E+01
    10   0.830323E+03   0.762566E-02   0.339517E-04   0.142452E+01
    11   0.829941E+03   0.649700E-02   0.407640E-04   0.120896E+01
    12   0.833079E+03   0.597349E-02   0.482036E-04   0.109137E+01
    13   0.838000E+03   0.558568E-02   0.562724E-04   0.104938E+01
    14   0.844019E+03   0.508443E-02   0.649723E-04   0.106391E+01
    15   0.851478E+03   0.463099E-02   0.743055E-04   0.111583E+01
    16   0.860734E+03   0.447139E-02   0.842740E-04   0.118705E+01
    17   0.871542E+03   0.474121E-02   0.948799E-04   0.126248E+01
    18   0.882852E+03   0.530871E-02   0.106125E-03   0.133155E+01
    19   0.895772E+03   0.593171E-02   0.118013E-03   0.139185E+01
    20   0.908880E+03   0.645418E-02   0.130544E-03   0.144113E+01
    21   0.922335E+03   0.689984E-02   0.143721E-03   0.148310E+01
    22   0.936209E+03   0.740585E-02   0.157546E-03   0.151945E+01
    23   0.950295E+03   0.813868E-02   0.172021E-03   0.155339E+01
    24   0.964684E+03   0.920834E-02   0.187148E-03   0.158849E+01
    25   0.979390E+03   0.106328E-01   0.202929E-03   0.162745E+01
    26   0.994281E+03   0.123615E-01   0.219365E-03   0.167332E+01
    27   0.100952E+04   0.143270E-01   0.236459E-03   0.172435E+01
    28   0.102490E+04   0.164930E-01   0.254210E-03   0.177868E+01
    29   0.104059E+04   0.188506E-01   0.272622E-03   0.183388E+01
    30   0.105660E+04   0.214059E-01   0.291694E-03   0.188580E+01
    31   0.107271E+04   0.241579E-01   0.311429E-03   0.193058E+01
    32   0.108909E+04   0.270907E-01   0.331826E-03   0.196515E+01
