#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    19   0.896276E+03   0.139043E+01   0.185608E-02   0.139043E+01   0.578027E-02  -0.211618E-05   0.185608E-02  -0.211618E-05   0.137616E-06
    20   0.909384E+03   0.143951E+01   0.179721E-02   0.143951E+01   0.629184E-02  -0.213167E-05   0.179721E-02  -0.213167E-05   0.139191E-06
    21   0.922844E+03   0.148141E+01   0.174154E-02   0.148141E+01   0.672957E-02  -0.202789E-05   0.174154E-02  -0.202789E-05   0.140599E-06
    22   0.936729E+03   0.151781E+01   0.168894E-02   0.151781E+01   0.723050E-02  -0.183308E-05   0.168894E-02  -0.183308E-05   0.141854E-06
    23   0.950833E+03   0.155190E+01   0.163920E-02   0.155190E+01   0.796057E-02  -0.157064E-05   0.163920E-02  -0.157064E-05   0.142962E-06
    24   0.965245E+03   0.158721E+01   0.159212E-02   0.158721E+01   0.902928E-02  -0.126396E-05   0.159212E-02  -0.126396E-05   0.143933E-06
    25   0.979979E+03   0.162641E+01   0.154748E-02   0.162641E+01   0.104540E-01  -0.936432E-06   0.154748E-02  -0.936432E-06   0.144776E-06
    26   0.994903E+03   0.167253E+01   0.150506E-02   0.167253E+01   0.121838E-01  -0.611459E-06   0.150506E-02  -0.611459E-06   0.145500E-06
    27   0.101018E+04   0.172378E+01   0.146467E-02   0.172378E+01   0.141505E-01  -0.312431E-06   0.146467E-02  -0.312431E-06   0.146114E-06
    28   0.102560E+04   0.177827E+01   0.142608E-02   0.177827E+01   0.163174E-01  -0.627451E-07   0.142608E-02  -0.627451E-07   0.146626E-06
    29   0.104134E+04   0.183356E+01   0.138908E-02   0.183356E+01   0.186751E-01   0.114205E-06   0.138908E-02   0.114205E-06   0.147046E-06
    30   0.105739E+04   0.188545E+01   0.135347E-02   0.188545E+01   0.212291E-01   0.195025E-06   0.135347E-02   0.195025E-06   0.147383E-06
    31   0.107356E+04   0.193007E+01   0.131906E-02   0.193007E+01   0.239781E-01   0.164136E-06   0.131906E-02   0.164136E-06   0.147645E-06
    32   0.109000E+04   0.196434E+01   0.128579E-02   0.196434E+01   0.269062E-01   0.372237E-07   0.128579E-02   0.372237E-07   0.147836E-06
    33   0.110676E+04   0.198517E+01   0.125364E-02   0.198517E+01   0.299856E-01  -0.162210E-06   0.125364E-02  -0.162210E-06   0.147960E-06
    34   0.112379E+04   0.199076E+01   0.122258E-02   0.199076E+01   0.332027E-01  -0.410663E-06   0.122258E-02  -0.410663E-06   0.148020E-06
    35   0.114106E+04   0.198149E+01   0.119259E-02   0.198149E+01   0.365646E-01  -0.684634E-06   0.119259E-02  -0.684634E-06   0.148021E-06
    36   0.115851E+04   0.195764E+01   0.116364E-02   0.195764E+01   0.400969E-01  -0.960619E-06   0.116364E-02  -0.960619E-06   0.147966E-06
    37   0.117605E+04   0.192050E+01   0.113570E-02   0.192050E+01   0.438461E-01  -0.121512E-05   0.113570E-02  -0.121512E-05   0.147859E-06
    38   0.119391E+04   0.187331E+01   0.110875E-02   0.187331E+01   0.478594E-01  -0.142463E-05   0.110875E-02  -0.142463E-05   0.147704E-06
    39   0.121208E+04   0.181713E+01   0.108277E-02   0.181713E+01   0.521379E-01  -0.156565E-05   0.108277E-02  -0.156565E-05   0.147504E-06
    40   0.123034E+04   0.175231E+01   0.105772E-02   0.175231E+01   0.566770E-01  -0.161467E-05   0.105772E-02  -0.161467E-05   0.147262E-06
    41   0.124883E+04   0.167890E+01   0.103358E-02   0.167890E+01   0.614794E-01  -0.155580E-05   0.103358E-02  -0.155580E-05   0.146984E-06
    42   0.126733E+04   0.159664E+01   0.101031E-02   0.159664E+01   0.665583E-01  -0.140351E-05   0.101031E-02  -0.140351E-05   0.146669E-06
    43   0.128598E+04   0.150524E+01   0.987893E-03   0.150524E+01   0.719294E-01  -0.117989E-05   0.987893E-03  -0.117989E-05   0.146322E-06
    44   0.130463E+04   0.140527E+01   0.966290E-03   0.140527E+01   0.775934E-01  -0.907012E-06   0.966290E-03  -0.907012E-06   0.145943E-06
    45   0.132366E+04   0.129739E+01   0.945469E-03   0.129739E+01   0.835614E-01  -0.606961E-06   0.945469E-03  -0.606961E-06   0.145534E-06
    46   0.134298E+04   0.117989E+01   0.925399E-03   0.117989E+01   0.898411E-01  -0.301817E-06   0.925399E-03  -0.301817E-06   0.145098E-06
    47   0.136245E+04   0.105143E+01   0.906048E-03   0.105143E+01   0.964115E-01  -0.136590E-07   0.906048E-03  -0.136590E-07   0.144636E-06
    48   0.138198E+04   0.913389E+00   0.887383E-03   0.913389E+00   0.103252E+00   0.235432E-06   0.887383E-03   0.235432E-06   0.144151E-06
    49   0.140166E+04   0.766592E+00   0.869374E-03   0.766592E+00   0.110319E+00   0.423376E-06   0.869374E-03   0.423376E-06   0.143644E-06
    50   0.142171E+04   0.605060E+00   0.851988E-03   0.605060E+00   0.117563E+00   0.528093E-06   0.851988E-03   0.528093E-06   0.143117E-06
    51   0.144189E+04   0.422384E+00   0.835195E-03   0.422384E+00   0.124940E+00   0.534314E-06   0.835195E-03   0.534314E-06   0.142572E-06
    52   0.146244E+04   0.216052E+00   0.818969E-03   0.216052E+00   0.132561E+00   0.454018E-06   0.818969E-03   0.454018E-06   0.142010E-06
    53   0.148299E+04  -0.136241E-01   0.803286E-03  -0.136241E-01   0.140612E+00   0.305998E-06   0.803286E-03   0.305998E-06   0.141432E-06
    54   0.150346E+04  -0.258366E+00   0.788123E-03  -0.258366E+00   0.149121E+00   0.109043E-06   0.788123E-03   0.109043E-06   0.140839E-06
    55   0.152409E+04  -0.509778E+00   0.773455E-03  -0.509778E+00   0.158104E+00  -0.118054E-06   0.773455E-03  -0.118054E-06   0.140232E-06
    56   0.154510E+04  -0.766606E+00   0.759258E-03  -0.766606E+00   0.167440E+00  -0.356502E-06   0.759258E-03  -0.356502E-06   0.139612E-06
    57   0.156642E+04  -0.102986E+01   0.745508E-03  -0.102986E+01   0.176996E+00  -0.587511E-06   0.745508E-03  -0.587511E-06   0.138980E-06
    58   0.158805E+04  -0.130234E+01   0.732181E-03  -0.130234E+01   0.186741E+00  -0.792288E-06   0.732181E-03  -0.792288E-06   0.138336E-06
    59   0.160986E+04  -0.158688E+01   0.719253E-03  -0.158688E+01   0.196675E+00  -0.952044E-06   0.719253E-03  -0.952044E-06   0.137681E-06
    60   0.163183E+04  -0.188487E+01   0.706700E-03  -0.188487E+01   0.206812E+00  -0.104799E-05   0.706700E-03  -0.104799E-05   0.137017E-06
    61   0.165428E+04  -0.219717E+01   0.694498E-03  -0.219717E+01   0.217219E+00  -0.106700E-05   0.694498E-03  -0.106700E-05   0.136344E-06
    62   0.167660E+04  -0.252482E+01   0.682624E-03  -0.252482E+01   0.227907E+00  -0.101867E-05   0.682624E-03  -0.101867E-05   0.135663E-06
    63   0.169902E+04  -0.286856E+01   0.671054E-03  -0.286856E+01   0.238872E+00  -0.918264E-06   0.671054E-03  -0.918264E-06   0.134975E-06
    64   0.172183E+04  -0.322935E+01   0.659767E-03  -0.322935E+01   0.250162E+00  -0.781044E-06   0.659767E-03  -0.781044E-06   0.134280E-06
    65   0.174464E+04  -0.360755E+01   0.648738E-03  -0.360755E+01   0.261788E+00  -0.622274E-06   0.648738E-03  -0.622274E-06   0.133579E-06
    66   0.176776E+04  -0.400101E+01   0.637946E-03  -0.400101E+01   0.273709E+00  -0.457219E-06   0.637946E-03  -0.457219E-06   0.132873E-06
    67   0.179104E+04  -0.440651E+01   0.627366E-03  -0.440651E+01   0.285915E+00  -0.301140E-06   0.627366E-03  -0.301140E-06   0.132162E-06
    68   0.181476E+04  -0.482189E+01   0.616977E-03  -0.482189E+01   0.298424E+00  -0.169303E-06   0.616977E-03  -0.169303E-06   0.131448E-06
    69   0.183869E+04  -0.524493E+01   0.606755E-03  -0.524493E+01   0.311172E+00  -0.769704E-07   0.606755E-03  -0.769704E-07   0.130731E-06
    70   0.186299E+04  -0.567679E+01   0.596677E-03  -0.567679E+01   0.324179E+00  -0.394064E-07   0.596677E-03  -0.394064E-07   0.130011E-06
    71   0.188751E+04  -0.611960E+01   0.586727E-03  -0.611960E+01   0.337416E+00  -0.673945E-07   0.586727E-03  -0.673945E-07   0.129289E-06
    72   0.191223E+04  -0.657530E+01   0.576922E-03  -0.657530E+01   0.350871E+00  -0.153798E-06   0.576922E-03  -0.153798E-06   0.128566E-06
    73   0.193710E+04  -0.704530E+01   0.567284E-03  -0.704530E+01   0.364525E+00  -0.287000E-06   0.567284E-03  -0.287000E-06   0.127842E-06
    74   0.196212E+04  -0.752951E+01   0.557834E-03  -0.752951E+01   0.378386E+00  -0.455382E-06   0.557834E-03  -0.455382E-06   0.127117E-06
    75   0.198736E+04  -0.802725E+01   0.548597E-03  -0.802725E+01   0.392483E+00  -0.647330E-06   0.548597E-03  -0.647330E-06   0.126390E-06
    76   0.201275E+04  -0.853844E+01   0.539594E-03  -0.853844E+01   0.406829E+00  -0.851224E-06   0.539594E-03  -0.851224E-06   0.125663E-06
    77   0.203838E+04  -0.906246E+01   0.530848E-03  -0.906246E+01   0.421408E+00  -0.105545E-05   0.530848E-03  -0.105545E-05   0.124936E-06
    78   0.206432E+04  -0.960005E+01   0.522382E-03  -0.960005E+01   0.436234E+00  -0.124839E-05   0.522382E-03  -0.124839E-05   0.124209E-06
    79   0.209043E+04  -0.101467E+02   0.514218E-03  -0.101467E+02   0.451239E+00  -0.141842E-05   0.514218E-03  -0.141842E-05   0.123481E-06
    80   0.211685E+04  -0.107033E+02   0.506380E-03  -0.107033E+02   0.466415E+00  -0.155394E-05   0.506380E-03  -0.155394E-05   0.122754E-06
    81   0.214352E+04  -0.112696E+02   0.498881E-03  -0.112696E+02   0.481699E+00  -0.164607E-05   0.498881E-03  -0.164607E-05   0.122027E-06
    82   0.217051E+04  -0.118448E+02   0.491703E-03  -0.118448E+02   0.497109E+00  -0.169695E-05   0.491703E-03  -0.169695E-05   0.121301E-06
    83   0.219775E+04  -0.124286E+02   0.484818E-03  -0.124286E+02   0.512613E+00  -0.171149E-05   0.484818E-03  -0.171149E-05   0.120576E-06
    84   0.222529E+04  -0.130194E+02   0.478199E-03  -0.130194E+02   0.528205E+00  -0.169457E-05   0.478199E-03  -0.169457E-05   0.119852E-06
    85   0.225300E+04  -0.136184E+02   0.471819E-03  -0.136184E+02   0.543853E+00  -0.165109E-05   0.471819E-03  -0.165109E-05   0.119129E-06
    86   0.228095E+04  -0.142247E+02   0.465650E-03  -0.142247E+02   0.559566E+00  -0.158594E-05   0.465650E-03  -0.158594E-05   0.118408E-06
    87   0.230934E+04  -0.148373E+02   0.459666E-03  -0.148373E+02   0.575306E+00  -0.150401E-05   0.459666E-03  -0.150401E-05   0.117690E-06
    88   0.233774E+04  -0.154560E+02   0.453838E-03  -0.154560E+02   0.591081E+00  -0.141021E-05   0.453838E-03  -0.141021E-05   0.116973E-06
    89   0.236652E+04  -0.160820E+02   0.448141E-03  -0.160820E+02   0.606866E+00  -0.130942E-05   0.448141E-03  -0.130942E-05   0.116259E-06
    90   0.239552E+04  -0.167122E+02   0.442546E-03  -0.167122E+02   0.622619E+00  -0.120654E-05   0.442546E-03  -0.120654E-05   0.115548E-06
    91   0.242466E+04  -0.173472E+02   0.437030E-03  -0.173472E+02   0.638325E+00  -0.110570E-05   0.437030E-03  -0.110570E-05   0.114840E-06
    92   0.245410E+04  -0.179863E+02   0.431589E-03  -0.179863E+02   0.653971E+00  -0.100798E-05   0.431589E-03  -0.100798E-05   0.114135E-06
    93   0.248384E+04  -0.186295E+02   0.426223E-03  -0.186295E+02   0.669553E+00  -0.913699E-06   0.426223E-03  -0.913699E-06   0.113434E-06
    94   0.251365E+04  -0.192755E+02   0.420930E-03  -0.192755E+02   0.685037E+00  -0.823170E-06   0.420930E-03  -0.823170E-06   0.112735E-06
    95   0.254375E+04  -0.199251E+02   0.415711E-03  -0.199251E+02   0.700426E+00  -0.736715E-06   0.415711E-03  -0.736715E-06   0.112040E-06
    96   0.257386E+04  -0.205778E+02   0.410565E-03  -0.205778E+02   0.715708E+00  -0.654649E-06   0.410565E-03  -0.654649E-06   0.111349E-06
    97   0.260441E+04  -0.212328E+02   0.405491E-03  -0.212328E+02   0.730871E+00  -0.577291E-06   0.405491E-03  -0.577291E-06   0.110660E-06
    98   0.263519E+04  -0.218880E+02   0.400489E-03  -0.218880E+02   0.745912E+00  -0.504959E-06   0.400489E-03  -0.504959E-06   0.109976E-06
    99   0.266604E+04  -0.225465E+02   0.395559E-03  -0.225465E+02   0.760797E+00  -0.437969E-06   0.395559E-03  -0.437969E-06   0.109295E-06
   100   0.269720E+04  -0.232040E+02   0.390700E-03  -0.232040E+02   0.775527E+00  -0.376640E-06   0.390700E-03  -0.376640E-06   0.108617E-06
   101   0.272850E+04  -0.238635E+02   0.385911E-03  -0.238635E+02   0.790167E+00  -0.321289E-06   0.385911E-03  -0.321289E-06   0.107943E-06
   102   0.276033E+04  -0.245228E+02   0.381193E-03  -0.245228E+02   0.804570E+00  -0.272233E-06   0.381193E-03  -0.272233E-06   0.107273E-06
   103   0.279209E+04  -0.251829E+02   0.376545E-03  -0.251829E+02   0.818815E+00  -0.229791E-06   0.376545E-03  -0.229791E-06   0.106607E-06
   104   0.282408E+04  -0.258409E+02   0.371966E-03  -0.258409E+02   0.832904E+00  -0.194280E-06   0.371966E-03  -0.194280E-06   0.105944E-06
   105   0.285623E+04  -0.264984E+02   0.367456E-03  -0.264984E+02   0.846766E+00  -0.166017E-06   0.367456E-03  -0.166017E-06   0.105285E-06
   106   0.288860E+04  -0.271546E+02   0.363014E-03  -0.271546E+02   0.860478E+00  -0.145319E-06   0.363014E-03  -0.145319E-06   0.104631E-06
   107   0.292091E+04  -0.278083E+02   0.358640E-03  -0.278083E+02   0.873896E+00  -0.132506E-06   0.358640E-03  -0.132506E-06   0.103980E-06
   108   0.295359E+04  -0.284603E+02   0.354334E-03  -0.284603E+02   0.887096E+00  -0.127894E-06   0.354334E-03  -0.127894E-06   0.103334E-06
   109   0.298644E+04  -0.291092E+02   0.350095E-03  -0.291092E+02   0.900008E+00  -0.131800E-06   0.350095E-03  -0.131800E-06   0.102691E-06
   110   0.301937E+04  -0.297536E+02   0.345923E-03  -0.297536E+02   0.912635E+00  -0.144543E-06   0.345923E-03  -0.144543E-06   0.102053E-06
   111   0.305245E+04  -0.303950E+02   0.341816E-03  -0.303950E+02   0.925053E+00  -0.166222E-06   0.341816E-03  -0.166222E-06   0.101419E-06
   112   0.308570E+04  -0.310328E+02   0.337776E-03  -0.310328E+02   0.937187E+00  -0.196064E-06   0.337776E-03  -0.196064E-06   0.100789E-06
   113   0.311917E+04  -0.316652E+02   0.333802E-03  -0.316652E+02   0.949036E+00  -0.233079E-06   0.333802E-03  -0.233079E-06   0.100164E-06
   114   0.315273E+04  -0.322915E+02   0.329893E-03  -0.322915E+02   0.960525E+00  -0.276276E-06   0.329893E-03  -0.276276E-06   0.995423E-07
   115   0.318651E+04  -0.329116E+02   0.326050E-03  -0.329116E+02   0.971800E+00  -0.324666E-06   0.326050E-03  -0.324666E-06   0.989253E-07
   116   0.322030E+04  -0.335246E+02   0.322273E-03  -0.335246E+02   0.982638E+00  -0.377256E-06   0.322273E-03  -0.377256E-06   0.983126E-07
   117   0.325439E+04  -0.341298E+02   0.318560E-03  -0.341298E+02   0.993111E+00  -0.433057E-06   0.318560E-03  -0.433057E-06   0.977041E-07
   118   0.328863E+04  -0.347277E+02   0.314913E-03  -0.347277E+02   0.100337E+01  -0.491079E-06   0.314913E-03  -0.491079E-06   0.971000E-07
   119   0.332286E+04  -0.353161E+02   0.311331E-03  -0.353161E+02   0.101325E+01  -0.550331E-06   0.311331E-03  -0.550331E-06   0.965001E-07
   120   0.335725E+04  -0.358949E+02   0.307814E-03  -0.358949E+02   0.102262E+01  -0.609821E-06   0.307814E-03  -0.609821E-06   0.959045E-07
   121   0.339163E+04  -0.364640E+02   0.304361E-03  -0.364640E+02   0.103177E+01  -0.668561E-06   0.304361E-03  -0.668561E-06   0.953131E-07
   122   0.342608E+04  -0.370225E+02   0.300973E-03  -0.370225E+02   0.104040E+01  -0.725559E-06   0.300973E-03  -0.725559E-06   0.947261E-07
   123   0.346060E+04  -0.375704E+02   0.297649E-03  -0.375704E+02   0.104858E+01  -0.779824E-06   0.297649E-03  -0.779824E-06   0.941434E-07
   124   0.349519E+04  -0.381046E+02   0.294389E-03  -0.381046E+02   0.105638E+01  -0.830367E-06   0.294389E-03  -0.830367E-06   0.935650E-07
   125   0.352977E+04  -0.386273E+02   0.291193E-03  -0.386273E+02   0.106374E+01  -0.876196E-06   0.291193E-03  -0.876196E-06   0.929909E-07
   126   0.356442E+04  -0.391376E+02   0.288062E-03  -0.391376E+02   0.107072E+01  -0.916322E-06   0.288062E-03  -0.916322E-06   0.924211E-07
   127   0.359906E+04  -0.396347E+02   0.284994E-03  -0.396347E+02   0.107717E+01  -0.949753E-06   0.284994E-03  -0.949753E-06   0.918557E-07
   128   0.363368E+04  -0.401177E+02   0.281990E-03  -0.401177E+02   0.108324E+01  -0.975499E-06   0.281990E-03  -0.975499E-06   0.912946E-07
   129   0.366837E+04  -0.405859E+02   0.279049E-03  -0.405859E+02   0.108878E+01  -0.992570E-06   0.279049E-03  -0.992570E-06   0.907378E-07
   130   0.370304E+04  -0.410384E+02   0.276171E-03  -0.410384E+02   0.109378E+01  -0.999975E-06   0.276171E-03  -0.999975E-06   0.901853E-07
   131   0.373769E+04  -0.414767E+02   0.273356E-03  -0.414767E+02   0.109841E+01  -0.997034E-06   0.273356E-03  -0.997034E-06   0.896372E-07
   132   0.377241E+04  -0.418976E+02   0.270602E-03  -0.418976E+02   0.110250E+01  -0.984306E-06   0.270602E-03  -0.984306E-06   0.890934E-07
   133   0.380704E+04  -0.423036E+02   0.267907E-03  -0.423036E+02   0.110613E+01  -0.962662E-06   0.267907E-03  -0.962662E-06   0.885539E-07
   134   0.384166E+04  -0.426902E+02   0.265267E-03  -0.426902E+02   0.110930E+01  -0.932972E-06   0.265267E-03  -0.932972E-06   0.880186E-07
   135   0.387626E+04  -0.430604E+02   0.262680E-03  -0.430604E+02   0.111194E+01  -0.896104E-06   0.262680E-03  -0.896104E-06   0.874876E-07
   136   0.391071E+04  -0.434105E+02   0.260144E-03  -0.434105E+02   0.111405E+01  -0.852931E-06   0.260144E-03  -0.852931E-06   0.869607E-07
   137   0.394515E+04  -0.437427E+02   0.257657E-03  -0.437427E+02   0.111570E+01  -0.804321E-06   0.257657E-03  -0.804321E-06   0.864381E-07
   138   0.397951E+04  -0.440557E+02   0.255216E-03  -0.440557E+02   0.111681E+01  -0.751144E-06   0.255216E-03  -0.751144E-06   0.859196E-07
   139   0.401364E+04  -0.443486E+02   0.252818E-03  -0.443486E+02   0.111754E+01  -0.694270E-06   0.252818E-03  -0.694270E-06   0.854052E-07
   140   0.404784E+04  -0.446223E+02   0.250461E-03  -0.446223E+02   0.111766E+01  -0.634570E-06   0.250461E-03  -0.634570E-06   0.848949E-07
   141   0.408182E+04  -0.448745E+02   0.248143E-03  -0.448745E+02   0.111725E+01  -0.572914E-06   0.248143E-03  -0.572914E-06   0.843887E-07
   142   0.411579E+04  -0.451061E+02   0.245861E-03  -0.451061E+02   0.111637E+01  -0.510170E-06   0.245861E-03  -0.510170E-06   0.838865E-07
   143   0.414968E+04  -0.453170E+02   0.243613E-03  -0.453170E+02   0.111504E+01  -0.447210E-06   0.243613E-03  -0.447210E-06   0.833883E-07
   144   0.418336E+04  -0.455065E+02   0.241396E-03  -0.455065E+02   0.111317E+01  -0.384904E-06   0.241396E-03  -0.384904E-06   0.828941E-07
   145   0.421689E+04  -0.456740E+02   0.239209E-03  -0.456740E+02   0.111092E+01  -0.324120E-06   0.239209E-03  -0.324120E-06   0.824038E-07
   146   0.425049E+04  -0.458195E+02   0.237047E-03  -0.458195E+02   0.110806E+01  -0.265730E-06   0.237047E-03  -0.265730E-06   0.819175E-07
   147   0.428373E+04  -0.459414E+02   0.234909E-03  -0.459414E+02   0.110481E+01  -0.210603E-06   0.234909E-03  -0.210603E-06   0.814350E-07
   148   0.431682E+04  -0.460413E+02   0.232793E-03  -0.460413E+02   0.110103E+01  -0.159609E-06   0.232793E-03  -0.159609E-06   0.809564E-07
   149   0.434985E+04  -0.461178E+02   0.230696E-03  -0.461178E+02   0.109679E+01  -0.113618E-06   0.230696E-03  -0.113618E-06   0.804817E-07
   150   0.438259E+04  -0.461686E+02   0.228615E-03  -0.461686E+02   0.109216E+01  -0.735008E-07   0.228615E-03  -0.735008E-07   0.800108E-07
   151   0.441518E+04  -0.461968E+02   0.226550E-03  -0.461968E+02   0.108708E+01  -0.399160E-07   0.226550E-03  -0.399160E-07   0.795436E-07
   152   0.444749E+04  -0.462008E+02   0.224498E-03  -0.462008E+02   0.108146E+01  -0.126821E-07   0.224498E-03  -0.126821E-07   0.790803E-07
   153   0.447966E+04  -0.461785E+02   0.222461E-03  -0.461785E+02   0.107545E+01   0.859319E-08   0.222461E-03   0.859319E-08   0.786206E-07
   154   0.451161E+04  -0.461319E+02   0.220440E-03  -0.461319E+02   0.106906E+01   0.243020E-07   0.220440E-03   0.243020E-07   0.781647E-07
   155   0.454334E+04  -0.460605E+02   0.218434E-03  -0.460605E+02   0.106229E+01   0.348367E-07   0.218434E-03   0.348367E-07   0.777124E-07
   156   0.457470E+04  -0.459641E+02   0.216444E-03  -0.459641E+02   0.105513E+01   0.405894E-07   0.216444E-03   0.405894E-07   0.772639E-07
   157   0.460599E+04  -0.458412E+02   0.214470E-03  -0.458412E+02   0.104759E+01   0.419523E-07   0.214470E-03   0.419523E-07   0.768189E-07
   158   0.463699E+04  -0.456927E+02   0.212513E-03  -0.456927E+02   0.103975E+01   0.393178E-07   0.212513E-03   0.393178E-07   0.763776E-07
   159   0.466769E+04  -0.455184E+02   0.210572E-03  -0.455184E+02   0.103145E+01   0.330780E-07   0.210572E-03   0.330780E-07   0.759399E-07
   160   0.469817E+04  -0.453170E+02   0.208649E-03  -0.453170E+02   0.102285E+01   0.236252E-07   0.208649E-03   0.236252E-07   0.755057E-07
   161   0.472842E+04  -0.450898E+02   0.206743E-03  -0.450898E+02   0.101401E+01   0.113515E-07   0.206743E-03   0.113515E-07   0.750751E-07
   162   0.475837E+04  -0.448368E+02   0.204856E-03  -0.448368E+02   0.100480E+01  -0.335068E-08   0.204856E-03  -0.335068E-08   0.746480E-07
   163   0.478817E+04  -0.445566E+02   0.202987E-03  -0.445566E+02   0.995280E+00  -0.200892E-07   0.202987E-03  -0.200892E-07   0.742245E-07
   164   0.481752E+04  -0.442506E+02   0.201136E-03  -0.442506E+02   0.985536E+00  -0.384719E-07   0.201136E-03  -0.384719E-07   0.738044E-07
   165   0.484672E+04  -0.439166E+02   0.199304E-03  -0.439166E+02   0.975489E+00  -0.581064E-07   0.199304E-03  -0.581064E-07   0.733877E-07
   166   0.487561E+04  -0.435560E+02   0.197492E-03  -0.435560E+02   0.965289E+00  -0.786006E-07   0.197492E-03  -0.786006E-07   0.729745E-07
   167   0.490427E+04  -0.431697E+02   0.195699E-03  -0.431697E+02   0.954715E+00  -0.995621E-07   0.195699E-03  -0.995621E-07   0.725647E-07
   168   0.493248E+04  -0.427553E+02   0.193927E-03  -0.427553E+02   0.944138E+00  -0.120599E-06   0.193927E-03  -0.120599E-06   0.721583E-07
   169   0.496038E+04  -0.423128E+02   0.192174E-03  -0.423128E+02   0.933262E+00  -0.141319E-06   0.192174E-03  -0.141319E-06   0.717552E-07
   170   0.498798E+04  -0.418437E+02   0.190443E-03  -0.418437E+02   0.922310E+00  -0.161329E-06   0.190443E-03  -0.161329E-06   0.713554E-07
   171   0.501511E+04  -0.413458E+02   0.188733E-03  -0.413458E+02   0.911283E+00  -0.180238E-06   0.188733E-03  -0.180238E-06   0.709590E-07
   172   0.504186E+04  -0.408206E+02   0.187044E-03  -0.408206E+02   0.900108E+00  -0.197653E-06   0.187044E-03  -0.197653E-06   0.705659E-07
   173   0.506815E+04  -0.402679E+02   0.185376E-03  -0.402679E+02   0.888786E+00  -0.213182E-06   0.185376E-03  -0.213182E-06   0.701760E-07
   174   0.509413E+04  -0.396879E+02   0.183731E-03  -0.396879E+02   0.877613E+00  -0.226433E-06   0.183731E-03  -0.226433E-06   0.697894E-07
   175   0.511972E+04  -0.390798E+02   0.182109E-03  -0.390798E+02   0.866294E+00  -0.237014E-06   0.182109E-03  -0.237014E-06   0.694060E-07
   176   0.514478E+04  -0.384435E+02   0.180509E-03  -0.384435E+02   0.855053E+00  -0.244623E-06   0.180509E-03  -0.244623E-06   0.690258E-07
   177   0.516944E+04  -0.377806E+02   0.178931E-03  -0.377806E+02   0.843814E+00  -0.249324E-06   0.178931E-03  -0.249324E-06   0.686487E-07
   178   0.519365E+04  -0.370895E+02   0.177375E-03  -0.370895E+02   0.832803E+00  -0.251271E-06   0.177375E-03  -0.251271E-06   0.682748E-07
   179   0.521739E+04  -0.363702E+02   0.175840E-03  -0.363702E+02   0.821723E+00  -0.250620E-06   0.175840E-03  -0.250620E-06   0.679040E-07
