#    L    TT             EE             BB             TE          
     2   0.107811E+04   0.466864E-01   0.183918E-05   0.324037E+01
     3   0.101861E+04   0.745192E-01   0.367894E-05   0.398806E+01
     4   0.959581E+03   0.820523E-01   0.613285E-05   0.405333E+01
     5   0.913436E+03   0.713503E-01   0.920167E-05   0.372139E+01
     6   0.880030E+03   0.517438E-01   0.128863E-04   0.322474E+01
     7   0.857392E+03   0.324314E-01   0.171880E-04   0.268950E+01
     8   0.842715E+03   0.185588E-01   0.221078E-04   0.217960E+01
     9   0.834148E+03   0.108890E-01   0.276473E-04   0.174872E+01
    10   0.830312E+03   0.762555E-02   0.338080E-04   0.142452E+01
    11   0.829928E+03   0.649687E-02   0.405915E-04   0.120897E+01
    12   0.833064E+03   0.597331E-02   0.479998E-04   0.109138E+01
    13   0.837983E+03   0.558544E-02   0.560346E-04   0.104939E+01
    14   0.844000E+03   0.508412E-02   0.646981E-04   0.106391E+01
    15   0.851457E+03   0.463061E-02   0.739921E-04   0.111583E+01
    16   0.860711E+03   0.447094E-02   0.839188E-04   0.118704E+01
    17   0.871516E+03   0.474070E-02   0.944804E-04   0.126247E+01
    18   0.882824E+03   0.530814E-02   0.105679E-03   0.133154E+01
    19   0.895741E+03   0.593108E-02   0.117517E-03   0.139184E+01
    20   0.908846E+03   0.645348E-02   0.129996E-03   0.144112E+01
    21   0.922298E+03   0.689907E-02   0.143118E-03   0.148309E+01
    22   0.936169E+03   0.740500E-02   0.156886E-03   0.151944E+01
    23   0.950253E+03   0.813773E-02   0.171301E-03   0.155338E+01
    24   0.964638E+03   0.920729E-02   0.186366E-03   0.158849E+01
    25   0.979341E+03   0.106316E-01   0.202082E-03   0.162746E+01
    26   0.994228E+03   0.123602E-01   0.218450E-03   0.167334E+01
    27   0.100946E+04   0.143255E-01   0.235473E-03   0.172436E+01
    28   0.102484E+04   0.164914E-01   0.253152E-03   0.177870E+01
    29   0.104052E+04   0.188488E-01   0.271489E-03   0.183390E+01
    30   0.105653E+04   0.214039E-01   0.290484E-03   0.188583E+01
    31   0.107264E+04   0.241557E-01   0.310138E-03   0.193062E+01
    32   0.108902E+04   0.270882E-01   0.330452E-03   0.196520E+01
    33   0.110572E+04   0.301733E-01   0.351428E-03   0.198647E+01
    34   0.112268E+04   0.333969E-01   0.373065E-03   0.199259E+01
    35   0.113988E+04   0.367659E-01   0.395364E-03   0.198397E+01
    36   0.115726E+04   0.403055E-01   0.418326E-03   0.196087E+01
    37   0.117473E+04   0.440620E-01   0.441949E-03   0.192455E+01
    38   0.119251E+04   0.480821E-01   0.466235E-03   0.187826E+01
    39   0.121061E+04   0.523668E-01   0.491182E-03   0.182305E+01
    40   0.122879E+04   0.569109E-01   0.516791E-03   0.175925E+01
    41   0.124720E+04   0.617170E-01   0.543061E-03   0.168691E+01
    42   0.126561E+04   0.667983E-01   0.569991E-03   0.160578E+01
    43   0.128417E+04   0.721705E-01   0.597580E-03   0.151555E+01
    44   0.130274E+04   0.778345E-01   0.625828E-03   0.141682E+01
    45   0.132167E+04   0.838016E-01   0.654734E-03   0.131024E+01
