#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   0.107811E+04   0.324038E+01   0.320464E-02   0.324038E+01   0.466847E-01  -0.155603E-04   0.320464E-02  -0.155603E-04   0.527744E-07
     3   0.101861E+04   0.398808E+01   0.321724E-02   0.398808E+01   0.745158E-01  -0.187548E-04   0.321724E-02  -0.187548E-04   0.643029E-07
     4   0.959582E+03   0.405337E+01   0.315132E-02   0.405337E+01   0.820466E-01  -0.187361E-04   0.315132E-02  -0.187361E-04   0.741600E-07
     5   0.913433E+03   0.372145E+01   0.305333E-02   0.372145E+01   0.713416E-01  -0.163938E-04   0.305333E-02  -0.163938E-04   0.827267E-07
     6   0.880020E+03   0.322480E+01   0.294401E-02   0.322480E+01   0.517313E-01  -0.125038E-04   0.294401E-02  -0.125038E-04   0.902163E-07
     7   0.857374E+03   0.268955E+01   0.283529E-02   0.268955E+01   0.324144E-01  -0.800817E-05   0.283529E-02  -0.800817E-05   0.968212E-07
     8   0.842689E+03   0.217963E+01   0.272797E-02   0.217963E+01   0.185368E-01  -0.389427E-05   0.272797E-02  -0.389427E-05   0.102677E-06
     9   0.834113E+03   0.174874E+01   0.262012E-02   0.174874E+01   0.108614E-01  -0.786480E-06   0.262012E-02  -0.786480E-06   0.107898E-06
    10   0.830268E+03   0.142452E+01   0.251348E-02   0.142452E+01   0.759167E-02   0.126247E-05   0.251348E-02   0.126247E-05   0.112558E-06
    11   0.829874E+03   0.120897E+01   0.241326E-02   0.120897E+01   0.645618E-02   0.259851E-05   0.241326E-02   0.259851E-05   0.116736E-06
    12   0.833000E+03   0.109139E+01   0.232186E-02   0.109139E+01   0.592525E-02   0.310126E-05   0.232186E-02   0.310126E-05   0.120489E-06
    13   0.837907E+03   0.104940E+01   0.223999E-02   0.104940E+01   0.552940E-02   0.262923E-05   0.223999E-02   0.262923E-05   0.123863E-06
    14   0.843912E+03   0.106394E+01   0.216552E-02   0.106394E+01   0.501949E-02   0.153365E-05   0.216552E-02   0.153365E-05   0.126895E-06
    15   0.851356E+03   0.111588E+01   0.209557E-02   0.111588E+01   0.455676E-02   0.288983E-06   0.209557E-02   0.288983E-06   0.129620E-06
    16   0.860597E+03   0.118711E+01   0.202781E-02   0.118711E+01   0.438721E-02  -0.715709E-06   0.202781E-02  -0.715709E-06   0.132071E-06
    17   0.871388E+03   0.126257E+01   0.196202E-02   0.126257E+01   0.464644E-02  -0.143279E-05   0.196202E-02  -0.143279E-05   0.134271E-06
