#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.104501E-04   0.198309E+08   0.198309E+08   0.264274E+08   0.264270E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198387E+08  -0.471825E+00   0.103990E+08   0.103990E+08   0.109292E+01
   0.127095E-04   0.198309E+08   0.198309E+08   0.264207E+08   0.264202E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198386E+08  -0.471824E+00   0.103990E+08   0.103990E+08   0.132909E+01
   0.154573E-04   0.198309E+08   0.198309E+08   0.264109E+08   0.264102E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198386E+08  -0.471824E+00   0.103990E+08   0.103990E+08   0.161624E+01
   0.187992E-04   0.198308E+08   0.198308E+08   0.263963E+08   0.263953E+08   0.000000E+00   0.198308E+08   0.198308E+08   0.198386E+08  -0.471823E+00   0.103989E+08   0.103989E+08   0.196529E+01
   0.228637E-04   0.198308E+08   0.198308E+08   0.263749E+08   0.263734E+08   0.000000E+00   0.198308E+08   0.198308E+08   0.198385E+08  -0.471822E+00   0.103989E+08   0.103989E+08   0.238950E+01
   0.278068E-04   0.198307E+08   0.198307E+08   0.263431E+08   0.263409E+08   0.000000E+00   0.198307E+08   0.198307E+08   0.198385E+08  -0.471820E+00   0.103989E+08   0.103989E+08   0.290487E+01
   0.338188E-04   0.198306E+08   0.198306E+08   0.262962E+08   0.262929E+08   0.000000E+00   0.198306E+08   0.198306E+08   0.198384E+08  -0.471817E+00   0.103988E+08   0.103988E+08   0.353069E+01
   0.411305E-04   0.198305E+08   0.198305E+08   0.262270E+08   0.262221E+08   0.000000E+00   0.198305E+08   0.198305E+08   0.198382E+08  -0.471813E+00   0.103988E+08   0.103988E+08   0.429003E+01
   0.500230E-04   0.198303E+08   0.198303E+08   0.261249E+08   0.261177E+08   0.000000E+00   0.198303E+08   0.198303E+08   0.198380E+08  -0.471807E+00   0.103987E+08   0.103987E+08   0.521035E+01
   0.608381E-04   0.198300E+08   0.198300E+08   0.259745E+08   0.259640E+08   0.000000E+00   0.198300E+08   0.198300E+08   0.198376E+08  -0.471798E+00   0.103985E+08   0.103985E+08   0.632393E+01
   0.739915E-04   0.198296E+08   0.198296E+08   0.257536E+08   0.257381E+08   0.000000E+00   0.198296E+08   0.198296E+08   0.198371E+08  -0.471784E+00   0.103983E+08   0.103983E+08   0.766804E+01
   0.899887E-04   0.198289E+08   0.198289E+08   0.254300E+08   0.254073E+08   0.000000E+00   0.198289E+08   0.198289E+08   0.198364E+08  -0.471765E+00   0.103979E+08   0.103979E+08   0.928446E+01
   0.109444E-03   0.198280E+08   0.198280E+08   0.249582E+08   0.249252E+08   0.000000E+00   0.198280E+08   0.198280E+08   0.198353E+08  -0.471736E+00   0.103974E+08   0.103974E+08   0.112178E+02
   0.133107E-03   0.198266E+08   0.198265E+08   0.242750E+08   0.242273E+08   0.000000E+00   0.198266E+08   0.198266E+08   0.198337E+08  -0.471694E+00   0.103967E+08   0.103967E+08   0.135115E+02
   0.161885E-03   0.198245E+08   0.198244E+08   0.232962E+08   0.232278E+08   0.000000E+00   0.198245E+08   0.198245E+08   0.198313E+08  -0.471632E+00   0.103956E+08   0.103956E+08   0.161998E+02
   0.196885E-03   0.198214E+08   0.198214E+08   0.219149E+08   0.218187E+08   0.000000E+00   0.198214E+08   0.198214E+08   0.198279E+08  -0.471541E+00   0.103939E+08   0.103939E+08   0.192933E+02
   0.239452E-03   0.198170E+08   0.198169E+08   0.200105E+08   0.198781E+08   0.000000E+00   0.198170E+08   0.198170E+08   0.198228E+08  -0.471409E+00   0.103916E+08   0.103916E+08   0.227544E+02
   0.291222E-03   0.198105E+08   0.198103E+08   0.174742E+08   0.172986E+08   0.000000E+00   0.198104E+08   0.198104E+08   0.198155E+08  -0.471219E+00   0.103881E+08   0.103881E+08   0.264618E+02
   0.354185E-03   0.198010E+08   0.198008E+08   0.142699E+08   0.140497E+08   0.000000E+00   0.198010E+08   0.198010E+08   0.198051E+08  -0.470948E+00   0.103830E+08   0.103830E+08   0.301639E+02
   0.430761E-03   0.197874E+08   0.197871E+08   0.105374E+08   0.102842E+08   0.000000E+00   0.197873E+08   0.197873E+08   0.197904E+08  -0.470567E+00   0.103758E+08   0.103757E+08   0.334412E+02
