#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.107044E+04   0.346589E-01   0.000000E+00   0.280145E+01   0.526768E-07   0.317843E-02  -0.134478E-04
     3   0.101323E+04   0.473828E-01   0.000000E+00   0.322999E+01   0.641916E-07   0.318338E-02  -0.149207E-04
     4   0.957861E+03   0.443774E-01   0.000000E+00   0.310231E+01   0.740376E-07   0.310990E-02  -0.134548E-04
     5   0.915955E+03   0.324588E-01   0.000000E+00   0.270113E+01   0.825954E-07   0.300602E-02  -0.102521E-04
     6   0.886885E+03   0.197995E-01   0.000000E+00   0.223429E+01   0.900777E-07   0.289339E-02  -0.629294E-05
     7   0.868194E+03   0.108908E-01   0.000000E+00   0.179837E+01   0.966767E-07   0.278371E-02  -0.254614E-05
     8   0.856802E+03   0.625370E-02   0.000000E+00   0.143114E+01   0.102528E-06   0.267708E-02   0.158066E-06
     9   0.851113E+03   0.437353E-02   0.000000E+00   0.116178E+01   0.107745E-06   0.257119E-02   0.149042E-05
    10   0.849636E+03   0.362023E-02   0.000000E+00   0.994732E+00   0.112401E-06   0.246747E-02   0.174172E-05
    11   0.851104E+03   0.322112E-02   0.000000E+00   0.915232E+00   0.116576E-06   0.237079E-02   0.155925E-05
    12   0.855743E+03   0.281470E-02   0.000000E+00   0.902156E+00   0.120327E-06   0.228269E-02   0.107790E-05
    13   0.861960E+03   0.274676E-02   0.000000E+00   0.927245E+00   0.123699E-06   0.220335E-02   0.325729E-06
    14   0.869115E+03   0.276543E-02   0.000000E+00   0.978662E+00   0.126730E-06   0.213048E-02  -0.492062E-06
    15   0.877569E+03   0.282474E-02   0.000000E+00   0.104782E+01   0.129454E-06   0.206139E-02  -0.113213E-05
    16   0.887697E+03   0.300696E-02   0.000000E+00   0.112587E+01   0.131904E-06   0.199410E-02  -0.141392E-05
    17   0.899280E+03   0.345781E-02   0.000000E+00   0.120185E+01   0.134103E-06   0.192847E-02  -0.138763E-05
    18   0.911298E+03   0.409913E-02   0.000000E+00   0.126801E+01   0.136073E-06   0.186490E-02  -0.115791E-05
    19   0.924887E+03   0.474233E-02   0.000000E+00   0.132481E+01   0.137835E-06   0.180383E-02  -0.826733E-06
    20   0.938655E+03   0.528495E-02   0.000000E+00   0.137280E+01   0.139413E-06   0.174577E-02  -0.494136E-06
    21   0.952784E+03   0.579408E-02   0.000000E+00   0.141796E+01   0.140826E-06   0.169109E-02  -0.240501E-06
    22   0.967351E+03   0.640925E-02   0.000000E+00   0.146182E+01   0.142085E-06   0.163962E-02  -0.729789E-07
    23   0.982146E+03   0.728908E-02   0.000000E+00   0.150684E+01   0.143198E-06   0.159106E-02   0.192127E-07
    24   0.997258E+03   0.853573E-02   0.000000E+00   0.155583E+01   0.144173E-06   0.154515E-02   0.465942E-07
    25   0.101270E+04   0.101592E-01   0.000000E+00   0.161075E+01   0.145018E-06   0.150163E-02   0.194775E-07
    26   0.102834E+04   0.121014E-01   0.000000E+00   0.167390E+01   0.145744E-06   0.146028E-02  -0.519935E-07
    27   0.104434E+04   0.142867E-01   0.000000E+00   0.174275E+01   0.146357E-06   0.142087E-02  -0.157812E-06
    28   0.106049E+04   0.166710E-01   0.000000E+00   0.181473E+01   0.146869E-06   0.138319E-02  -0.288082E-06
    29   0.107695E+04   0.192377E-01   0.000000E+00   0.188663E+01   0.147288E-06   0.134704E-02  -0.433001E-06
    30   0.109374E+04   0.219849E-01   0.000000E+00   0.195356E+01   0.147625E-06   0.131221E-02  -0.582844E-06
    31   0.111064E+04   0.249059E-01   0.000000E+00   0.201106E+01   0.147887E-06   0.127856E-02  -0.728986E-06
    32   0.112781E+04   0.279867E-01   0.000000E+00   0.205598E+01   0.148079E-06   0.124601E-02  -0.866993E-06
    33   0.114531E+04   0.312034E-01   0.000000E+00   0.208532E+01   0.148204E-06   0.121456E-02  -0.993480E-06
    34   0.116307E+04   0.345459E-01   0.000000E+00   0.209733E+01   0.148267E-06   0.118419E-02  -0.110508E-05
    35   0.118108E+04   0.380253E-01   0.000000E+00   0.209249E+01   0.148269E-06   0.115487E-02  -0.119841E-05
    36   0.119927E+04   0.416710E-01   0.000000E+00   0.207115E+01   0.148216E-06   0.112660E-02  -0.127014E-05
    37   0.121756E+04   0.455332E-01   0.000000E+00   0.203467E+01   0.148110E-06   0.109935E-02  -0.131689E-05
    38   0.123617E+04   0.496630E-01   0.000000E+00   0.198636E+01   0.147956E-06   0.107313E-02  -0.133534E-05
    39   0.125509E+04   0.540653E-01   0.000000E+00   0.192737E+01   0.147756E-06   0.104791E-02  -0.132213E-05
    40   0.127410E+04   0.587390E-01   0.000000E+00   0.185812E+01   0.147516E-06   0.102369E-02  -0.127394E-05
    41   0.129335E+04   0.636903E-01   0.000000E+00   0.177876E+01   0.147238E-06   0.100046E-02  -0.118934E-05
    42   0.131261E+04   0.689329E-01   0.000000E+00   0.168926E+01   0.146925E-06   0.978171E-03  -0.107453E-05
