#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.104501E-04   0.198309E+08   0.198309E+08   0.264274E+08   0.264270E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198387E+08  -0.471825E+00   0.103990E+08   0.103990E+08   0.106431E+01
   0.127095E-04   0.198309E+08   0.198309E+08   0.264207E+08   0.264202E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198386E+08  -0.471824E+00   0.103990E+08   0.103990E+08   0.129431E+01
   0.154573E-04   0.198309E+08   0.198309E+08   0.264109E+08   0.264102E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198386E+08  -0.471824E+00   0.103990E+08   0.103990E+08   0.157393E+01
   0.187992E-04   0.198308E+08   0.198308E+08   0.263963E+08   0.263953E+08   0.000000E+00   0.198308E+08   0.198308E+08   0.198386E+08  -0.471823E+00   0.103989E+08   0.103989E+08   0.191385E+01
   0.228637E-04   0.198308E+08   0.198308E+08   0.263749E+08   0.263734E+08   0.000000E+00   0.198308E+08   0.198308E+08   0.198385E+08  -0.471822E+00   0.103989E+08   0.103989E+08   0.232697E+01
   0.278068E-04   0.198307E+08   0.198307E+08   0.263431E+08   0.263409E+08   0.000000E+00   0.198307E+08   0.198307E+08   0.198385E+08  -0.471820E+00   0.103989E+08   0.103989E+08   0.282887E+01
   0.338188E-04   0.198306E+08   0.198306E+08   0.262962E+08   0.262929E+08   0.000000E+00   0.198306E+08   0.198306E+08   0.198384E+08  -0.471817E+00   0.103988E+08   0.103988E+08   0.343833E+01
   0.411305E-04   0.198305E+08   0.198305E+08   0.262270E+08   0.262221E+08   0.000000E+00   0.198305E+08   0.198305E+08   0.198382E+08  -0.471813E+00   0.103988E+08   0.103988E+08   0.417783E+01
   0.500230E-04   0.198303E+08   0.198303E+08   0.261249E+08   0.261177E+08   0.000000E+00   0.198303E+08   0.198303E+08   0.198380E+08  -0.471807E+00   0.103987E+08   0.103987E+08   0.507415E+01
   0.608381E-04   0.198300E+08   0.198300E+08   0.259745E+08   0.259640E+08   0.000000E+00   0.198300E+08   0.198300E+08   0.198376E+08  -0.471798E+00   0.103985E+08   0.103985E+08   0.615873E+01
   0.739915E-04   0.198296E+08   0.198296E+08   0.257536E+08   0.257381E+08   0.000000E+00   0.198296E+08   0.198296E+08   0.198371E+08  -0.471784E+00   0.103983E+08   0.103983E+08   0.746791E+01
   0.899887E-04   0.198289E+08   0.198289E+08   0.254300E+08   0.254073E+08   0.000000E+00   0.198289E+08   0.198289E+08   0.198364E+08  -0.471765E+00   0.103979E+08   0.103979E+08   0.904249E+01
   0.109444E-03   0.198280E+08   0.198280E+08   0.249582E+08   0.249252E+08   0.000000E+00   0.198280E+08   0.198280E+08   0.198353E+08  -0.471736E+00   0.103974E+08   0.103974E+08   0.109261E+02
   0.133107E-03   0.198266E+08   0.198265E+08   0.242750E+08   0.242273E+08   0.000000E+00   0.198266E+08   0.198266E+08   0.198337E+08  -0.471694E+00   0.103967E+08   0.103967E+08   0.131612E+02
