#    L    TT             EE             BB             TE          
     2   0.107045E+04   0.346608E-01   0.193082E-05   0.280145E+01
     3   0.101324E+04   0.473867E-01   0.386220E-05   0.322999E+01
     4   0.957873E+03   0.443839E-01   0.643825E-05   0.310231E+01
     5   0.915974E+03   0.324684E-01   0.965969E-05   0.270113E+01
     6   0.886911E+03   0.198130E-01   0.135274E-04   0.223429E+01
     7   0.868228E+03   0.109088E-01   0.180426E-04   0.179837E+01
     8   0.856845E+03   0.627691E-02   0.232063E-04   0.143113E+01
     9   0.851166E+03   0.440255E-02   0.290201E-04   0.116177E+01
    10   0.849700E+03   0.365572E-02   0.354853E-04   0.994721E+00
    11   0.851181E+03   0.326372E-02   0.426037E-04   0.915216E+00
    12   0.855833E+03   0.286508E-02   0.503771E-04   0.902135E+00
    13   0.862064E+03   0.280557E-02   0.588071E-04   0.927215E+00
    14   0.869235E+03   0.283332E-02   0.678959E-04   0.978623E+00
    15   0.877705E+03   0.290237E-02   0.776453E-04   0.104777E+01
    16   0.887850E+03   0.309500E-02   0.880575E-04   0.112581E+01
    17   0.899451E+03   0.355692E-02   0.991345E-04   0.120177E+01
    18   0.911489E+03   0.420997E-02   0.110879E-03   0.126792E+01
    19   0.925098E+03   0.486557E-02   0.123292E-03   0.132468E+01
    20   0.938887E+03   0.542126E-02   0.136376E-03   0.137265E+01
    21   0.953037E+03   0.594412E-02   0.150133E-03   0.141779E+01
    22   0.967626E+03   0.657369E-02   0.164566E-03   0.146161E+01
    23   0.982444E+03   0.746859E-02   0.179676E-03   0.150659E+01
    24   0.997579E+03   0.873098E-02   0.195465E-03   0.155555E+01
    25   0.101305E+04   0.103709E-01   0.211936E-03   0.161042E+01
    26   0.102871E+04   0.123301E-01   0.229089E-03   0.167352E+01
    27   0.104473E+04   0.145332E-01   0.246926E-03   0.174232E+01
    28   0.106091E+04   0.169359E-01   0.265450E-03   0.181423E+01
    29   0.107740E+04   0.195217E-01   0.284660E-03   0.188607E+01
    30   0.109421E+04   0.222887E-01   0.304559E-03   0.195294E+01
    31   0.111114E+04   0.252301E-01   0.325148E-03   0.201036E+01
    32   0.112834E+04   0.283320E-01   0.346427E-03   0.205520E+01
    33   0.114587E+04   0.315703E-01   0.368398E-03   0.208446E+01
    34   0.116366E+04   0.349353E-01   0.391060E-03   0.209638E+01
    35   0.118170E+04   0.384377E-01   0.414415E-03   0.209145E+01
    36   0.119992E+04   0.421071E-01   0.438463E-03   0.207001E+01
    37   0.121823E+04   0.459936E-01   0.463203E-03   0.203342E+01
    38   0.123687E+04   0.501483E-01   0.488637E-03   0.198501E+01
    39   0.125583E+04   0.545761E-01   0.514763E-03   0.192591E+01
    40   0.127487E+04   0.592761E-01   0.541582E-03   0.185655E+01
    41   0.129415E+04   0.642541E-01   0.569094E-03   0.177707E+01
    42   0.131344E+04   0.695241E-01   0.597296E-03   0.168745E+01
    43   0.133288E+04   0.751017E-01   0.626190E-03   0.158764E+01
    44   0.135234E+04   0.809876E-01   0.655774E-03   0.147847E+01
    45   0.137218E+04   0.871931E-01   0.686047E-03   0.136087E+01
    46   0.139232E+04   0.937255E-01   0.717009E-03   0.123335E+01
    47   0.141262E+04   0.100564E+00   0.748658E-03   0.109484E+01
    48   0.143299E+04   0.107688E+00   0.780994E-03   0.946985E+00
    49   0.145352E+04   0.115055E+00   0.814015E-03   0.790844E+00
    50   0.147443E+04   0.122613E+00   0.847720E-03   0.620699E+00
    51   0.149548E+04   0.130320E+00   0.882108E-03   0.430316E+00
    52   0.151691E+04   0.138286E+00   0.917178E-03   0.217057E+00
    53   0.153835E+04   0.146695E+00   0.952929E-03  -0.189741E-01
    54   0.155972E+04   0.155576E+00   0.989360E-03  -0.269702E+00
    55   0.158125E+04   0.164942E+00   0.102647E-02  -0.526937E+00
    56   0.160317E+04   0.174674E+00   0.106426E-02  -0.789630E+00
    57   0.162540E+04   0.184635E+00   0.110272E-02  -0.105899E+01
    58   0.164795E+04   0.194795E+00   0.114186E-02  -0.133804E+01
