#    L    TT             EE             BB             TE          
     2   0.107045E+04   0.346608E-01   0.192141E-05   0.280145E+01
     3   0.101324E+04   0.473866E-01   0.384339E-05   0.322999E+01
     4   0.957873E+03   0.443838E-01   0.640689E-05   0.310231E+01
     5   0.915973E+03   0.324684E-01   0.961266E-05   0.270113E+01
     6   0.886911E+03   0.198129E-01   0.134616E-04   0.223429E+01
     7   0.868228E+03   0.109087E-01   0.179548E-04   0.179836E+01
     8   0.856846E+03   0.627680E-02   0.230934E-04   0.143113E+01
     9   0.851167E+03   0.440241E-02   0.288790E-04   0.116177E+01
    10   0.849702E+03   0.365555E-02   0.353129E-04   0.994721E+00
    11   0.851183E+03   0.326351E-02   0.423968E-04   0.915216E+00
    12   0.855835E+03   0.286483E-02   0.501325E-04   0.902135E+00
    13   0.862067E+03   0.280528E-02   0.585218E-04   0.927215E+00
    14   0.869239E+03   0.283299E-02   0.675667E-04   0.978623E+00
    15   0.877709E+03   0.290199E-02   0.772691E-04   0.104777E+01
    16   0.887855E+03   0.309457E-02   0.876311E-04   0.112581E+01
    17   0.899457E+03   0.355643E-02   0.986548E-04   0.120177E+01
    18   0.911495E+03   0.420943E-02   0.110342E-03   0.126792E+01
    19   0.925104E+03   0.486496E-02   0.122696E-03   0.132468E+01
    20   0.938894E+03   0.542059E-02   0.135717E-03   0.137265E+01
    21   0.953045E+03   0.594339E-02   0.149409E-03   0.141779E+01
    22   0.967634E+03   0.657289E-02   0.163773E-03   0.146161E+01
    23   0.982453E+03   0.746771E-02   0.178811E-03   0.150659E+01
    24   0.997589E+03   0.873002E-02   0.194525E-03   0.155555E+01
    25   0.101306E+04   0.103699E-01   0.210917E-03   0.161042E+01
    26   0.102872E+04   0.123290E-01   0.227989E-03   0.167352E+01
    27   0.104475E+04   0.145319E-01   0.245741E-03   0.174232E+01
    28   0.106092E+04   0.169346E-01   0.264177E-03   0.181424E+01
    29   0.107741E+04   0.195203E-01   0.283297E-03   0.188607E+01
    30   0.109423E+04   0.222872E-01   0.303102E-03   0.195294E+01
    31   0.111116E+04   0.252284E-01   0.323594E-03   0.201036E+01
    32   0.112836E+04   0.283302E-01   0.344773E-03   0.205520E+01
    33   0.114589E+04   0.315685E-01   0.366640E-03   0.208446E+01
    34   0.116368E+04   0.349333E-01   0.389196E-03   0.209638E+01
    35   0.118172E+04   0.384356E-01   0.412441E-03   0.209145E+01
    36   0.119994E+04   0.421048E-01   0.436376E-03   0.207001E+01
    37   0.121826E+04   0.459912E-01   0.461001E-03   0.203343E+01
    38   0.123690E+04   0.501458E-01   0.486316E-03   0.198501E+01
    39   0.125585E+04   0.545734E-01   0.512321E-03   0.192592E+01
    40   0.127490E+04   0.592732E-01   0.539015E-03   0.185655E+01
    41   0.129418E+04   0.642511E-01   0.566398E-03   0.177707E+01
    42   0.131347E+04   0.695209E-01   0.594469E-03   0.168745E+01
    43   0.133292E+04   0.750983E-01   0.623229E-03   0.158765E+01
    44   0.135238E+04   0.809840E-01   0.652675E-03   0.147848E+01
    45   0.137222E+04   0.871893E-01   0.682808E-03   0.136088E+01
    46   0.139236E+04   0.937215E-01   0.713627E-03   0.123337E+01
    47   0.141266E+04   0.100560E+00   0.745129E-03   0.109486E+01
    48   0.143304E+04   0.107684E+00   0.777315E-03   0.947000E+00
    49   0.145357E+04   0.115050E+00   0.810183E-03   0.790861E+00
    50   0.147448E+04   0.122609E+00   0.843733E-03   0.620717E+00
    51   0.149553E+04   0.130315E+00   0.877962E-03   0.430336E+00
    52   0.151697E+04   0.138281E+00   0.912870E-03   0.217079E+00
    53   0.153841E+04   0.146690E+00   0.948456E-03  -0.189500E-01
    54   0.155978E+04   0.155570E+00   0.984719E-03  -0.269676E+00
    55   0.158132E+04   0.164936E+00   0.102166E-02  -0.526908E+00
    56   0.160324E+04   0.174667E+00   0.105927E-02  -0.789599E+00
    57   0.162547E+04   0.184628E+00   0.109756E-02  -0.105896E+01
    58   0.164802E+04   0.194788E+00   0.113652E-02  -0.133800E+01
    59   0.167074E+04   0.205145E+00   0.117615E-02  -0.162976E+01
    60   0.169363E+04   0.215714E+00   0.121646E-02  -0.193583E+01
    61   0.171700E+04   0.226560E+00   0.125743E-02  -0.225723E+01
    62   0.174023E+04   0.237694E+00   0.129908E-02  -0.259501E+01
    63   0.176357E+04   0.249113E+00   0.134140E-02  -0.294987E+01
    64   0.178728E+04   0.260865E+00   0.138439E-02  -0.332272E+01
    65   0.181101E+04   0.272962E+00   0.142805E-02  -0.371390E+01
    66   0.183505E+04   0.285363E+00   0.147239E-02  -0.412119E+01
    67   0.185924E+04   0.298057E+00   0.151739E-02  -0.454136E+01
    68   0.188388E+04   0.311063E+00   0.156307E-02  -0.497220E+01
    69   0.190875E+04   0.324319E+00   0.160943E-02  -0.541143E+01
    70   0.193398E+04   0.337843E+00   0.165646E-02  -0.586021E+01
    71   0.195943E+04   0.351608E+00   0.170416E-02  -0.632059E+01
    72   0.198509E+04   0.365601E+00   0.175254E-02  -0.679445E+01
    73   0.201091E+04   0.379804E+00   0.180161E-02  -0.728309E+01
    74   0.203688E+04   0.394225E+00   0.185135E-02  -0.778633E+01
    75   0.206308E+04   0.408892E+00   0.190178E-02  -0.830340E+01
    76   0.208945E+04   0.423820E+00   0.195289E-02  -0.883414E+01
    77   0.211605E+04   0.438993E+00   0.200469E-02  -0.937783E+01
    78   0.214298E+04   0.454424E+00   0.205718E-02  -0.993512E+01
    79   0.217008E+04   0.470047E+00   0.211036E-02  -0.105015E+02
    80   0.219750E+04   0.485853E+00   0.216424E-02  -0.110775E+02
    81   0.222518E+04   0.501779E+00   0.221882E-02  -0.116631E+02
    82   0.225319E+04   0.517842E+00   0.227410E-02  -0.122573E+02
    83   0.228145E+04   0.534008E+00   0.233009E-02  -0.128602E+02
    84   0.231003E+04   0.550269E+00   0.238678E-02  -0.134700E+02
    85   0.233878E+04   0.566594E+00   0.244418E-02  -0.140880E+02
    86   0.236777E+04   0.582987E+00   0.250230E-02  -0.147135E+02
    87   0.239721E+04   0.599410E+00   0.256114E-02  -0.153455E+02
    88   0.242667E+04   0.615868E+00   0.262070E-02  -0.159839E+02
    89   0.245650E+04   0.632338E+00   0.268098E-02  -0.166300E+02
    90   0.248656E+04   0.648772E+00   0.274200E-02  -0.172807E+02
    91   0.251677E+04   0.665157E+00   0.280374E-02  -0.179367E+02
    92   0.254728E+04   0.681477E+00   0.286623E-02  -0.185972E+02
    93   0.257809E+04   0.697730E+00   0.292945E-02  -0.192624E+02
    94   0.260897E+04   0.713880E+00   0.299342E-02  -0.199307E+02
    95   0.264015E+04   0.729930E+00   0.305814E-02  -0.206031E+02
    96   0.267134E+04   0.745869E+00   0.312360E-02  -0.212787E+02
    97   0.270298E+04   0.761685E+00   0.318983E-02  -0.219570E+02
    98   0.273485E+04   0.777373E+00   0.325681E-02  -0.226357E+02
    99   0.276680E+04   0.792899E+00   0.332456E-02  -0.233179E+02
   100   0.279906E+04   0.808266E+00   0.339308E-02  -0.239992E+02
   101   0.283147E+04   0.823537E+00   0.346237E-02  -0.246827E+02
   102   0.286441E+04   0.838565E+00   0.353244E-02  -0.253661E+02
   103   0.289729E+04   0.853428E+00   0.360328E-02  -0.260503E+02
   104   0.293041E+04   0.868130E+00   0.367491E-02  -0.267323E+02
   105   0.296369E+04   0.882598E+00   0.374733E-02  -0.274138E+02
   106   0.299720E+04   0.896911E+00   0.382054E-02  -0.280940E+02
   107   0.303065E+04   0.910922E+00   0.389455E-02  -0.287715E+02
   108   0.306450E+04   0.924709E+00   0.396936E-02  -0.294471E+02
   109   0.309850E+04   0.938200E+00   0.404498E-02  -0.301193E+02
   110   0.313260E+04   0.951399E+00   0.412141E-02  -0.307869E+02
   111   0.316687E+04   0.964381E+00   0.419865E-02  -0.314512E+02
   112   0.320130E+04   0.977072E+00   0.427672E-02  -0.321115E+02
   113   0.323598E+04   0.989470E+00   0.435560E-02  -0.327662E+02
   114   0.327074E+04   0.100150E+01   0.443532E-02  -0.334145E+02
   115   0.330575E+04   0.101330E+01   0.451588E-02  -0.340562E+02
   116   0.334076E+04   0.102466E+01   0.459727E-02  -0.346905E+02
   117   0.337609E+04   0.103564E+01   0.467951E-02  -0.353166E+02
   118   0.341158E+04   0.104640E+01   0.476260E-02  -0.359351E+02
   119   0.344708E+04   0.105677E+01   0.484654E-02  -0.365438E+02
   120   0.348274E+04   0.106662E+01   0.493135E-02  -0.371424E+02
   121   0.351841E+04   0.107623E+01   0.501703E-02  -0.377309E+02
   122   0.355416E+04   0.108530E+01   0.510358E-02  -0.383085E+02
   123   0.359000E+04   0.109392E+01   0.519102E-02  -0.388751E+02
   124   0.362591E+04   0.110214E+01   0.527934E-02  -0.394275E+02
   125   0.366183E+04   0.110991E+01   0.536855E-02  -0.399681E+02
   126   0.369784E+04   0.111728E+01   0.545867E-02  -0.404958E+02
   127   0.373384E+04   0.112410E+01   0.554969E-02  -0.410098E+02
   128   0.376985E+04   0.113053E+01   0.564163E-02  -0.415094E+02
   129   0.380594E+04   0.113641E+01   0.573450E-02  -0.419937E+02
   130   0.384203E+04   0.114175E+01   0.582829E-02  -0.424618E+02
   131   0.387812E+04   0.114668E+01   0.592302E-02  -0.429152E+02
   132   0.391428E+04   0.115106E+01   0.601869E-02  -0.433509E+02
   133   0.395037E+04   0.115497E+01   0.611532E-02  -0.437710E+02
   134   0.398646E+04   0.115840E+01   0.621291E-02  -0.441713E+02
   135   0.402255E+04   0.116128E+01   0.631146E-02  -0.445545E+02
   136   0.405850E+04   0.116361E+01   0.641100E-02  -0.449171E+02
   137   0.409444E+04   0.116546E+01   0.651152E-02  -0.452612E+02
   138   0.413031E+04   0.116677E+01   0.661303E-02  -0.455855E+02
   139   0.416596E+04   0.116767E+01   0.671554E-02  -0.458891E+02
   140   0.420168E+04   0.116795E+01   0.681906E-02  -0.461727E+02
   141   0.423718E+04   0.116768E+01   0.692360E-02  -0.464343E+02
   142   0.427268E+04   0.116694E+01   0.702916E-02  -0.466745E+02
   143   0.430811E+04   0.116572E+01   0.713575E-02  -0.468933E+02
   144   0.434331E+04   0.116395E+01   0.724339E-02  -0.470900E+02
   145   0.437837E+04   0.116178E+01   0.735207E-02  -0.472639E+02
   146   0.441350E+04   0.115899E+01   0.746181E-02  -0.474149E+02
   147   0.444826E+04   0.115580E+01   0.757260E-02  -0.475416E+02
   148   0.448287E+04   0.115206E+01   0.768447E-02  -0.476456E+02
   149   0.451740E+04   0.114784E+01   0.779742E-02  -0.477252E+02
   150   0.455164E+04   0.114323E+01   0.791144E-02  -0.477783E+02
   151   0.458573E+04   0.113814E+01   0.802655E-02  -0.478079E+02
   152   0.461952E+04   0.113251E+01   0.814276E-02  -0.478124E+02
   153   0.465316E+04   0.112648E+01   0.826007E-02  -0.477897E+02
   154   0.468657E+04   0.112006E+01   0.837848E-02  -0.477419E+02
   155   0.471975E+04   0.111324E+01   0.849799E-02  -0.476682E+02
   156   0.475255E+04   0.110603E+01   0.861862E-02  -0.475686E+02
   157   0.478527E+04   0.109843E+01   0.874037E-02  -0.474417E+02
   158   0.481767E+04   0.109051E+01   0.886324E-02  -0.472881E+02
   159   0.484976E+04   0.108214E+01   0.898722E-02  -0.471079E+02
   160   0.488162E+04   0.107345E+01   0.911234E-02  -0.468995E+02
   161   0.491323E+04   0.106452E+01   0.923858E-02  -0.466643E+02
   162   0.494452E+04   0.105522E+01   0.936595E-02  -0.464024E+02
   163   0.497564E+04   0.104560E+01   0.949444E-02  -0.461123E+02
   164   0.500630E+04   0.103576E+01   0.962407E-02  -0.457954E+02
   165   0.503678E+04   0.102561E+01   0.975482E-02  -0.454495E+02
   166   0.506693E+04   0.101531E+01   0.988670E-02  -0.450760E+02
   167   0.509684E+04   0.100463E+01   0.100197E-01  -0.446756E+02
   168   0.512626E+04   0.993953E+00   0.101538E-01  -0.442462E+02
   169   0.515536E+04   0.982975E+00   0.102891E-01  -0.437877E+02
   170   0.518413E+04   0.971924E+00   0.104255E-01  -0.433015E+02
   171   0.521241E+04   0.960800E+00   0.105630E-01  -0.427855E+02
   172   0.524028E+04   0.949532E+00   0.107016E-01  -0.422410E+02
   173   0.526767E+04   0.938120E+00   0.108413E-01  -0.416680E+02
   174   0.529472E+04   0.926862E+00   0.109821E-01  -0.410666E+02
   175   0.532135E+04   0.915465E+00   0.111240E-01  -0.404359E+02
   176   0.534742E+04   0.904151E+00   0.112670E-01  -0.397760E+02
   177   0.537307E+04   0.892848E+00   0.114111E-01  -0.390884E+02
   178   0.539823E+04   0.881781E+00   0.115563E-01  -0.383715E+02
   179   0.542290E+04   0.870655E+00   0.117026E-01  -0.376255E+02
   180   0.544723E+04   0.859695E+00   0.118499E-01  -0.368517E+02
   181   0.547100E+04   0.848903E+00   0.119982E-01  -0.360502E+02
   182   0.549428E+04   0.838355E+00   0.121477E-01  -0.352196E+02
   183   0.551699E+04   0.827978E+00   0.122981E-01  -0.343613E+02
   184   0.553929E+04   0.817849E+00   0.124496E-01  -0.334746E+02
   185   0.556110E+04   0.808119E+00   0.126021E-01  -0.325618E+02
   186   0.558205E+04   0.798647E+00   0.127557E-01  -0.316199E+02
   187   0.560282E+04   0.789578E+00   0.129102E-01  -0.306505E+02
   188   0.562302E+04   0.780897E+00   0.130658E-01  -0.296549E+02
   189   0.564258E+04   0.772645E+00   0.132223E-01  -0.286317E+02
   190   0.566196E+04   0.764875E+00   0.133798E-01  -0.275833E+02
   191   0.568040E+04   0.757611E+00   0.135382E-01  -0.265065E+02
   192   0.569843E+04   0.750877E+00   0.136976E-01  -0.254038E+02
   193   0.571583E+04   0.744720E+00   0.138580E-01  -0.242765E+02
   194   0.573281E+04   0.739171E+00   0.140193E-01  -0.231224E+02
   195   0.574917E+04   0.734269E+00   0.141815E-01  -0.219439E+02
   196   0.576488E+04   0.730053E+00   0.143446E-01  -0.207401E+02
   197   0.578012E+04   0.726570E+00   0.145086E-01  -0.195127E+02
   198   0.579480E+04   0.723843E+00   0.146735E-01  -0.182607E+02
   199   0.580891E+04   0.721912E+00   0.148393E-01  -0.169851E+02
   200   0.582247E+04   0.720807E+00   0.150059E-01  -0.156865E+02
   201   0.583540E+04   0.720591E+00   0.151734E-01  -0.143643E+02
   202   0.584777E+04   0.721272E+00   0.153417E-01  -0.130199E+02
   203   0.585951E+04   0.722913E+00   0.155108E-01  -0.116527E+02
   204   0.587055E+04   0.725536E+00   0.156808E-01  -0.102657E+02
   205   0.588103E+04   0.729188E+00   0.158515E-01  -0.885671E+01
   206   0.589080E+04   0.733909E+00   0.160230E-01  -0.742702E+01
   207   0.590001E+04   0.739723E+00   0.161953E-01  -0.597713E+01
   208   0.590845E+04   0.746684E+00   0.163684E-01  -0.450762E+01
   209   0.591625E+04   0.754815E+00   0.165422E-01  -0.301888E+01
   210   0.592342E+04   0.764171E+00   0.167167E-01  -0.151187E+01
   211   0.592996E+04   0.774783E+00   0.168919E-01   0.133085E-01
   212   0.593573E+04   0.786683E+00   0.170678E-01   0.155568E+01
   213   0.594093E+04   0.799917E+00   0.172444E-01   0.311525E+01
   214   0.594543E+04   0.814479E+00   0.174217E-01   0.469076E+01
   215   0.594930E+04   0.830565E+00   0.175996E-01   0.628142E+01
   216   0.595246E+04   0.847990E+00   0.177782E-01   0.788772E+01
   217   0.595507E+04   0.866913E+00   0.179573E-01   0.950760E+01
   218   0.595697E+04   0.887334E+00   0.181371E-01   0.111412E+02
   219   0.595825E+04   0.909257E+00   0.183174E-01   0.127896E+02
   220   0.595889E+04   0.932830E+00   0.184984E-01   0.144481E+02
   221   0.595890E+04   0.957982E+00   0.186798E-01   0.161189E+02
   222   0.595828E+04   0.984863E+00   0.188618E-01   0.178007E+02
   223   0.595688E+04   0.101340E+01   0.190443E-01   0.194939E+02
   224   0.595500E+04   0.104359E+01   0.192273E-01   0.211949E+02
   225   0.595242E+04   0.107560E+01   0.194108E-01   0.229067E+02
   226   0.594920E+04   0.110941E+01   0.195947E-01   0.246254E+02
   227   0.594528E+04   0.114504E+01   0.197790E-01   0.263525E+02
   228   0.594081E+04   0.118247E+01   0.199638E-01   0.280864E+02
   229   0.593570E+04   0.122180E+01   0.201489E-01   0.298257E+02
   230   0.592989E+04   0.126302E+01   0.203344E-01   0.315711E+02
   231   0.592338E+04   0.130620E+01   0.205202E-01   0.333217E+02
   232   0.591631E+04   0.135128E+01   0.207064E-01   0.350760E+02
   233   0.590861E+04   0.139848E+01   0.208929E-01   0.368325E+02
   234   0.590014E+04   0.144765E+01   0.210796E-01   0.385920E+02
   235   0.589110E+04   0.149886E+01   0.212666E-01   0.403528E+02
   236   0.588137E+04   0.155213E+01   0.214538E-01   0.421149E+02
   237   0.587100E+04   0.160752E+01   0.216412E-01   0.438769E+02
   238   0.586001E+04   0.166511E+01   0.218288E-01   0.456387E+02
   239   0.584846E+04   0.172475E+01   0.220166E-01   0.473994E+02
   240   0.583613E+04   0.178653E+01   0.222045E-01   0.491568E+02
   241   0.582333E+04   0.185058E+01   0.223925E-01   0.509117E+02
   242   0.580989E+04   0.191677E+01   0.225805E-01   0.526632E+02
   243   0.579582E+04   0.198524E+01   0.227687E-01   0.544099E+02
   244   0.578113E+04   0.205592E+01   0.229568E-01   0.561523E+02
   245   0.576581E+04   0.212889E+01   0.231450E-01   0.578876E+02
   246   0.574993E+04   0.220414E+01   0.233332E-01   0.596172E+02
   247   0.573350E+04   0.228161E+01   0.235213E-01   0.613387E+02
   248   0.571644E+04   0.236167E+01   0.237094E-01   0.630522E+02
   249   0.569890E+04   0.244379E+01   0.238973E-01   0.647568E+02
   250   0.568073E+04   0.252844E+01   0.240852E-01   0.664511E+02
   251   0.566208E+04   0.261530E+01   0.242729E-01   0.681358E+02
   252   0.564273E+04   0.270461E+01   0.244604E-01   0.698093E+02
   253   0.562305E+04   0.279613E+01   0.246478E-01   0.714701E+02
   254   0.560274E+04   0.289016E+01   0.248349E-01   0.731182E+02
   255   0.558188E+04   0.298641E+01   0.250219E-01   0.747535E+02
   256   0.556054E+04   0.308525E+01   0.252085E-01   0.763761E+02
   257   0.553873E+04   0.318621E+01   0.253949E-01   0.779776E+02
   258   0.551637E+04   0.328969E+01   0.255810E-01   0.795708E+02
   259   0.549354E+04   0.339552E+01   0.257668E-01   0.811407E+02
   260   0.547030E+04   0.350370E+01   0.259522E-01   0.827021E+02
   261   0.544652E+04   0.361415E+01   0.261373E-01   0.842327E+02
   262   0.542219E+04   0.372711E+01   0.263219E-01   0.857548E+02
   263   0.539769E+04   0.384234E+01   0.265062E-01   0.872609E+02
   264   0.537257E+04   0.395991E+01   0.266901E-01   0.887436E+02
   265   0.534690E+04   0.407975E+01   0.268735E-01   0.901953E+02
   266   0.532091E+04   0.420209E+01   0.270565E-01   0.916384E+02
   267   0.529438E+04   0.432654E+01   0.272389E-01   0.930505E+02
   268   0.526745E+04   0.445348E+01   0.274209E-01   0.944464E+02
   269   0.523998E+04   0.458260E+01   0.276024E-01   0.958188E+02
   270   0.521227E+04   0.471399E+01   0.277834E-01   0.971675E+02
   271   0.518409E+04   0.484756E+01   0.279638E-01   0.984925E+02
   272   0.515567E+04   0.498361E+01   0.281437E-01   0.997864E+02
   273   0.512678E+04   0.512154E+01   0.283230E-01   0.101064E+03
   274   0.509757E+04   0.526195E+01   0.285017E-01   0.102303E+03
   275   0.506798E+04   0.540431E+01   0.286798E-01   0.103525E+03
   276   0.503814E+04   0.554885E+01   0.288573E-01   0.104709E+03
   277   0.500784E+04   0.569557E+01   0.290342E-01   0.105877E+03
   278   0.497730E+04   0.584438E+01   0.292105E-01   0.107005E+03
