#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    49   0.145238E+04   0.793594E+00   0.843987E-03   0.793594E+00   0.114256E+00  -0.101020E-06   0.843987E-03  -0.101020E-06   0.143947E-06
    50   0.147325E+04   0.623580E+00   0.827284E-03   0.623580E+00   0.121782E+00  -0.330763E-07   0.827284E-03  -0.330763E-07   0.143422E-06
    51   0.149427E+04   0.433328E+00   0.811050E-03   0.433328E+00   0.129457E+00  -0.427771E-08   0.811050E-03  -0.427771E-08   0.142879E-06
    52   0.151566E+04   0.220195E+00   0.795269E-03   0.220195E+00   0.137390E+00  -0.101463E-07   0.795269E-03  -0.101463E-07   0.142318E-06
    53   0.153706E+04  -0.157124E-01   0.779936E-03  -0.157124E-01   0.145766E+00  -0.437191E-07   0.779936E-03  -0.437191E-07   0.141742E-06
    54   0.155840E+04  -0.266321E+00   0.765045E-03  -0.266321E+00   0.154613E+00  -0.980329E-07   0.765045E-03  -0.980329E-07   0.141151E-06
    55   0.157989E+04  -0.523442E+00   0.750587E-03  -0.523442E+00   0.163945E+00  -0.166125E-06   0.750587E-03  -0.166125E-06   0.140545E-06
    56   0.160177E+04  -0.786028E+00   0.736558E-03  -0.786028E+00   0.173642E+00  -0.241032E-06   0.736558E-03  -0.241032E-06   0.139926E-06
    57   0.162397E+04  -0.105529E+01   0.722951E-03  -0.105529E+01   0.183568E+00  -0.315790E-06   0.722951E-03  -0.315790E-06   0.139295E-06
    58   0.164648E+04  -0.133425E+01   0.709758E-03  -0.133425E+01   0.193693E+00  -0.383438E-06   0.709758E-03  -0.383438E-06   0.138652E-06
    59   0.166915E+04  -0.162592E+01   0.696974E-03  -0.162592E+01   0.204015E+00  -0.437011E-06   0.696974E-03  -0.437011E-06   0.137999E-06
    60   0.169200E+04  -0.193192E+01   0.684592E-03  -0.193192E+01   0.214548E+00  -0.469547E-06   0.684592E-03  -0.469547E-06   0.137336E-06
    61   0.171533E+04  -0.225326E+01   0.672603E-03  -0.225326E+01   0.225358E+00  -0.476169E-06   0.672603E-03  -0.476169E-06   0.136664E-06
    62   0.173852E+04  -0.259100E+01   0.660985E-03  -0.259100E+01   0.236456E+00  -0.460343E-06   0.660985E-03  -0.460343E-06   0.135984E-06
    63   0.176181E+04  -0.294582E+01   0.649715E-03  -0.294582E+01   0.247839E+00  -0.427624E-06   0.649715E-03  -0.427624E-06   0.135297E-06
    64   0.178548E+04  -0.331866E+01   0.638767E-03  -0.331866E+01   0.259554E+00  -0.383564E-06   0.638767E-03  -0.383564E-06   0.134604E-06
    65   0.180917E+04  -0.370984E+01   0.628118E-03  -0.370984E+01   0.271614E+00  -0.333717E-06   0.628118E-03  -0.333717E-06   0.133904E-06
    66   0.183317E+04  -0.411715E+01   0.617744E-03  -0.411715E+01   0.283978E+00  -0.283635E-06   0.617744E-03  -0.283635E-06   0.133199E-06
    67   0.185732E+04  -0.453735E+01   0.607620E-03  -0.453735E+01   0.296635E+00  -0.238873E-06   0.607620E-03  -0.238873E-06   0.132490E-06
    68   0.188191E+04  -0.496825E+01   0.597721E-03  -0.496825E+01   0.309603E+00  -0.204984E-06   0.597721E-03  -0.204984E-06   0.131777E-06
    69   0.190673E+04  -0.540756E+01   0.588025E-03  -0.540756E+01   0.322821E+00  -0.187520E-06   0.588025E-03  -0.187520E-06   0.131060E-06
    70   0.193192E+04  -0.585644E+01   0.578506E-03  -0.585644E+01   0.336307E+00  -0.192035E-06   0.578506E-03  -0.192035E-06   0.130342E-06
    71   0.195732E+04  -0.631694E+01   0.569147E-03  -0.631694E+01   0.350035E+00  -0.222416E-06   0.569147E-03  -0.222416E-06   0.129621E-06
    72   0.198295E+04  -0.679095E+01   0.559951E-03  -0.679095E+01   0.363989E+00  -0.275887E-06   0.559951E-03  -0.275887E-06   0.128899E-06
    73   0.200872E+04  -0.727976E+01   0.550930E-03  -0.727976E+01   0.378154E+00  -0.348004E-06   0.550930E-03  -0.348004E-06   0.128176E-06
    74   0.203465E+04  -0.778320E+01   0.542094E-03  -0.778320E+01   0.392536E+00  -0.434324E-06   0.542094E-03  -0.434324E-06   0.127452E-06
    75   0.206081E+04  -0.830051E+01   0.533453E-03  -0.830051E+01   0.407165E+00  -0.530404E-06   0.533453E-03  -0.530404E-06   0.126727E-06
    76   0.208713E+04  -0.883150E+01   0.525019E-03  -0.883150E+01   0.422055E+00  -0.631802E-06   0.525019E-03  -0.631802E-06   0.126001E-06
    77   0.211370E+04  -0.937549E+01   0.516800E-03  -0.937549E+01   0.437189E+00  -0.734074E-06   0.516800E-03  -0.734074E-06   0.125275E-06
    78   0.214058E+04  -0.993310E+01   0.508809E-03  -0.993310E+01   0.452582E+00  -0.832777E-06   0.508809E-03  -0.832777E-06   0.124548E-06
    79   0.216764E+04  -0.104998E+02   0.501055E-03  -0.104998E+02   0.468166E+00  -0.923468E-06   0.501055E-03  -0.923468E-06   0.123822E-06
    80   0.219502E+04  -0.110762E+02   0.493549E-03  -0.110762E+02   0.483933E+00  -0.100171E-05   0.493549E-03  -0.100171E-05   0.123096E-06
    81   0.222266E+04  -0.116622E+02   0.486298E-03  -0.116622E+02   0.499822E+00  -0.106402E-05   0.486298E-03  -0.106402E-05   0.122370E-06
    82   0.225063E+04  -0.122570E+02   0.479290E-03  -0.122570E+02   0.515846E+00  -0.111082E-05   0.479290E-03  -0.111082E-05   0.121645E-06
    83   0.227885E+04  -0.128603E+02   0.472511E-03  -0.128603E+02   0.531974E+00  -0.114351E-05   0.472511E-03  -0.114351E-05   0.120921E-06
    84   0.230739E+04  -0.134707E+02   0.465945E-03  -0.134707E+02   0.548196E+00  -0.116348E-05   0.465945E-03  -0.116348E-05   0.120198E-06
    85   0.233610E+04  -0.140893E+02   0.459579E-03  -0.140893E+02   0.564482E+00  -0.117212E-05   0.459579E-03  -0.117212E-05   0.119476E-06
    86   0.236505E+04  -0.147154E+02   0.453397E-03  -0.147154E+02   0.580837E+00  -0.117082E-05   0.453397E-03  -0.117082E-05   0.118756E-06
    87   0.239446E+04  -0.153481E+02   0.447384E-03  -0.153481E+02   0.597221E+00  -0.116097E-05   0.447384E-03  -0.116097E-05   0.118039E-06
    88   0.242388E+04  -0.159872E+02   0.441525E-03  -0.159872E+02   0.613641E+00  -0.114397E-05   0.441525E-03  -0.114397E-05   0.117323E-06
    89   0.245368E+04  -0.166341E+02   0.435806E-03  -0.166341E+02   0.630072E+00  -0.112121E-05   0.435806E-03  -0.112121E-05   0.116610E-06
    90   0.248370E+04  -0.172856E+02   0.430212E-03  -0.172856E+02   0.646468E+00  -0.109407E-05   0.430212E-03  -0.109407E-05   0.115900E-06
    91   0.251388E+04  -0.179425E+02   0.424729E-03  -0.179425E+02   0.662813E+00  -0.106379E-05   0.424729E-03  -0.106379E-05   0.115193E-06
    92   0.254435E+04  -0.186039E+02   0.419354E-03  -0.186039E+02   0.679095E+00  -0.103093E-05   0.419354E-03  -0.103093E-05   0.114490E-06
    93   0.257513E+04  -0.192701E+02   0.414083E-03  -0.192701E+02   0.695309E+00  -0.995891E-06   0.414083E-03  -0.995891E-06   0.113789E-06
    94   0.260598E+04  -0.199394E+02   0.408914E-03  -0.199394E+02   0.711420E+00  -0.959080E-06   0.408914E-03  -0.959080E-06   0.113092E-06
    95   0.263714E+04  -0.206128E+02   0.403845E-03  -0.206128E+02   0.727432E+00  -0.920897E-06   0.403845E-03  -0.920897E-06   0.112397E-06
    96   0.266830E+04  -0.212896E+02   0.398873E-03  -0.212896E+02   0.743331E+00  -0.881743E-06   0.398873E-03  -0.881743E-06   0.111707E-06
    97   0.269991E+04  -0.219690E+02   0.393996E-03  -0.219690E+02   0.759108E+00  -0.842021E-06   0.393996E-03  -0.842021E-06   0.111020E-06
    98   0.273175E+04  -0.226490E+02   0.389211E-03  -0.226490E+02   0.774756E+00  -0.802132E-06   0.389211E-03  -0.802132E-06   0.110336E-06
    99   0.276368E+04  -0.233325E+02   0.384515E-03  -0.233325E+02   0.790243E+00  -0.762478E-06   0.384515E-03  -0.762478E-06   0.109656E-06
   100   0.279591E+04  -0.240151E+02   0.379907E-03  -0.240151E+02   0.805570E+00  -0.723461E-06   0.379907E-03  -0.723461E-06   0.108979E-06
   101   0.282830E+04  -0.247000E+02   0.375383E-03  -0.247000E+02   0.820800E+00  -0.685483E-06   0.375383E-03  -0.685483E-06   0.108306E-06
   102   0.286122E+04  -0.253849E+02   0.370941E-03  -0.253849E+02   0.835788E+00  -0.648945E-06   0.370941E-03  -0.648945E-06   0.107637E-06
   103   0.289409E+04  -0.260706E+02   0.366579E-03  -0.260706E+02   0.850610E+00  -0.614249E-06   0.366579E-03  -0.614249E-06   0.106972E-06
   104   0.292718E+04  -0.267542E+02   0.362294E-03  -0.267542E+02   0.865270E+00  -0.581798E-06   0.362294E-03  -0.581798E-06   0.106310E-06
   105   0.296045E+04  -0.274373E+02   0.358083E-03  -0.274373E+02   0.879697E+00  -0.551994E-06   0.358083E-03  -0.551994E-06   0.105652E-06
   106   0.299395E+04  -0.281192E+02   0.353944E-03  -0.281192E+02   0.893966E+00  -0.525237E-06   0.353944E-03  -0.525237E-06   0.104999E-06
   107   0.302739E+04  -0.287984E+02   0.349875E-03  -0.287984E+02   0.907934E+00  -0.501930E-06   0.349875E-03  -0.501930E-06   0.104349E-06
   108   0.306122E+04  -0.294759E+02   0.345873E-03  -0.294759E+02   0.921677E+00  -0.482475E-06   0.345873E-03  -0.482475E-06   0.103703E-06
   109   0.309522E+04  -0.301500E+02   0.341935E-03  -0.301500E+02   0.935124E+00  -0.467273E-06   0.341935E-03  -0.467273E-06   0.103062E-06
   110   0.312931E+04  -0.308195E+02   0.338059E-03  -0.308195E+02   0.948277E+00  -0.456727E-06   0.338059E-03  -0.456727E-06   0.102424E-06
   111   0.316357E+04  -0.314859E+02   0.334243E-03  -0.314859E+02   0.961214E+00  -0.451099E-06   0.334243E-03  -0.451099E-06   0.101791E-06
   112   0.319800E+04  -0.321482E+02   0.330486E-03  -0.321482E+02   0.973858E+00  -0.450093E-06   0.330486E-03  -0.450093E-06   0.101162E-06
   113   0.323267E+04  -0.328051E+02   0.326788E-03  -0.328051E+02   0.986208E+00  -0.453273E-06   0.326788E-03  -0.453273E-06   0.100538E-06
   114   0.326744E+04  -0.334555E+02   0.323148E-03  -0.334555E+02   0.998187E+00  -0.460203E-06   0.323148E-03  -0.460203E-06   0.999175E-07
   115   0.330244E+04  -0.340995E+02   0.319566E-03  -0.340995E+02   0.100994E+01  -0.470450E-06   0.319566E-03  -0.470450E-06   0.993014E-07
   116   0.333746E+04  -0.347361E+02   0.316041E-03  -0.347361E+02   0.102125E+01  -0.483576E-06   0.316041E-03  -0.483576E-06   0.986896E-07
   117   0.337279E+04  -0.353646E+02   0.312574E-03  -0.353646E+02   0.103218E+01  -0.499146E-06   0.312574E-03  -0.499146E-06   0.980820E-07
   118   0.340829E+04  -0.359855E+02   0.309163E-03  -0.359855E+02   0.104288E+01  -0.516726E-06   0.309163E-03  -0.516726E-06   0.974787E-07
   119   0.344380E+04  -0.365966E+02   0.305808E-03  -0.365966E+02   0.105319E+01  -0.535878E-06   0.305808E-03  -0.535878E-06   0.968797E-07
   120   0.347947E+04  -0.371978E+02   0.302510E-03  -0.371978E+02   0.106298E+01  -0.556169E-06   0.302510E-03  -0.556169E-06   0.962850E-07
   121   0.351515E+04  -0.377889E+02   0.299267E-03  -0.377889E+02   0.107253E+01  -0.577162E-06   0.299267E-03  -0.577162E-06   0.956945E-07
   122   0.355092E+04  -0.383692E+02   0.296079E-03  -0.383692E+02   0.108155E+01  -0.598422E-06   0.296079E-03  -0.598422E-06   0.951084E-07
   123   0.358677E+04  -0.389385E+02   0.292945E-03  -0.389385E+02   0.109010E+01  -0.619514E-06   0.292945E-03  -0.619514E-06   0.945265E-07
   124   0.362271E+04  -0.394937E+02   0.289867E-03  -0.394937E+02   0.109826E+01  -0.640001E-06   0.289867E-03  -0.640001E-06   0.939489E-07
   125   0.365865E+04  -0.400370E+02   0.286842E-03  -0.400370E+02   0.110596E+01  -0.659449E-06   0.286842E-03  -0.659449E-06   0.933757E-07
   126   0.369467E+04  -0.405676E+02   0.283870E-03  -0.405676E+02   0.111326E+01  -0.677422E-06   0.283870E-03  -0.677422E-06   0.928067E-07
   127   0.373070E+04  -0.410846E+02   0.280952E-03  -0.410846E+02   0.112001E+01  -0.693484E-06   0.280952E-03  -0.693484E-06   0.922421E-07
   128   0.376674E+04  -0.415872E+02   0.278087E-03  -0.415872E+02   0.112637E+01  -0.707201E-06   0.278087E-03  -0.707201E-06   0.916817E-07
   129   0.380286E+04  -0.420745E+02   0.275274E-03  -0.420745E+02   0.113217E+01  -0.718136E-06   0.275274E-03  -0.718136E-06   0.911257E-07
   130   0.383897E+04  -0.425457E+02   0.272513E-03  -0.425457E+02   0.113743E+01  -0.725854E-06   0.272513E-03  -0.725854E-06   0.905740E-07
   131   0.387510E+04  -0.430022E+02   0.269803E-03  -0.430022E+02   0.114228E+01  -0.730037E-06   0.269803E-03  -0.730037E-06   0.900267E-07
   132   0.391130E+04  -0.434410E+02   0.267144E-03  -0.434410E+02   0.114658E+01  -0.730841E-06   0.267144E-03  -0.730841E-06   0.894836E-07
   133   0.394742E+04  -0.438644E+02   0.264532E-03  -0.438644E+02   0.115039E+01  -0.728539E-06   0.264532E-03  -0.728539E-06   0.889448E-07
   134   0.398355E+04  -0.442679E+02   0.261968E-03  -0.442679E+02   0.115373E+01  -0.723403E-06   0.261968E-03  -0.723403E-06   0.884103E-07
   135   0.401969E+04  -0.446544E+02   0.259448E-03  -0.446544E+02   0.115652E+01  -0.715706E-06   0.259448E-03  -0.715706E-06   0.878799E-07
   136   0.405568E+04  -0.450203E+02   0.256972E-03  -0.450203E+02   0.115875E+01  -0.705722E-06   0.256972E-03  -0.705722E-06   0.873538E-07
   137   0.409167E+04  -0.453678E+02   0.254537E-03  -0.453678E+02   0.116050E+01  -0.693724E-06   0.254537E-03  -0.693724E-06   0.868318E-07
   138   0.412758E+04  -0.456954E+02   0.252142E-03  -0.456954E+02   0.116170E+01  -0.679984E-06   0.252142E-03  -0.679984E-06   0.863139E-07
   139   0.416328E+04  -0.460024E+02   0.249786E-03  -0.460024E+02   0.116250E+01  -0.664776E-06   0.249786E-03  -0.664776E-06   0.858002E-07
   140   0.419906E+04  -0.462895E+02   0.247466E-03  -0.462895E+02   0.116266E+01  -0.648372E-06   0.247466E-03  -0.648372E-06   0.852905E-07
   141   0.423461E+04  -0.465545E+02   0.245182E-03  -0.465545E+02   0.116228E+01  -0.631045E-06   0.245182E-03  -0.631045E-06   0.847849E-07
   142   0.427017E+04  -0.467982E+02   0.242931E-03  -0.467982E+02   0.116141E+01  -0.613069E-06   0.242931E-03  -0.613069E-06   0.842832E-07
   143   0.430566E+04  -0.470205E+02   0.240711E-03  -0.470205E+02   0.116007E+01  -0.594717E-06   0.240711E-03  -0.594717E-06   0.837856E-07
   144   0.434093E+04  -0.472207E+02   0.238522E-03  -0.472207E+02   0.115817E+01  -0.576261E-06   0.238522E-03  -0.576261E-06   0.832919E-07
   145   0.437605E+04  -0.473981E+02   0.236361E-03  -0.473981E+02   0.115587E+01  -0.557974E-06   0.236361E-03  -0.557974E-06   0.828022E-07
   146   0.441124E+04  -0.475527E+02   0.234227E-03  -0.475527E+02   0.115294E+01  -0.540130E-06   0.234227E-03  -0.540130E-06   0.823163E-07
   147   0.444607E+04  -0.476830E+02   0.232118E-03  -0.476830E+02   0.114960E+01  -0.523002E-06   0.232118E-03  -0.523002E-06   0.818343E-07
   148   0.448075E+04  -0.477904E+02   0.230033E-03  -0.477904E+02   0.114571E+01  -0.506861E-06   0.230033E-03  -0.506861E-06   0.813562E-07
   149   0.451536E+04  -0.478736E+02   0.227969E-03  -0.478736E+02   0.114134E+01  -0.491983E-06   0.227969E-03  -0.491983E-06   0.808819E-07
   150   0.454968E+04  -0.479303E+02   0.225926E-03  -0.479303E+02   0.113657E+01  -0.478638E-06   0.225926E-03  -0.478638E-06   0.804114E-07
   151   0.458385E+04  -0.479634E+02   0.223901E-03  -0.479634E+02   0.113132E+01  -0.467037E-06   0.223901E-03  -0.467037E-06   0.799446E-07
   152   0.461772E+04  -0.479714E+02   0.221895E-03  -0.479714E+02   0.112551E+01  -0.457129E-06   0.221895E-03  -0.457129E-06   0.794816E-07
   153   0.465145E+04  -0.479522E+02   0.219908E-03  -0.479522E+02   0.111930E+01  -0.448800E-06   0.219908E-03  -0.448800E-06   0.790223E-07
   154   0.468495E+04  -0.479078E+02   0.217939E-03  -0.479078E+02   0.111270E+01  -0.441935E-06   0.217939E-03  -0.441935E-06   0.785666E-07
   155   0.471822E+04  -0.478376E+02   0.215989E-03  -0.478376E+02   0.110569E+01  -0.436420E-06   0.215989E-03  -0.436420E-06   0.781147E-07
   156   0.475111E+04  -0.477415E+02   0.214058E-03  -0.477415E+02   0.109829E+01  -0.432142E-06   0.214058E-03  -0.432142E-06   0.776664E-07
   157   0.478392E+04  -0.476180E+02   0.212145E-03  -0.476180E+02   0.109049E+01  -0.428985E-06   0.212145E-03  -0.428985E-06   0.772217E-07
   158   0.481642E+04  -0.474677E+02   0.210251E-03  -0.474677E+02   0.108236E+01  -0.426836E-06   0.210251E-03  -0.426836E-06   0.767806E-07
   159   0.484861E+04  -0.472908E+02   0.208377E-03  -0.472908E+02   0.107377E+01  -0.425580E-06   0.208377E-03  -0.425580E-06   0.763430E-07
   160   0.488057E+04  -0.470857E+02   0.206521E-03  -0.470857E+02   0.106487E+01  -0.425103E-06   0.206521E-03  -0.425103E-06   0.759090E-07
   161   0.491229E+04  -0.468538E+02   0.204684E-03  -0.468538E+02   0.105572E+01  -0.425290E-06   0.204684E-03  -0.425290E-06   0.754786E-07
   162   0.494369E+04  -0.465951E+02   0.202866E-03  -0.465951E+02   0.104618E+01  -0.426028E-06   0.202866E-03  -0.426028E-06   0.750516E-07
   163   0.497492E+04  -0.463081E+02   0.201067E-03  -0.463081E+02   0.103632E+01  -0.427202E-06   0.201067E-03  -0.427202E-06   0.746282E-07
   164   0.500569E+04  -0.459942E+02   0.199287E-03  -0.459942E+02   0.102623E+01  -0.428697E-06   0.199287E-03  -0.428697E-06   0.742082E-07
   165   0.503628E+04  -0.456513E+02   0.197526E-03  -0.456513E+02   0.101583E+01  -0.430400E-06   0.197526E-03  -0.430400E-06   0.737916E-07
   166   0.506656E+04  -0.452807E+02   0.195785E-03  -0.452807E+02   0.100526E+01  -0.432196E-06   0.195785E-03  -0.432196E-06   0.733784E-07
   167   0.509658E+04  -0.448833E+02   0.194063E-03  -0.448833E+02   0.994318E+00  -0.433971E-06   0.194063E-03  -0.433971E-06   0.729686E-07
   168   0.512613E+04  -0.444566E+02   0.192360E-03  -0.444566E+02   0.983362E+00  -0.435611E-06   0.192360E-03  -0.435611E-06   0.725622E-07
   169   0.515535E+04  -0.440008E+02   0.190676E-03  -0.440008E+02   0.972101E+00  -0.437001E-06   0.190676E-03  -0.437001E-06   0.721591E-07
   170   0.518424E+04  -0.435172E+02   0.189012E-03  -0.435172E+02   0.960758E+00  -0.438027E-06   0.189012E-03  -0.438027E-06   0.717593E-07
   171   0.521265E+04  -0.430037E+02   0.187367E-03  -0.430037E+02   0.949336E+00  -0.438574E-06   0.187367E-03  -0.438574E-06   0.713629E-07
   172   0.524065E+04  -0.424616E+02   0.185742E-03  -0.424616E+02   0.937761E+00  -0.438529E-06   0.185742E-03  -0.438529E-06   0.709696E-07
   173   0.526817E+04  -0.418910E+02   0.184136E-03  -0.418910E+02   0.926035E+00  -0.437778E-06   0.184136E-03  -0.437778E-06   0.705797E-07
   174   0.529535E+04  -0.412918E+02   0.182550E-03  -0.412918E+02   0.914457E+00  -0.436205E-06   0.182550E-03  -0.436205E-06   0.701929E-07
   175   0.532212E+04  -0.406633E+02   0.180983E-03  -0.406633E+02   0.902730E+00  -0.433697E-06   0.180983E-03  -0.433697E-06   0.698094E-07
   176   0.534833E+04  -0.400054E+02   0.179436E-03  -0.400054E+02   0.891078E+00  -0.430166E-06   0.179436E-03  -0.430166E-06   0.694290E-07
   177   0.537412E+04  -0.393196E+02   0.177908E-03  -0.393196E+02   0.879431E+00  -0.425635E-06   0.177908E-03  -0.425635E-06   0.690518E-07
   178   0.539943E+04  -0.386045E+02   0.176399E-03  -0.386045E+02   0.868011E+00  -0.420154E-06   0.176399E-03  -0.420154E-06   0.686777E-07
