#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    39   0.125528E+04   0.192724E+01   0.104773E-02   0.192724E+01   0.540678E-01  -0.132274E-05   0.104773E-02  -0.132274E-05   0.147721E-06
    40   0.127430E+04   0.185797E+01   0.102349E-02   0.185797E+01   0.587419E-01  -0.127395E-05   0.102349E-02  -0.127395E-05   0.147480E-06
    41   0.129355E+04   0.177860E+01   0.100024E-02   0.177860E+01   0.636936E-01  -0.118913E-05   0.100024E-02  -0.118913E-05   0.147201E-06
    42   0.131282E+04   0.168908E+01   0.977923E-03   0.168908E+01   0.689366E-01  -0.107439E-05   0.977923E-03  -0.107439E-05   0.146887E-06
    43   0.133225E+04   0.158937E+01   0.956498E-03   0.158937E+01   0.744867E-01  -0.937659E-06   0.956498E-03  -0.937659E-06   0.146539E-06
    44   0.135168E+04   0.148031E+01   0.935908E-03   0.148031E+01   0.803446E-01  -0.786905E-06   0.935908E-03  -0.786905E-06   0.146160E-06
    45   0.137150E+04   0.136281E+01   0.916099E-03   0.136281E+01   0.865215E-01  -0.630075E-06   0.916099E-03  -0.630075E-06   0.145752E-06
    46   0.139162E+04   0.123540E+01   0.897017E-03   0.123540E+01   0.930249E-01  -0.475120E-06   0.897017E-03  -0.475120E-06   0.145316E-06
    47   0.141189E+04   0.109699E+01   0.878610E-03   0.109699E+01   0.998341E-01  -0.329991E-06   0.878610E-03  -0.329991E-06   0.144854E-06
    48   0.143225E+04   0.949227E+00   0.860823E-03   0.949227E+00   0.106928E+00  -0.202639E-06   0.860823E-03  -0.202639E-06   0.144369E-06
    49   0.145275E+04   0.793182E+00   0.843603E-03   0.793182E+00   0.114264E+00  -0.101015E-06   0.843603E-03  -0.101015E-06   0.143861E-06
    50   0.147364E+04   0.623127E+00   0.826898E-03   0.623127E+00   0.121792E+00  -0.330712E-07   0.826898E-03  -0.330712E-07   0.143334E-06
    51   0.149467E+04   0.432832E+00   0.810661E-03   0.432832E+00   0.129467E+00  -0.427255E-08   0.810661E-03  -0.427255E-08   0.142790E-06
    52   0.151608E+04   0.219654E+00   0.794879E-03   0.219654E+00   0.137402E+00  -0.101415E-07   0.794879E-03  -0.101415E-07   0.142228E-06
    53   0.153749E+04  -0.163022E-01   0.779544E-03  -0.163022E-01   0.145779E+00  -0.437149E-07   0.779544E-03  -0.437149E-07   0.141650E-06
    54   0.155884E+04  -0.266963E+00   0.764650E-03  -0.266963E+00   0.154627E+00  -0.980295E-07   0.764650E-03  -0.980295E-07   0.141057E-06
    55   0.158035E+04  -0.524139E+00   0.750191E-03  -0.524139E+00   0.163961E+00  -0.166122E-06   0.750191E-03  -0.166122E-06   0.140450E-06
    56   0.160225E+04  -0.786783E+00   0.736160E-03  -0.786783E+00   0.173659E+00  -0.241029E-06   0.736160E-03  -0.241029E-06   0.139829E-06
    57   0.162446E+04  -0.105611E+01   0.722551E-03  -0.105611E+01   0.183586E+00  -0.315788E-06   0.722551E-03  -0.315788E-06   0.139197E-06
    58   0.164698E+04  -0.133513E+01   0.709357E-03  -0.133513E+01   0.193713E+00  -0.383435E-06   0.709357E-03  -0.383435E-06   0.138552E-06
    59   0.166968E+04  -0.162687E+01   0.696571E-03  -0.162687E+01   0.204037E+00  -0.437006E-06   0.696571E-03  -0.437006E-06   0.137898E-06
    60   0.169255E+04  -0.193295E+01   0.684188E-03  -0.193295E+01   0.214572E+00  -0.469540E-06   0.684188E-03  -0.469540E-06   0.137233E-06
    61   0.171588E+04  -0.225436E+01   0.672198E-03  -0.225436E+01   0.225384E+00  -0.476158E-06   0.672198E-03  -0.476158E-06   0.136560E-06
    62   0.173910E+04  -0.259218E+01   0.660579E-03  -0.259218E+01   0.236484E+00  -0.460328E-06   0.660579E-03  -0.460328E-06   0.135879E-06
    63   0.176240E+04  -0.294710E+01   0.649307E-03  -0.294710E+01   0.247868E+00  -0.427604E-06   0.649307E-03  -0.427604E-06   0.135191E-06
    64   0.178609E+04  -0.332003E+01   0.638358E-03  -0.332003E+01   0.259586E+00  -0.383538E-06   0.638358E-03  -0.383538E-06   0.134495E-06
    65   0.180980E+04  -0.371130E+01   0.627708E-03  -0.371130E+01   0.271648E+00  -0.333686E-06   0.627708E-03  -0.333686E-06   0.133794E-06
    66   0.183381E+04  -0.411871E+01   0.617333E-03  -0.411871E+01   0.284015E+00  -0.283599E-06   0.617333E-03  -0.283599E-06   0.133088E-06
    67   0.185798E+04  -0.453901E+01   0.607208E-03  -0.453901E+01   0.296674E+00  -0.238833E-06   0.607208E-03  -0.238833E-06   0.132378E-06
    68   0.188260E+04  -0.497002E+01   0.597309E-03  -0.497002E+01   0.309646E+00  -0.204940E-06   0.597309E-03  -0.204940E-06   0.131663E-06
    69   0.190744E+04  -0.540945E+01   0.587613E-03  -0.540945E+01   0.322867E+00  -0.187473E-06   0.587613E-03  -0.187473E-06   0.130945E-06
    70   0.193264E+04  -0.585845E+01   0.578093E-03  -0.585845E+01   0.336356E+00  -0.191988E-06   0.578093E-03  -0.191988E-06   0.130225E-06
    71   0.195807E+04  -0.631908E+01   0.568733E-03  -0.631908E+01   0.350087E+00  -0.222370E-06   0.568733E-03  -0.222370E-06   0.129504E-06
    72   0.198371E+04  -0.679322E+01   0.559537E-03  -0.679322E+01   0.364044E+00  -0.275843E-06   0.559537E-03  -0.275843E-06   0.128780E-06
    73   0.200950E+04  -0.728217E+01   0.550516E-03  -0.728217E+01   0.378213E+00  -0.347963E-06   0.550516E-03  -0.347963E-06   0.128056E-06
    74   0.203545E+04  -0.778575E+01   0.541679E-03  -0.778575E+01   0.392600E+00  -0.434288E-06   0.541679E-03  -0.434288E-06   0.127330E-06
    75   0.206163E+04  -0.830321E+01   0.533038E-03  -0.830321E+01   0.407233E+00  -0.530374E-06   0.533038E-03  -0.530374E-06   0.126604E-06
    76   0.208798E+04  -0.883436E+01   0.524603E-03  -0.883436E+01   0.422126E+00  -0.631778E-06   0.524603E-03  -0.631778E-06   0.125877E-06
    77   0.211456E+04  -0.937850E+01   0.516385E-03  -0.937850E+01   0.437265E+00  -0.734056E-06   0.516385E-03  -0.734056E-06   0.125149E-06
    78   0.214146E+04  -0.993629E+01   0.508393E-03  -0.993629E+01   0.452663E+00  -0.832766E-06   0.508393E-03  -0.832766E-06   0.124422E-06
    79   0.216854E+04  -0.105032E+02   0.500639E-03  -0.105032E+02   0.468252E+00  -0.923464E-06   0.500639E-03  -0.923464E-06   0.123694E-06
    80   0.219595E+04  -0.110797E+02   0.493134E-03  -0.110797E+02   0.484024E+00  -0.100171E-05   0.493134E-03  -0.100171E-05   0.122967E-06
    81   0.222361E+04  -0.116660E+02   0.485882E-03  -0.116660E+02   0.499917E+00  -0.106402E-05   0.485882E-03  -0.106402E-05   0.122240E-06
    82   0.225160E+04  -0.122609E+02   0.478874E-03  -0.122609E+02   0.515947E+00  -0.111083E-05   0.478874E-03  -0.111083E-05   0.121513E-06
    83   0.227984E+04  -0.128645E+02   0.472095E-03  -0.128645E+02   0.532080E+00  -0.114353E-05   0.472095E-03  -0.114353E-05   0.120788E-06
    84   0.230840E+04  -0.134750E+02   0.465530E-03  -0.134750E+02   0.548309E+00  -0.116350E-05   0.465530E-03  -0.116350E-05   0.120064E-06
    85   0.233714E+04  -0.140939E+02   0.459164E-03  -0.140939E+02   0.564601E+00  -0.117215E-05   0.459164E-03  -0.117215E-05   0.119341E-06
    86   0.236611E+04  -0.147202E+02   0.452982E-03  -0.147202E+02   0.580961E+00  -0.117085E-05   0.452982E-03  -0.117085E-05   0.118620E-06
    87   0.239554E+04  -0.153531E+02   0.446970E-03  -0.153531E+02   0.597352E+00  -0.116100E-05   0.446970E-03  -0.116100E-05   0.117901E-06
    88   0.242499E+04  -0.159924E+02   0.441112E-03  -0.159924E+02   0.613779E+00  -0.114400E-05   0.441112E-03  -0.114400E-05   0.117185E-06
    89   0.245481E+04  -0.166395E+02   0.435393E-03  -0.166395E+02   0.630216E+00  -0.112124E-05   0.435393E-03  -0.112124E-05   0.116471E-06
    90   0.248486E+04  -0.172914E+02   0.429799E-03  -0.172914E+02   0.646619E+00  -0.109410E-05   0.429799E-03  -0.109410E-05   0.115759E-06
    91   0.251506E+04  -0.179485E+02   0.424317E-03  -0.179485E+02   0.662972E+00  -0.106381E-05   0.424317E-03  -0.106381E-05   0.115051E-06
    92   0.254556E+04  -0.186102E+02   0.418942E-03  -0.186102E+02   0.679262E+00  -0.103095E-05   0.418942E-03  -0.103095E-05   0.114346E-06
    93   0.257636E+04  -0.192766E+02   0.413672E-03  -0.192766E+02   0.695483E+00  -0.995914E-06   0.413672E-03  -0.995914E-06   0.113645E-06
    94   0.260724E+04  -0.199462E+02   0.408504E-03  -0.199462E+02   0.711602E+00  -0.959101E-06   0.408504E-03  -0.959101E-06   0.112946E-06
    95   0.263842E+04  -0.206199E+02   0.403435E-03  -0.206199E+02   0.727622E+00  -0.920914E-06   0.403435E-03  -0.920914E-06   0.112251E-06
    96   0.266960E+04  -0.212970E+02   0.398464E-03  -0.212970E+02   0.743530E+00  -0.881757E-06   0.398464E-03  -0.881757E-06   0.111559E-06
    97   0.270124E+04  -0.219767E+02   0.393587E-03  -0.219767E+02   0.759315E+00  -0.842030E-06   0.393587E-03  -0.842030E-06   0.110871E-06
    98   0.273311E+04  -0.226570E+02   0.388803E-03  -0.226570E+02   0.774972E+00  -0.802137E-06   0.388803E-03  -0.802137E-06   0.110186E-06
    99   0.276506E+04  -0.233408E+02   0.384108E-03  -0.233408E+02   0.790467E+00  -0.762478E-06   0.384108E-03  -0.762478E-06   0.109505E-06
   100   0.279732E+04  -0.240238E+02   0.379501E-03  -0.240238E+02   0.805804E+00  -0.723456E-06   0.379501E-03  -0.723456E-06   0.108827E-06
   101   0.282974E+04  -0.247090E+02   0.374977E-03  -0.247090E+02   0.821043E+00  -0.685472E-06   0.374977E-03  -0.685472E-06   0.108154E-06
   102   0.286269E+04  -0.253942E+02   0.370536E-03  -0.253942E+02   0.836041E+00  -0.648929E-06   0.370536E-03  -0.648929E-06   0.107483E-06
   103   0.289558E+04  -0.260803E+02   0.366175E-03  -0.260803E+02   0.850873E+00  -0.614229E-06   0.366175E-03  -0.614229E-06   0.106817E-06
   104   0.292871E+04  -0.267642E+02   0.361891E-03  -0.267642E+02   0.865543E+00  -0.581773E-06   0.361891E-03  -0.581773E-06   0.106154E-06
   105   0.296200E+04  -0.274477E+02   0.357681E-03  -0.274477E+02   0.879979E+00  -0.551963E-06   0.357681E-03  -0.551963E-06   0.105496E-06
   106   0.299553E+04  -0.281300E+02   0.353543E-03  -0.281300E+02   0.894260E+00  -0.525202E-06   0.353543E-03  -0.525202E-06   0.104841E-06
   107   0.302900E+04  -0.288096E+02   0.349475E-03  -0.288096E+02   0.908238E+00  -0.501891E-06   0.349475E-03  -0.501891E-06   0.104190E-06
   108   0.306286E+04  -0.294874E+02   0.345474E-03  -0.294874E+02   0.921992E+00  -0.482432E-06   0.345474E-03  -0.482432E-06   0.103544E-06
   109   0.309689E+04  -0.301620E+02   0.341537E-03  -0.301620E+02   0.935449E+00  -0.467227E-06   0.341537E-03  -0.467227E-06   0.102901E-06
   110   0.313101E+04  -0.308318E+02   0.337662E-03  -0.308318E+02   0.948614E+00  -0.456678E-06   0.337662E-03  -0.456678E-06   0.102263E-06
   111   0.316530E+04  -0.314986E+02   0.333847E-03  -0.314986E+02   0.961562E+00  -0.451047E-06   0.333847E-03  -0.451047E-06   0.101629E-06
   112   0.319976E+04  -0.321614E+02   0.330091E-03  -0.321614E+02   0.974217E+00  -0.450039E-06   0.330091E-03  -0.450039E-06   0.100999E-06
   113   0.323446E+04  -0.328186E+02   0.326394E-03  -0.328186E+02   0.986579E+00  -0.453217E-06   0.326394E-03  -0.453217E-06   0.100374E-06
   114   0.326926E+04  -0.334695E+02   0.322755E-03  -0.334695E+02   0.998570E+00  -0.460147E-06   0.322755E-03  -0.460147E-06   0.997527E-07
   115   0.330429E+04  -0.341139E+02   0.319174E-03  -0.341139E+02   0.101034E+01  -0.470393E-06   0.319174E-03  -0.470393E-06   0.991358E-07
   116   0.333935E+04  -0.347510E+02   0.315650E-03  -0.347510E+02   0.102165E+01  -0.483519E-06   0.315650E-03  -0.483519E-06   0.985231E-07
   117   0.337471E+04  -0.353799E+02   0.312184E-03  -0.353799E+02   0.103260E+01  -0.499089E-06   0.312184E-03  -0.499089E-06   0.979147E-07
   118   0.341024E+04  -0.360013E+02   0.308774E-03  -0.360013E+02   0.104331E+01  -0.516669E-06   0.308774E-03  -0.516669E-06   0.973105E-07
   119   0.344578E+04  -0.366129E+02   0.305421E-03  -0.366129E+02   0.105364E+01  -0.535823E-06   0.305421E-03  -0.535823E-06   0.967107E-07
   120   0.348148E+04  -0.372145E+02   0.302123E-03  -0.372145E+02   0.106344E+01  -0.556115E-06   0.302123E-03  -0.556115E-06   0.961151E-07
   121   0.351720E+04  -0.378061E+02   0.298881E-03  -0.378061E+02   0.107300E+01  -0.577109E-06   0.298881E-03  -0.577109E-06   0.955239E-07
   122   0.355300E+04  -0.383868E+02   0.295695E-03  -0.383868E+02   0.108203E+01  -0.598371E-06   0.295695E-03  -0.598371E-06   0.949369E-07
   123   0.358888E+04  -0.389566E+02   0.292563E-03  -0.389566E+02   0.109060E+01  -0.619464E-06   0.292563E-03  -0.619464E-06   0.943542E-07
   124   0.362485E+04  -0.395123E+02   0.289485E-03  -0.395123E+02   0.109877E+01  -0.639953E-06   0.289485E-03  -0.639953E-06   0.937759E-07
   125   0.366083E+04  -0.400562E+02   0.286461E-03  -0.400562E+02   0.110648E+01  -0.659403E-06   0.286461E-03  -0.659403E-06   0.932019E-07
   126   0.369689E+04  -0.405872E+02   0.283491E-03  -0.405872E+02   0.111379E+01  -0.677378E-06   0.283491E-03  -0.677378E-06   0.926321E-07
   127   0.373295E+04  -0.411048E+02   0.280574E-03  -0.411048E+02   0.112056E+01  -0.693443E-06   0.280574E-03  -0.693443E-06   0.920667E-07
   128   0.376903E+04  -0.416078E+02   0.277710E-03  -0.416078E+02   0.112693E+01  -0.707162E-06   0.277710E-03  -0.707162E-06   0.915056E-07
   129   0.380518E+04  -0.420957E+02   0.274898E-03  -0.420957E+02   0.113275E+01  -0.718099E-06   0.274898E-03  -0.718099E-06   0.909489E-07
   130   0.384133E+04  -0.425674E+02   0.272139E-03  -0.425674E+02   0.113802E+01  -0.725819E-06   0.272139E-03  -0.725819E-06   0.903965E-07
   131   0.387749E+04  -0.430244E+02   0.269430E-03  -0.430244E+02   0.114288E+01  -0.730004E-06   0.269430E-03  -0.730004E-06   0.898484E-07
   132   0.391372E+04  -0.434637E+02   0.266772E-03  -0.434637E+02   0.114719E+01  -0.730810E-06   0.266772E-03  -0.730810E-06   0.893046E-07
   133   0.394989E+04  -0.438876E+02   0.264162E-03  -0.438876E+02   0.115102E+01  -0.728510E-06   0.264162E-03  -0.728510E-06   0.887651E-07
   134   0.398606E+04  -0.442916E+02   0.261599E-03  -0.442916E+02   0.115437E+01  -0.723375E-06   0.261599E-03  -0.723375E-06   0.882299E-07
   135   0.402223E+04  -0.446787E+02   0.259080E-03  -0.446787E+02   0.115717E+01  -0.715681E-06   0.259080E-03  -0.715681E-06   0.876989E-07
   136   0.405825E+04  -0.450451E+02   0.256605E-03  -0.450451E+02   0.115942E+01  -0.705699E-06   0.256605E-03  -0.705699E-06   0.871720E-07
   137   0.409428E+04  -0.453931E+02   0.254172E-03  -0.453931E+02   0.116118E+01  -0.693702E-06   0.254172E-03  -0.693702E-06   0.866494E-07
   138   0.413024E+04  -0.457213E+02   0.251779E-03  -0.457213E+02   0.116239E+01  -0.679964E-06   0.251779E-03  -0.679964E-06   0.861308E-07
   139   0.416597E+04  -0.460288E+02   0.249424E-03  -0.460288E+02   0.116320E+01  -0.664757E-06   0.249424E-03  -0.664757E-06   0.856164E-07
   140   0.420179E+04  -0.463164E+02   0.247106E-03  -0.463164E+02   0.116338E+01  -0.648354E-06   0.247106E-03  -0.648354E-06   0.851061E-07
   141   0.423738E+04  -0.465820E+02   0.244823E-03  -0.465820E+02   0.116301E+01  -0.631029E-06   0.244823E-03  -0.631029E-06   0.845998E-07
   142   0.427298E+04  -0.468262E+02   0.242573E-03  -0.468262E+02   0.116215E+01  -0.613055E-06   0.242573E-03  -0.613055E-06   0.840976E-07
   143   0.430851E+04  -0.470490E+02   0.240355E-03  -0.470490E+02   0.116082E+01  -0.594704E-06   0.240355E-03  -0.594704E-06   0.835993E-07
   144   0.434381E+04  -0.472498E+02   0.238167E-03  -0.472498E+02   0.115893E+01  -0.576249E-06   0.238167E-03  -0.576249E-06   0.831050E-07
   145   0.437897E+04  -0.474277E+02   0.236008E-03  -0.474277E+02   0.115664E+01  -0.557964E-06   0.236008E-03  -0.557964E-06   0.826147E-07
   146   0.441421E+04  -0.475828E+02   0.233875E-03  -0.475828E+02   0.115372E+01  -0.540121E-06   0.233875E-03  -0.540121E-06   0.821282E-07
   147   0.444908E+04  -0.477136E+02   0.231768E-03  -0.477136E+02   0.115040E+01  -0.522994E-06   0.231768E-03  -0.522994E-06   0.816457E-07
   148   0.448380E+04  -0.478215E+02   0.229684E-03  -0.478215E+02   0.114652E+01  -0.506855E-06   0.229684E-03  -0.506855E-06   0.811670E-07
   149   0.451845E+04  -0.479052E+02   0.227622E-03  -0.479052E+02   0.114216E+01  -0.491978E-06   0.227622E-03  -0.491978E-06   0.806921E-07
   150   0.455281E+04  -0.479624E+02   0.225579E-03  -0.479624E+02   0.113740E+01  -0.478635E-06   0.225579E-03  -0.478635E-06   0.802210E-07
   151   0.458702E+04  -0.479960E+02   0.223556E-03  -0.479960E+02   0.113216E+01  -0.467035E-06   0.223556E-03  -0.467035E-06   0.797537E-07
   152   0.462094E+04  -0.480045E+02   0.221552E-03  -0.480045E+02   0.112636E+01  -0.457128E-06   0.221552E-03  -0.457128E-06   0.792901E-07
   153   0.465470E+04  -0.479858E+02   0.219566E-03  -0.479858E+02   0.112016E+01  -0.448800E-06   0.219566E-03  -0.448800E-06   0.788302E-07
   154   0.468824E+04  -0.479419E+02   0.217598E-03  -0.479419E+02   0.111357E+01  -0.441937E-06   0.217598E-03  -0.441937E-06   0.783741E-07
   155   0.472156E+04  -0.478721E+02   0.215649E-03  -0.478721E+02   0.110657E+01  -0.436424E-06   0.215649E-03  -0.436424E-06   0.779216E-07
   156   0.475449E+04  -0.477765E+02   0.213719E-03  -0.477765E+02   0.109917E+01  -0.432147E-06   0.213719E-03  -0.432147E-06   0.774728E-07
   157   0.478734E+04  -0.476534E+02   0.211808E-03  -0.476534E+02   0.109138E+01  -0.428991E-06   0.211808E-03  -0.428991E-06   0.770276E-07
   158   0.481989E+04  -0.475037E+02   0.209916E-03  -0.475037E+02   0.108326E+01  -0.426844E-06   0.209916E-03  -0.426844E-06   0.765860E-07
   159   0.485213E+04  -0.473272E+02   0.208042E-03  -0.473272E+02   0.107468E+01  -0.425589E-06   0.208042E-03  -0.425589E-06   0.761479E-07
   160   0.488412E+04  -0.471225E+02   0.206188E-03  -0.471225E+02   0.106578E+01  -0.425113E-06   0.206188E-03  -0.425113E-06   0.757135E-07
   161   0.491589E+04  -0.468910E+02   0.204352E-03  -0.468910E+02   0.105664E+01  -0.425302E-06   0.204352E-03  -0.425302E-06   0.752825E-07
   162   0.494733E+04  -0.466327E+02   0.202536E-03  -0.466327E+02   0.104710E+01  -0.426041E-06   0.202536E-03  -0.426041E-06   0.748551E-07
   163   0.497861E+04  -0.463461E+02   0.200738E-03  -0.463461E+02   0.103725E+01  -0.427216E-06   0.200738E-03  -0.427216E-06   0.744312E-07
   164   0.500942E+04  -0.460326E+02   0.198960E-03  -0.460326E+02   0.102717E+01  -0.428713E-06   0.198960E-03  -0.428713E-06   0.740107E-07
   165   0.504006E+04  -0.456901E+02   0.197200E-03  -0.456901E+02   0.101677E+01  -0.430418E-06   0.197200E-03  -0.430418E-06   0.735937E-07
   166   0.507038E+04  -0.453199E+02   0.195460E-03  -0.453199E+02   0.100621E+01  -0.432215E-06   0.195460E-03  -0.432215E-06   0.731801E-07
   167   0.510045E+04  -0.449227E+02   0.193739E-03  -0.449227E+02   0.995267E+00  -0.433992E-06   0.193739E-03  -0.433992E-06   0.727698E-07
   168   0.513004E+04  -0.444964E+02   0.192038E-03  -0.444964E+02   0.984314E+00  -0.435633E-06   0.192038E-03  -0.435633E-06   0.723630E-07
   169   0.515930E+04  -0.440409E+02   0.190356E-03  -0.440409E+02   0.973056E+00  -0.437024E-06   0.190356E-03  -0.437024E-06   0.719595E-07
   170   0.518824E+04  -0.435576E+02   0.188693E-03  -0.435576E+02   0.961715E+00  -0.438052E-06   0.188693E-03  -0.438052E-06   0.715593E-07
   171   0.521670E+04  -0.430444E+02   0.187049E-03  -0.430444E+02   0.950294E+00  -0.438601E-06   0.187049E-03  -0.438601E-06   0.711624E-07
   172   0.524475E+04  -0.425026E+02   0.185425E-03  -0.425026E+02   0.938720E+00  -0.438558E-06   0.185425E-03  -0.438558E-06   0.707688E-07
   173   0.527231E+04  -0.419322E+02   0.183821E-03  -0.419322E+02   0.926995E+00  -0.437808E-06   0.183821E-03  -0.437808E-06   0.703784E-07
   174   0.529954E+04  -0.413332E+02   0.182236E-03  -0.413332E+02   0.915416E+00  -0.436237E-06   0.182236E-03  -0.436237E-06   0.699913E-07
   175   0.532636E+04  -0.407049E+02   0.180671E-03  -0.407049E+02   0.903688E+00  -0.433730E-06   0.180671E-03  -0.433730E-06   0.696074E-07
   176   0.535261E+04  -0.400472E+02   0.179125E-03  -0.400472E+02   0.892035E+00  -0.430201E-06   0.179125E-03  -0.430201E-06   0.692267E-07
   177   0.537845E+04  -0.393616E+02   0.177598E-03  -0.393616E+02   0.880385E+00  -0.425672E-06   0.177598E-03  -0.425672E-06   0.688491E-07
   178   0.540380E+04  -0.386467E+02   0.176091E-03  -0.386467E+02   0.868963E+00  -0.420192E-06   0.176091E-03  -0.420192E-06   0.684746E-07
