#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
    33   0.114527E+04   0.208533E+01   0.121477E-02   0.208533E+01   0.312031E-01  -0.998372E-06   0.121477E-02  -0.998372E-06   0.148214E-06
    34   0.116303E+04   0.209735E+01   0.118439E-02   0.209735E+01   0.345456E-01  -0.110997E-05   0.118439E-02  -0.110997E-05   0.148277E-06
    35   0.118104E+04   0.209251E+01   0.115505E-02   0.209251E+01   0.380249E-01  -0.120280E-05   0.115505E-02  -0.120280E-05   0.148279E-06
    36   0.119923E+04   0.207117E+01   0.112675E-02   0.207117E+01   0.416705E-01  -0.127367E-05   0.112675E-02  -0.127367E-05   0.148226E-06
    37   0.121751E+04   0.203469E+01   0.109948E-02   0.203469E+01   0.455327E-01  -0.131941E-05   0.109948E-02  -0.131941E-05   0.148120E-06
    38   0.123612E+04   0.198639E+01   0.107323E-02   0.198639E+01   0.496624E-01  -0.133683E-05   0.107323E-02  -0.133683E-05   0.147966E-06
    39   0.125504E+04   0.192741E+01   0.104799E-02   0.192741E+01   0.540645E-01  -0.132273E-05   0.104799E-02  -0.132273E-05   0.147767E-06
    40   0.127405E+04   0.185816E+01   0.102375E-02   0.185816E+01   0.587382E-01  -0.127394E-05   0.102375E-02  -0.127394E-05   0.147527E-06
    41   0.129329E+04   0.177880E+01   0.100050E-02   0.177880E+01   0.636893E-01  -0.118912E-05   0.100050E-02  -0.118912E-05   0.147249E-06
    42   0.131255E+04   0.168931E+01   0.978190E-03   0.168931E+01   0.689318E-01  -0.107438E-05   0.978190E-03  -0.107438E-05   0.146936E-06
    43   0.133196E+04   0.158963E+01   0.956767E-03   0.158963E+01   0.744812E-01  -0.937655E-06   0.956767E-03  -0.937655E-06   0.146590E-06
    44   0.135139E+04   0.148060E+01   0.936179E-03   0.148060E+01   0.803385E-01  -0.786903E-06   0.936179E-03  -0.786903E-06   0.146212E-06
    45   0.137119E+04   0.136313E+01   0.916371E-03   0.136313E+01   0.865146E-01  -0.630075E-06   0.916371E-03  -0.630075E-06   0.145804E-06
    46   0.139130E+04   0.123575E+01   0.897291E-03   0.123575E+01   0.930172E-01  -0.475121E-06   0.897291E-03  -0.475121E-06   0.145369E-06
    47   0.141156E+04   0.109738E+01   0.878885E-03   0.109738E+01   0.998255E-01  -0.329994E-06   0.878885E-03  -0.329994E-06   0.144908E-06
    48   0.143190E+04   0.949663E+00   0.861099E-03   0.949663E+00   0.106919E+00  -0.202643E-06   0.861099E-03  -0.202643E-06   0.144424E-06
    49   0.145239E+04   0.793661E+00   0.843881E-03   0.793661E+00   0.114254E+00  -0.101021E-06   0.843881E-03  -0.101021E-06   0.143918E-06
    50   0.147326E+04   0.623653E+00   0.827177E-03   0.623653E+00   0.121780E+00  -0.330773E-07   0.827177E-03  -0.330773E-07   0.143392E-06
    51   0.149428E+04   0.433408E+00   0.810941E-03   0.433408E+00   0.129455E+00  -0.427871E-08   0.810941E-03  -0.427871E-08   0.142848E-06
    52   0.151567E+04   0.220283E+00   0.795159E-03   0.220283E+00   0.137387E+00  -0.101474E-07   0.795159E-03  -0.101474E-07   0.142287E-06
    53   0.153707E+04  -0.156164E-01   0.779825E-03  -0.156164E-01   0.145763E+00  -0.437204E-07   0.779825E-03  -0.437204E-07   0.141710E-06
    54   0.155841E+04  -0.266216E+00   0.764932E-03  -0.266216E+00   0.154610E+00  -0.980346E-07   0.764932E-03  -0.980346E-07   0.141118E-06
    55   0.157990E+04  -0.523328E+00   0.750474E-03  -0.523328E+00   0.163942E+00  -0.166127E-06   0.750474E-03  -0.166127E-06   0.140512E-06
    56   0.160179E+04  -0.785903E+00   0.736443E-03  -0.785903E+00   0.173638E+00  -0.241034E-06   0.736443E-03  -0.241034E-06   0.139892E-06
    57   0.162398E+04  -0.105516E+01   0.722835E-03  -0.105516E+01   0.183564E+00  -0.315794E-06   0.722835E-03  -0.315794E-06   0.139261E-06
    58   0.164649E+04  -0.133410E+01   0.709641E-03  -0.133410E+01   0.193689E+00  -0.383442E-06   0.709641E-03  -0.383442E-06   0.138617E-06
    59   0.166917E+04  -0.162576E+01   0.696856E-03  -0.162576E+01   0.204010E+00  -0.437016E-06   0.696856E-03  -0.437016E-06   0.137963E-06
    60   0.169202E+04  -0.193175E+01   0.684473E-03  -0.193175E+01   0.214543E+00  -0.469553E-06   0.684473E-03  -0.469553E-06   0.137300E-06
    61   0.171534E+04  -0.225308E+01   0.672483E-03  -0.225308E+01   0.225353E+00  -0.476176E-06   0.672483E-03  -0.476176E-06   0.136628E-06
    62   0.173854E+04  -0.259080E+01   0.660864E-03  -0.259080E+01   0.236450E+00  -0.460352E-06   0.660864E-03  -0.460352E-06   0.135947E-06
    63   0.176183E+04  -0.294561E+01   0.649593E-03  -0.294561E+01   0.247832E+00  -0.427634E-06   0.649593E-03  -0.427634E-06   0.135260E-06
    64   0.178551E+04  -0.331843E+01   0.638644E-03  -0.331843E+01   0.259547E+00  -0.383575E-06   0.638644E-03  -0.383575E-06   0.134565E-06
    65   0.180919E+04  -0.370959E+01   0.627994E-03  -0.370959E+01   0.271606E+00  -0.333729E-06   0.627994E-03  -0.333729E-06   0.133865E-06
    66   0.183319E+04  -0.411688E+01   0.617619E-03  -0.411688E+01   0.283969E+00  -0.283648E-06   0.617619E-03  -0.283648E-06   0.133160E-06
    67   0.185734E+04  -0.453707E+01   0.607494E-03  -0.453707E+01   0.296625E+00  -0.238887E-06   0.607494E-03  -0.238887E-06   0.132450E-06
    68   0.188194E+04  -0.496794E+01   0.597595E-03  -0.496794E+01   0.309593E+00  -0.204997E-06   0.597595E-03  -0.204997E-06   0.131736E-06
    69   0.190676E+04  -0.540724E+01   0.587898E-03  -0.540724E+01   0.322810E+00  -0.187533E-06   0.587898E-03  -0.187533E-06   0.131020E-06
    70   0.193195E+04  -0.585609E+01   0.578378E-03  -0.585609E+01   0.336296E+00  -0.192047E-06   0.578378E-03  -0.192047E-06   0.130300E-06
    71   0.195736E+04  -0.631657E+01   0.569018E-03  -0.631657E+01   0.350022E+00  -0.222427E-06   0.569018E-03  -0.222427E-06   0.129579E-06
    72   0.198298E+04  -0.679055E+01   0.559822E-03  -0.679055E+01   0.363975E+00  -0.275896E-06   0.559822E-03  -0.275896E-06   0.128857E-06
    73   0.200876E+04  -0.727934E+01   0.550800E-03  -0.727934E+01   0.378139E+00  -0.348011E-06   0.550800E-03  -0.348011E-06   0.128133E-06
    74   0.203469E+04  -0.778275E+01   0.541963E-03  -0.778275E+01   0.392521E+00  -0.434329E-06   0.541963E-03  -0.434329E-06   0.127408E-06
    75   0.206085E+04  -0.830003E+01   0.533322E-03  -0.830003E+01   0.407149E+00  -0.530407E-06   0.533322E-03  -0.530407E-06   0.126683E-06
    76   0.208717E+04  -0.883099E+01   0.524886E-03  -0.883099E+01   0.422038E+00  -0.631802E-06   0.524886E-03  -0.631802E-06   0.125956E-06
    77   0.211374E+04  -0.937495E+01   0.516667E-03  -0.937495E+01   0.437171E+00  -0.734071E-06   0.516667E-03  -0.734071E-06   0.125230E-06
    78   0.214062E+04  -0.993253E+01   0.508675E-03  -0.993253E+01   0.452563E+00  -0.832772E-06   0.508675E-03  -0.832772E-06   0.124503E-06
    79   0.216768E+04  -0.104992E+02   0.500921E-03  -0.104992E+02   0.468146E+00  -0.923462E-06   0.500921E-03  -0.923462E-06   0.123776E-06
    80   0.219507E+04  -0.110756E+02   0.493414E-03  -0.110756E+02   0.483912E+00  -0.100170E-05   0.493414E-03  -0.100170E-05   0.123049E-06
    81   0.222271E+04  -0.116615E+02   0.486162E-03  -0.116615E+02   0.499799E+00  -0.106401E-05   0.486162E-03  -0.106401E-05   0.122323E-06
    82   0.225068E+04  -0.122563E+02   0.479153E-03  -0.122563E+02   0.515821E+00  -0.111081E-05   0.479153E-03  -0.111081E-05   0.121597E-06
    83   0.227890E+04  -0.128596E+02   0.472374E-03  -0.128596E+02   0.531948E+00  -0.114350E-05   0.472374E-03  -0.114350E-05   0.120872E-06
    84   0.230745E+04  -0.134699E+02   0.465808E-03  -0.134699E+02   0.548169E+00  -0.116347E-05   0.465808E-03  -0.116347E-05   0.120149E-06
    85   0.233616E+04  -0.140885E+02   0.459441E-03  -0.140885E+02   0.564453E+00  -0.117211E-05   0.459441E-03  -0.117211E-05   0.119427E-06
    86   0.236511E+04  -0.147145E+02   0.453258E-03  -0.147145E+02   0.580806E+00  -0.117081E-05   0.453258E-03  -0.117081E-05   0.118706E-06
    87   0.239452E+04  -0.153472E+02   0.447245E-03  -0.153472E+02   0.597189E+00  -0.116097E-05   0.447245E-03  -0.116097E-05   0.117988E-06
    88   0.242395E+04  -0.159862E+02   0.441386E-03  -0.159862E+02   0.613607E+00  -0.114396E-05   0.441386E-03  -0.114396E-05   0.117272E-06
    89   0.245375E+04  -0.166330E+02   0.435666E-03  -0.166330E+02   0.630036E+00  -0.112120E-05   0.435666E-03  -0.112120E-05   0.116559E-06
    90   0.248378E+04  -0.172845E+02   0.430071E-03  -0.172845E+02   0.646430E+00  -0.109406E-05   0.430071E-03  -0.109406E-05   0.115848E-06
    91   0.251396E+04  -0.179413E+02   0.424588E-03  -0.179413E+02   0.662774E+00  -0.106378E-05   0.424588E-03  -0.106378E-05   0.115141E-06
    92   0.254443E+04  -0.186027E+02   0.419212E-03  -0.186027E+02   0.679054E+00  -0.103092E-05   0.419212E-03  -0.103092E-05   0.114436E-06
    93   0.257521E+04  -0.192688E+02   0.413941E-03  -0.192688E+02   0.695266E+00  -0.995886E-06   0.413941E-03  -0.995886E-06   0.113735E-06
    94   0.260607E+04  -0.199381E+02   0.408772E-03  -0.199381E+02   0.711375E+00  -0.959076E-06   0.408772E-03  -0.959076E-06   0.113037E-06
    95   0.263723E+04  -0.206114E+02   0.403703E-03  -0.206114E+02   0.727384E+00  -0.920894E-06   0.403703E-03  -0.920894E-06   0.112343E-06
    96   0.266839E+04  -0.212881E+02   0.398730E-03  -0.212881E+02   0.743282E+00  -0.881741E-06   0.398730E-03  -0.881741E-06   0.111652E-06
    97   0.270000E+04  -0.219675E+02   0.393853E-03  -0.219675E+02   0.759056E+00  -0.842020E-06   0.393853E-03  -0.842020E-06   0.110964E-06
    98   0.273185E+04  -0.226474E+02   0.389067E-03  -0.226474E+02   0.774702E+00  -0.802132E-06   0.389067E-03  -0.802132E-06   0.110280E-06
    99   0.276378E+04  -0.233308E+02   0.384371E-03  -0.233308E+02   0.790186E+00  -0.762478E-06   0.384371E-03  -0.762478E-06   0.109599E-06
   100   0.279602E+04  -0.240134E+02   0.379763E-03  -0.240134E+02   0.805511E+00  -0.723462E-06   0.379763E-03  -0.723462E-06   0.108922E-06
   101   0.282841E+04  -0.246982E+02   0.375238E-03  -0.246982E+02   0.820738E+00  -0.685484E-06   0.375238E-03  -0.685484E-06   0.108249E-06
   102   0.286134E+04  -0.253830E+02   0.370796E-03  -0.253830E+02   0.835724E+00  -0.648946E-06   0.370796E-03  -0.648946E-06   0.107579E-06
   103   0.289421E+04  -0.260686E+02   0.366434E-03  -0.260686E+02   0.850543E+00  -0.614251E-06   0.366434E-03  -0.614251E-06   0.106913E-06
   104   0.292731E+04  -0.267522E+02   0.362148E-03  -0.267522E+02   0.865201E+00  -0.581801E-06   0.362148E-03  -0.581801E-06   0.106251E-06
   105   0.296057E+04  -0.274352E+02   0.357937E-03  -0.274352E+02   0.879625E+00  -0.551996E-06   0.357937E-03  -0.551996E-06   0.105593E-06
   106   0.299408E+04  -0.281170E+02   0.353798E-03  -0.281170E+02   0.893892E+00  -0.525239E-06   0.353798E-03  -0.525239E-06   0.104939E-06
   107   0.302752E+04  -0.287961E+02   0.349729E-03  -0.287961E+02   0.907857E+00  -0.501932E-06   0.349729E-03  -0.501932E-06   0.104288E-06
   108   0.306136E+04  -0.294735E+02   0.345726E-03  -0.294735E+02   0.921597E+00  -0.482476E-06   0.345726E-03  -0.482476E-06   0.103642E-06
   109   0.309536E+04  -0.301475E+02   0.341788E-03  -0.301475E+02   0.935041E+00  -0.467275E-06   0.341788E-03  -0.467275E-06   0.103000E-06
   110   0.312946E+04  -0.308169E+02   0.337912E-03  -0.308169E+02   0.948191E+00  -0.456728E-06   0.337912E-03  -0.456728E-06   0.102363E-06
   111   0.316373E+04  -0.314832E+02   0.334096E-03  -0.314832E+02   0.961124E+00  -0.451099E-06   0.334096E-03  -0.451099E-06   0.101729E-06
   112   0.319816E+04  -0.321454E+02   0.330339E-03  -0.321454E+02   0.973765E+00  -0.450092E-06   0.330339E-03  -0.450092E-06   0.101100E-06
   113   0.323284E+04  -0.328021E+02   0.326641E-03  -0.328021E+02   0.986112E+00  -0.453271E-06   0.326641E-03  -0.453271E-06   0.100475E-06
   114   0.326761E+04  -0.334525E+02   0.323000E-03  -0.334525E+02   0.998088E+00  -0.460200E-06   0.323000E-03  -0.460200E-06   0.998538E-07
   115   0.330261E+04  -0.340963E+02   0.319418E-03  -0.340963E+02   0.100984E+01  -0.470445E-06   0.319418E-03  -0.470445E-06   0.992372E-07
   116   0.333764E+04  -0.347328E+02   0.315893E-03  -0.347328E+02   0.102114E+01  -0.483570E-06   0.315893E-03  -0.483570E-06   0.986249E-07
   117   0.337298E+04  -0.353612E+02   0.312426E-03  -0.353612E+02   0.103207E+01  -0.499139E-06   0.312426E-03  -0.499139E-06   0.980169E-07
   118   0.340848E+04  -0.359820E+02   0.309015E-03  -0.359820E+02   0.104276E+01  -0.516717E-06   0.309015E-03  -0.516717E-06   0.974132E-07
   119   0.344399E+04  -0.365930E+02   0.305660E-03  -0.365930E+02   0.105308E+01  -0.535868E-06   0.305660E-03  -0.535868E-06   0.968137E-07
   120   0.347967E+04  -0.371940E+02   0.302361E-03  -0.371940E+02   0.106286E+01  -0.556157E-06   0.302361E-03  -0.556157E-06   0.962185E-07
   121   0.351536E+04  -0.377850E+02   0.299118E-03  -0.377850E+02   0.107241E+01  -0.577149E-06   0.299118E-03  -0.577149E-06   0.956276E-07
   122   0.355113E+04  -0.383651E+02   0.295930E-03  -0.383651E+02   0.108142E+01  -0.598407E-06   0.295930E-03  -0.598407E-06   0.950410E-07
   123   0.358699E+04  -0.389343E+02   0.292797E-03  -0.389343E+02   0.108997E+01  -0.619497E-06   0.292797E-03  -0.619497E-06   0.944587E-07
   124   0.362293E+04  -0.394894E+02   0.289718E-03  -0.394894E+02   0.109813E+01  -0.639983E-06   0.289718E-03  -0.639983E-06   0.938807E-07
   125   0.365887E+04  -0.400326E+02   0.286693E-03  -0.400326E+02   0.110582E+01  -0.659429E-06   0.286693E-03  -0.659429E-06   0.933070E-07
   126   0.369490E+04  -0.405630E+02   0.283722E-03  -0.405630E+02   0.111312E+01  -0.677401E-06   0.283722E-03  -0.677401E-06   0.927377E-07
   127   0.373094E+04  -0.410798E+02   0.280803E-03  -0.410798E+02   0.111987E+01  -0.693462E-06   0.280803E-03  -0.693462E-06   0.921726E-07
   128   0.376698E+04  -0.415823E+02   0.277938E-03  -0.415823E+02   0.112622E+01  -0.707177E-06   0.277938E-03  -0.707177E-06   0.916118E-07
   129   0.380311E+04  -0.420694E+02   0.275125E-03  -0.420694E+02   0.113203E+01  -0.718110E-06   0.275125E-03  -0.718110E-06   0.910554E-07
   130   0.383923E+04  -0.425405E+02   0.272364E-03  -0.425405E+02   0.113728E+01  -0.725827E-06   0.272364E-03  -0.725827E-06   0.905033E-07
   131   0.387536E+04  -0.429968E+02   0.269654E-03  -0.429968E+02   0.114212E+01  -0.730009E-06   0.269654E-03  -0.730009E-06   0.899555E-07
   132   0.391156E+04  -0.434354E+02   0.266995E-03  -0.434354E+02   0.114642E+01  -0.730813E-06   0.266995E-03  -0.730813E-06   0.894120E-07
   133   0.394770E+04  -0.438586E+02   0.264383E-03  -0.438586E+02   0.115023E+01  -0.728509E-06   0.264383E-03  -0.728509E-06   0.888728E-07
   134   0.398384E+04  -0.442619E+02   0.261819E-03  -0.442619E+02   0.115357E+01  -0.723373E-06   0.261819E-03  -0.723373E-06   0.883379E-07
   135   0.401998E+04  -0.446483E+02   0.259299E-03  -0.446483E+02   0.115635E+01  -0.715676E-06   0.259299E-03  -0.715676E-06   0.878071E-07
   136   0.405597E+04  -0.450140E+02   0.256822E-03  -0.450140E+02   0.115858E+01  -0.705691E-06   0.256822E-03  -0.705691E-06   0.872806E-07
   137   0.409197E+04  -0.453613E+02   0.254388E-03  -0.453613E+02   0.116033E+01  -0.693692E-06   0.254388E-03  -0.693692E-06   0.867582E-07
   138   0.412789E+04  -0.456887E+02   0.251993E-03  -0.456887E+02   0.116153E+01  -0.679952E-06   0.251993E-03  -0.679952E-06   0.862399E-07
   139   0.416360E+04  -0.459955E+02   0.249637E-03  -0.459955E+02   0.116232E+01  -0.664743E-06   0.249637E-03  -0.664743E-06   0.857258E-07
   140   0.419938E+04  -0.462824E+02   0.247317E-03  -0.462824E+02   0.116248E+01  -0.648338E-06   0.247317E-03  -0.648338E-06   0.852157E-07
   141   0.423494E+04  -0.465472E+02   0.245033E-03  -0.465472E+02   0.116209E+01  -0.631011E-06   0.245033E-03  -0.631011E-06   0.847096E-07
   142   0.427051E+04  -0.467907E+02   0.242782E-03  -0.467907E+02   0.116123E+01  -0.613035E-06   0.242782E-03  -0.613035E-06   0.842076E-07
   143   0.430600E+04  -0.470128E+02   0.240563E-03  -0.470128E+02   0.115988E+01  -0.594682E-06   0.240563E-03  -0.594682E-06   0.837096E-07
   144   0.434128E+04  -0.472128E+02   0.238373E-03  -0.472128E+02   0.115798E+01  -0.576225E-06   0.238373E-03  -0.576225E-06   0.832155E-07
   145   0.437640E+04  -0.473900E+02   0.236213E-03  -0.473900E+02   0.115567E+01  -0.557938E-06   0.236213E-03  -0.557938E-06   0.827254E-07
   146   0.441161E+04  -0.475443E+02   0.234079E-03  -0.475443E+02   0.115274E+01  -0.540094E-06   0.234079E-03  -0.540094E-06   0.822392E-07
   147   0.444644E+04  -0.476744E+02   0.231970E-03  -0.476744E+02   0.114940E+01  -0.522964E-06   0.231970E-03  -0.522964E-06   0.817568E-07
   148   0.448113E+04  -0.477816E+02   0.229885E-03  -0.477816E+02   0.114551E+01  -0.506823E-06   0.229885E-03  -0.506823E-06   0.812783E-07
   149   0.451575E+04  -0.478645E+02   0.227821E-03  -0.478645E+02   0.114114E+01  -0.491944E-06   0.227821E-03  -0.491944E-06   0.808036E-07
   150   0.455008E+04  -0.479209E+02   0.225778E-03  -0.479209E+02   0.113637E+01  -0.478599E-06   0.225778E-03  -0.478599E-06   0.803327E-07
   151   0.458425E+04  -0.479538E+02   0.223753E-03  -0.479538E+02   0.113111E+01  -0.466996E-06   0.223753E-03  -0.466996E-06   0.798656E-07
   152   0.461814E+04  -0.479616E+02   0.221747E-03  -0.479616E+02   0.112531E+01  -0.457087E-06   0.221747E-03  -0.457087E-06   0.794022E-07
   153   0.465187E+04  -0.479421E+02   0.219760E-03  -0.479421E+02   0.111910E+01  -0.448756E-06   0.219760E-03  -0.448756E-06   0.789425E-07
   154   0.468537E+04  -0.478975E+02   0.217791E-03  -0.478975E+02   0.111249E+01  -0.441890E-06   0.217791E-03  -0.441890E-06   0.784865E-07
   155   0.471865E+04  -0.478270E+02   0.215841E-03  -0.478270E+02   0.110549E+01  -0.436375E-06   0.215841E-03  -0.436375E-06   0.780342E-07
   156   0.475155E+04  -0.477306E+02   0.213910E-03  -0.477306E+02   0.109808E+01  -0.432095E-06   0.213910E-03  -0.432095E-06   0.775855E-07
   157   0.478437E+04  -0.476068E+02   0.211998E-03  -0.476068E+02   0.109028E+01  -0.428937E-06   0.211998E-03  -0.428937E-06   0.771405E-07
   158   0.481688E+04  -0.474564E+02   0.210104E-03  -0.474564E+02   0.108216E+01  -0.426786E-06   0.210104E-03  -0.426786E-06   0.766990E-07
   159   0.484908E+04  -0.472792E+02   0.208229E-03  -0.472792E+02   0.107357E+01  -0.425528E-06   0.208229E-03  -0.425528E-06   0.762611E-07
   160   0.488104E+04  -0.470737E+02   0.206373E-03  -0.470737E+02   0.106467E+01  -0.425049E-06   0.206373E-03  -0.425049E-06   0.758268E-07
   161   0.491277E+04  -0.468415E+02   0.204537E-03  -0.468415E+02   0.105552E+01  -0.425235E-06   0.204537E-03  -0.425235E-06   0.753960E-07
   162   0.494418E+04  -0.465826E+02   0.202719E-03  -0.465826E+02   0.104598E+01  -0.425971E-06   0.202719E-03  -0.425971E-06   0.749687E-07
   163   0.497542E+04  -0.462953E+02   0.200920E-03  -0.462953E+02   0.103613E+01  -0.427143E-06   0.200920E-03  -0.427143E-06   0.745449E-07
   164   0.500620E+04  -0.459811E+02   0.199140E-03  -0.459811E+02   0.102604E+01  -0.428636E-06   0.199140E-03  -0.428636E-06   0.741245E-07
   165   0.503680E+04  -0.456379E+02   0.197380E-03  -0.456379E+02   0.101564E+01  -0.430337E-06   0.197380E-03  -0.430337E-06   0.737076E-07
   166   0.506708E+04  -0.452671E+02   0.195639E-03  -0.452671E+02   0.100508E+01  -0.432131E-06   0.195639E-03  -0.432131E-06   0.732941E-07
   167   0.509711E+04  -0.448693E+02   0.193917E-03  -0.448693E+02   0.994139E+00  -0.433905E-06   0.193917E-03  -0.433905E-06   0.728840E-07
   168   0.512667E+04  -0.444424E+02   0.192214E-03  -0.444424E+02   0.983188E+00  -0.435542E-06   0.192214E-03  -0.435542E-06   0.724772E-07
   169   0.515590E+04  -0.439862E+02   0.190531E-03  -0.439862E+02   0.971932E+00  -0.436930E-06   0.190531E-03  -0.436930E-06   0.720738E-07
   170   0.518480E+04  -0.435024E+02   0.188866E-03  -0.435024E+02   0.960595E+00  -0.437954E-06   0.188866E-03  -0.437954E-06   0.716737E-07
   171   0.521322E+04  -0.429885E+02   0.187222E-03  -0.429885E+02   0.949179E+00  -0.438500E-06   0.187222E-03  -0.438500E-06   0.712769E-07
   172   0.524123E+04  -0.424461E+02   0.185597E-03  -0.424461E+02   0.937611E+00  -0.438453E-06   0.185597E-03  -0.438453E-06   0.708834E-07
   173   0.526876E+04  -0.418752E+02   0.183991E-03  -0.418752E+02   0.925893E+00  -0.437699E-06   0.183991E-03  -0.437699E-06   0.704931E-07
   174   0.529595E+04  -0.412757E+02   0.182405E-03  -0.412757E+02   0.914322E+00  -0.436124E-06   0.182405E-03  -0.436124E-06   0.701060E-07
   175   0.532273E+04  -0.406468E+02   0.180839E-03  -0.406468E+02   0.902603E+00  -0.433614E-06   0.180839E-03  -0.433614E-06   0.697222E-07
   176   0.534895E+04  -0.399886E+02   0.179292E-03  -0.399886E+02   0.890961E+00  -0.430082E-06   0.179292E-03  -0.430082E-06   0.693415E-07
   177   0.537475E+04  -0.393025E+02   0.177764E-03  -0.393025E+02   0.879323E+00  -0.425549E-06   0.177764E-03  -0.425549E-06   0.689640E-07
   178   0.540006E+04  -0.385871E+02   0.176255E-03  -0.385871E+02   0.867914E+00  -0.420066E-06   0.176255E-03  -0.420066E-06   0.685896E-07
