#           k/h    P           
   0.181872E+00   0.242365E+04
   0.187235E+00   0.234574E+04
   0.192598E+00   0.226256E+04
   0.197961E+00   0.216790E+04
   0.203324E+00   0.206156E+04
   0.208687E+00   0.194876E+04
   0.214050E+00   0.183705E+04
   0.219414E+00   0.173332E+04
   0.224777E+00   0.164238E+04
   0.230140E+00   0.156629E+04
   0.235503E+00   0.150425E+04
   0.240866E+00   0.145324E+04
   0.246229E+00   0.140901E+04
   0.251592E+00   0.136712E+04
   0.256955E+00   0.132387E+04
   0.262318E+00   0.127733E+04
   0.267681E+00   0.122767E+04
   0.273044E+00   0.117649E+04
   0.278407E+00   0.112588E+04
   0.283771E+00   0.107785E+04
   0.289134E+00   0.103408E+04
   0.294497E+00   0.995475E+03
   0.299860E+00   0.961906E+03
   0.305223E+00   0.932374E+03
   0.310586E+00   0.905521E+03
   0.315949E+00   0.880021E+03
   0.321312E+00   0.854757E+03
   0.326675E+00   0.829001E+03
   0.332038E+00   0.802594E+03
   0.337401E+00   0.775914E+03
   0.342764E+00   0.749612E+03
   0.348127E+00   0.724347E+03
   0.353491E+00   0.700636E+03
   0.358854E+00   0.678781E+03
   0.364217E+00   0.658804E+03
   0.369580E+00   0.640458E+03
   0.374943E+00   0.623338E+03
   0.380306E+00   0.607027E+03
   0.385669E+00   0.591167E+03
   0.391032E+00   0.575486E+03
   0.396395E+00   0.559855E+03
   0.401758E+00   0.544323E+03
   0.407121E+00   0.529079E+03
   0.412484E+00   0.514329E+03
   0.417848E+00   0.500216E+03
   0.423211E+00   0.486821E+03
   0.428574E+00   0.474190E+03
   0.433937E+00   0.462299E+03
   0.439300E+00   0.451030E+03
   0.444663E+00   0.440218E+03
   0.450026E+00   0.429738E+03
   0.455389E+00   0.419520E+03
   0.460752E+00   0.409516E+03
   0.466115E+00   0.399689E+03
   0.471478E+00   0.390054E+03
   0.476841E+00   0.380682E+03
   0.482204E+00   0.371637E+03
   0.487568E+00   0.362941E+03
   0.492931E+00   0.354590E+03
   0.498294E+00   0.346580E+03
   0.503657E+00   0.338900E+03
   0.509020E+00   0.331504E+03
   0.514383E+00   0.324335E+03
   0.519746E+00   0.317358E+03
   0.525109E+00   0.310556E+03
   0.530472E+00   0.303920E+03
   0.535835E+00   0.297441E+03
   0.541198E+00   0.291120E+03
   0.546561E+00   0.284977E+03
   0.551925E+00   0.279029E+03
   0.557288E+00   0.273273E+03
   0.562651E+00   0.267700E+03
   0.568014E+00   0.262303E+03
   0.573377E+00   0.257078E+03
   0.578740E+00   0.252010E+03
   0.584103E+00   0.247075E+03
   0.589466E+00   0.242262E+03
   0.594829E+00   0.237570E+03
   0.600192E+00   0.232997E+03
   0.605555E+00   0.228537E+03
   0.610918E+00   0.224184E+03
   0.616281E+00   0.219946E+03
   0.621645E+00   0.215827E+03
   0.627008E+00   0.211824E+03
   0.674474E+00   0.180583E+03
   0.725535E+00   0.153709E+03
   0.780460E+00   0.130658E+03
   0.839544E+00   0.110924E+03
   0.903101E+00   0.940476E+02
   0.971469E+00   0.796443E+02
   0.104501E+01   0.673678E+02
   0.126811E+01   0.429841E+02
   0.158368E+01   0.254262E+02
   0.197777E+01   0.149093E+02
   0.246994E+01   0.867344E+01
   0.308458E+01   0.500949E+01
   0.385217E+01   0.287429E+01
   0.481078E+01   0.163920E+01
   0.600794E+01   0.929590E+00
   0.750301E+01   0.524390E+00
   0.937012E+01   0.294316E+00
   0.117019E+02   0.164359E+00
   0.146139E+02   0.913076E-01
   0.182505E+02   0.504326E-01
   0.227921E+02   0.276639E-01
   0.284639E+02   0.150387E-01
   0.355471E+02   0.807308E-02
   0.443930E+02   0.425334E-02
   0.554402E+02   0.217650E-02
   0.692364E+02   0.106267E-02
   0.864658E+02   0.479905E-03
   0.107983E+03   0.189388E-03
   0.134854E+03   0.582676E-04
   0.168412E+03   0.105125E-04
   0.210322E+03   0.254775E-06
   0.262660E+03   0.395173E-06
   0.328022E+03   0.245719E-06
   0.409650E+03   0.731579E-09
   0.511591E+03   0.764677E-08
