#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.107045E+04   0.346589E-01   0.000000E+00   0.280145E+01   0.526784E-07   0.317844E-02  -0.134478E-04
     3   0.101323E+04   0.473828E-01   0.000000E+00   0.322999E+01   0.641942E-07   0.318339E-02  -0.149207E-04
     4   0.957861E+03   0.443774E-01   0.000000E+00   0.310231E+01   0.740411E-07   0.310992E-02  -0.134548E-04
     5   0.915955E+03   0.324588E-01   0.000000E+00   0.270113E+01   0.825996E-07   0.300605E-02  -0.102521E-04
     6   0.886885E+03   0.197995E-01   0.000000E+00   0.223429E+01   0.900826E-07   0.289342E-02  -0.629294E-05
     7   0.868194E+03   0.108908E-01   0.000000E+00   0.179837E+01   0.966825E-07   0.278375E-02  -0.254614E-05
     8   0.856801E+03   0.625370E-02   0.000000E+00   0.143114E+01   0.102534E-06   0.267712E-02   0.158065E-06
     9   0.851112E+03   0.437353E-02   0.000000E+00   0.116178E+01   0.107752E-06   0.257124E-02   0.149042E-05
    10   0.849634E+03   0.362023E-02   0.000000E+00   0.994732E+00   0.112409E-06   0.246752E-02   0.174172E-05
    11   0.851102E+03   0.322112E-02   0.000000E+00   0.915232E+00   0.116585E-06   0.237084E-02   0.155925E-05
    12   0.855740E+03   0.281471E-02   0.000000E+00   0.902156E+00   0.120336E-06   0.228274E-02   0.107790E-05
    13   0.861957E+03   0.274677E-02   0.000000E+00   0.927245E+00   0.123710E-06   0.220341E-02   0.325729E-06
    14   0.869112E+03   0.276543E-02   0.000000E+00   0.978662E+00   0.126741E-06   0.213054E-02  -0.492062E-06
    15   0.877565E+03   0.282474E-02   0.000000E+00   0.104782E+01   0.129466E-06   0.206146E-02  -0.113213E-05
    16   0.887692E+03   0.300696E-02   0.000000E+00   0.112587E+01   0.131917E-06   0.199416E-02  -0.141392E-05
    17   0.899274E+03   0.345781E-02   0.000000E+00   0.120185E+01   0.134117E-06   0.192854E-02  -0.138763E-05
    18   0.911292E+03   0.409914E-02   0.000000E+00   0.126802E+01   0.136087E-06   0.186497E-02  -0.115790E-05
    19   0.924880E+03   0.474233E-02   0.000000E+00   0.132481E+01   0.137850E-06   0.180391E-02  -0.826731E-06
    20   0.938648E+03   0.528496E-02   0.000000E+00   0.137280E+01   0.139429E-06   0.174585E-02  -0.494134E-06
    21   0.952776E+03   0.579409E-02   0.000000E+00   0.141796E+01   0.140843E-06   0.169117E-02  -0.240499E-06
    22   0.967342E+03   0.640926E-02   0.000000E+00   0.146182E+01   0.142103E-06   0.163970E-02  -0.729770E-07
    23   0.982136E+03   0.728909E-02   0.000000E+00   0.150684E+01   0.143216E-06   0.159115E-02   0.192147E-07
    24   0.997247E+03   0.853574E-02   0.000000E+00   0.155583E+01   0.144192E-06   0.154524E-02   0.465963E-07
    25   0.101269E+04   0.101593E-01   0.000000E+00   0.161075E+01   0.145038E-06   0.150173E-02   0.194796E-07
    26   0.102833E+04   0.121014E-01   0.000000E+00   0.167390E+01   0.145764E-06   0.146038E-02  -0.519913E-07
    27   0.104432E+04   0.142867E-01   0.000000E+00   0.174275E+01   0.146379E-06   0.142097E-02  -0.157809E-06
    28   0.106047E+04   0.166711E-01   0.000000E+00   0.181473E+01   0.146891E-06   0.138329E-02  -0.288079E-06
    29   0.107693E+04   0.192378E-01   0.000000E+00   0.188663E+01   0.147311E-06   0.134714E-02  -0.432998E-06
    30   0.109372E+04   0.219850E-01   0.000000E+00   0.195356E+01   0.147648E-06   0.131232E-02  -0.582841E-06
    31   0.111062E+04   0.249060E-01   0.000000E+00   0.201106E+01   0.147911E-06   0.127867E-02  -0.728983E-06
    32   0.112779E+04   0.279868E-01   0.000000E+00   0.205598E+01   0.148104E-06   0.124613E-02  -0.866990E-06
    33   0.114529E+04   0.312035E-01   0.000000E+00   0.208532E+01   0.148230E-06   0.121468E-02  -0.993476E-06
    34   0.116305E+04   0.345461E-01   0.000000E+00   0.209732E+01   0.148293E-06   0.118431E-02  -0.110507E-05
    35   0.118106E+04   0.380255E-01   0.000000E+00   0.209249E+01   0.148297E-06   0.115499E-02  -0.119841E-05
    36   0.119925E+04   0.416712E-01   0.000000E+00   0.207114E+01   0.148244E-06   0.112672E-02  -0.127013E-05
    37   0.121753E+04   0.455334E-01   0.000000E+00   0.203466E+01   0.148139E-06   0.109947E-02  -0.131689E-05
    38   0.123614E+04   0.496632E-01   0.000000E+00   0.198635E+01   0.147985E-06   0.107325E-02  -0.133533E-05
    39   0.125506E+04   0.540655E-01   0.000000E+00   0.192737E+01   0.147787E-06   0.104804E-02  -0.132213E-05
    40   0.127407E+04   0.587393E-01   0.000000E+00   0.185811E+01   0.147547E-06   0.102382E-02  -0.127394E-05
    41   0.129332E+04   0.636906E-01   0.000000E+00   0.177875E+01   0.147270E-06   0.100059E-02  -0.118933E-05
    42   0.131257E+04   0.689333E-01   0.000000E+00   0.168925E+01   0.146958E-06   0.978304E-03  -0.107453E-05
    43   0.133199E+04   0.744829E-01   0.000000E+00   0.158957E+01   0.146612E-06   0.956895E-03  -0.937595E-06
    44   0.135141E+04   0.803403E-01   0.000000E+00   0.148053E+01   0.146235E-06   0.936314E-03  -0.786595E-06
    45   0.137122E+04   0.865167E-01   0.000000E+00   0.136305E+01   0.145828E-06   0.916507E-03  -0.629553E-06
    46   0.139133E+04   0.930196E-01   0.000000E+00   0.123566E+01   0.145393E-06   0.897422E-03  -0.474471E-06
    47   0.141159E+04   0.998281E-01   0.000000E+00   0.109728E+01   0.144933E-06   0.879006E-03  -0.329330E-06
    48   0.143193E+04   0.106922E+00   0.000000E+00   0.949552E+00   0.144449E-06   0.861208E-03  -0.202090E-06
    49   0.145242E+04   0.114257E+00   0.000000E+00   0.793539E+00   0.143943E-06   0.843977E-03  -0.100697E-06
    50   0.147329E+04   0.121784E+00   0.000000E+00   0.623519E+00   0.143417E-06   0.827262E-03  -0.330798E-07
    51   0.149431E+04   0.129459E+00   0.000000E+00   0.433261E+00   0.142874E-06   0.811020E-03  -0.466095E-08
    52   0.151571E+04   0.137392E+00   0.000000E+00   0.220122E+00   0.142313E-06   0.795235E-03  -0.108959E-07
    53   0.153711E+04   0.145768E+00   0.000000E+00  -0.157923E-01   0.141737E-06   0.779901E-03  -0.447656E-07
    54   0.155844E+04   0.154615E+00   0.000000E+00  -0.266408E+00   0.141146E-06   0.765009E-03  -0.992698E-07
    55   0.157994E+04   0.163948E+00   0.000000E+00  -0.523537E+00   0.140540E-06   0.750553E-03  -0.167425E-06
    56   0.160182E+04   0.173644E+00   0.000000E+00  -0.786130E+00   0.139921E-06   0.736526E-03  -0.242263E-06
    57   0.162402E+04   0.183571E+00   0.000000E+00  -0.105540E+01   0.139290E-06   0.722921E-03  -0.316829E-06
    58   0.164653E+04   0.193696E+00   0.000000E+00  -0.133437E+01   0.138647E-06   0.709731E-03  -0.384183E-06
    59   0.166921E+04   0.204018E+00   0.000000E+00  -0.162605E+01   0.137993E-06   0.696949E-03  -0.437395E-06
    60   0.169206E+04   0.214552E+00   0.000000E+00  -0.193206E+01   0.137330E-06   0.684570E-03  -0.469546E-06
    61   0.171538E+04   0.225362E+00   0.000000E+00  -0.225341E+01   0.136659E-06   0.672583E-03  -0.475809E-06
    62   0.173858E+04   0.236460E+00   0.000000E+00  -0.259116E+01   0.135979E-06   0.660967E-03  -0.459687E-06
    63   0.176187E+04   0.247843E+00   0.000000E+00  -0.294600E+01   0.135292E-06   0.649698E-03  -0.426754E-06
    64   0.178554E+04   0.259559E+00   0.000000E+00  -0.331885E+01   0.134598E-06   0.638752E-03  -0.382577E-06
    65   0.180923E+04   0.271619E+00   0.000000E+00  -0.371004E+01   0.133898E-06   0.628103E-03  -0.332713E-06
    66   0.183323E+04   0.283983E+00   0.000000E+00  -0.411736E+01   0.133194E-06   0.617728E-03  -0.282710E-06
    67   0.185738E+04   0.296640E+00   0.000000E+00  -0.453758E+01   0.132484E-06   0.607603E-03  -0.238110E-06
    68   0.188198E+04   0.309610E+00   0.000000E+00  -0.496849E+01   0.131771E-06   0.597703E-03  -0.204446E-06
    69   0.190680E+04   0.322828E+00   0.000000E+00  -0.540782E+01   0.131055E-06   0.588005E-03  -0.187244E-06
    70   0.193199E+04   0.336314E+00   0.000000E+00  -0.585671E+01   0.130336E-06   0.578484E-03  -0.192028E-06
    71   0.195740E+04   0.350042E+00   0.000000E+00  -0.631724E+01   0.129615E-06   0.569124E-03  -0.222649E-06
    72   0.198302E+04   0.363997E+00   0.000000E+00  -0.679126E+01   0.128893E-06   0.559928E-03  -0.276310E-06
    73   0.200880E+04   0.378163E+00   0.000000E+00  -0.728009E+01   0.128170E-06   0.550906E-03  -0.348558E-06
    74   0.203473E+04   0.392546E+00   0.000000E+00  -0.778355E+01   0.127446E-06   0.542070E-03  -0.434944E-06
    75   0.206089E+04   0.407175E+00   0.000000E+00  -0.830088E+01   0.126721E-06   0.533430E-03  -0.531026E-06
    76   0.208722E+04   0.422065E+00   0.000000E+00  -0.883190E+01   0.125995E-06   0.524995E-03  -0.632365E-06
    77   0.211378E+04   0.437200E+00   0.000000E+00  -0.937590E+01   0.125269E-06   0.516777E-03  -0.734530E-06
    78   0.214066E+04   0.452594E+00   0.000000E+00  -0.993354E+01   0.124542E-06   0.508786E-03  -0.833091E-06
    79   0.216772E+04   0.468179E+00   0.000000E+00  -0.105003E+02   0.123816E-06   0.501033E-03  -0.923626E-06
    80   0.219511E+04   0.483947E+00   0.000000E+00  -0.110767E+02   0.123089E-06   0.493528E-03  -0.100171E-05
    81   0.222275E+04   0.499836E+00   0.000000E+00  -0.116627E+02   0.122363E-06   0.486277E-03  -0.106390E-05
    82   0.225072E+04   0.515861E+00   0.000000E+00  -0.122575E+02   0.121638E-06   0.479270E-03  -0.111062E-05
    83   0.227894E+04   0.531990E+00   0.000000E+00  -0.128609E+02   0.120914E-06   0.472491E-03  -0.114326E-05
    84   0.230748E+04   0.548213E+00   0.000000E+00  -0.134713E+02   0.120191E-06   0.465926E-03  -0.116321E-05
    85   0.233620E+04   0.564500E+00   0.000000E+00  -0.140899E+02   0.119469E-06   0.459560E-03  -0.117186E-05
    86   0.236515E+04   0.580856E+00   0.000000E+00  -0.147161E+02   0.118750E-06   0.453377E-03  -0.117059E-05
    87   0.239456E+04   0.597241E+00   0.000000E+00  -0.153488E+02   0.118032E-06   0.447364E-03  -0.116080E-05
    88   0.242398E+04   0.613662E+00   0.000000E+00  -0.159879E+02   0.117316E-06   0.441505E-03  -0.114386E-05
    89   0.245378E+04   0.630094E+00   0.000000E+00  -0.166348E+02   0.116603E-06   0.435786E-03  -0.112116E-05
    90   0.248381E+04   0.646491E+00   0.000000E+00  -0.172864E+02   0.115893E-06   0.430192E-03  -0.109408E-05
    91   0.251399E+04   0.662838E+00   0.000000E+00  -0.179433E+02   0.115186E-06   0.424709E-03  -0.106383E-05
    92   0.254447E+04   0.679121E+00   0.000000E+00  -0.186048E+02   0.114483E-06   0.419334E-03  -0.103099E-05
    93   0.257524E+04   0.695335E+00   0.000000E+00  -0.192710E+02   0.113782E-06   0.414063E-03  -0.995962E-06
    94   0.260610E+04   0.711448E+00   0.000000E+00  -0.199404E+02   0.113085E-06   0.408895E-03  -0.959148E-06
    95   0.263725E+04   0.727460E+00   0.000000E+00  -0.206138E+02   0.112391E-06   0.403827E-03  -0.920953E-06
    96   0.266842E+04   0.743362E+00   0.000000E+00  -0.212906E+02   0.111700E-06   0.398855E-03  -0.881783E-06
    97   0.270003E+04   0.759139E+00   0.000000E+00  -0.219701E+02   0.111013E-06   0.393979E-03  -0.842040E-06
    98   0.273188E+04   0.774789E+00   0.000000E+00  -0.226501E+02   0.110329E-06   0.389194E-03  -0.802130E-06
    99   0.276380E+04   0.790277E+00   0.000000E+00  -0.233337E+02   0.109649E-06   0.384499E-03  -0.762454E-06
   100   0.279604E+04   0.805605E+00   0.000000E+00  -0.240164E+02   0.108972E-06   0.379891E-03  -0.723417E-06
   101   0.282843E+04   0.820837E+00   0.000000E+00  -0.247013E+02   0.108299E-06   0.375367E-03  -0.685421E-06
   102   0.286136E+04   0.835826E+00   0.000000E+00  -0.253862E+02   0.107630E-06   0.370925E-03  -0.648869E-06
   103   0.289422E+04   0.850650E+00   0.000000E+00  -0.260720E+02   0.106965E-06   0.366563E-03  -0.614164E-06
   104   0.292732E+04   0.865312E+00   0.000000E+00  -0.267556E+02   0.106303E-06   0.362277E-03  -0.581708E-06
   105   0.296059E+04   0.879740E+00   0.000000E+00  -0.274388E+02   0.105645E-06   0.358066E-03  -0.551904E-06
