#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.104501E-04   0.198309E+08   0.198309E+08   0.264274E+08   0.264270E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198387E+08  -0.471824E+00   0.103990E+08   0.103990E+08   0.578882E+01
   0.127095E-04   0.198309E+08   0.198309E+08   0.264208E+08   0.264202E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198386E+08  -0.471824E+00   0.103990E+08   0.103990E+08   0.703991E+01
   0.154573E-04   0.198309E+08   0.198309E+08   0.264110E+08   0.264102E+08   0.000000E+00   0.198309E+08   0.198309E+08   0.198386E+08  -0.471823E+00   0.103990E+08   0.103990E+08   0.856111E+01
   0.187992E-04   0.198308E+08   0.198308E+08   0.263966E+08   0.263953E+08   0.000000E+00   0.198308E+08   0.198308E+08   0.198386E+08  -0.471823E+00   0.103990E+08   0.103990E+08   0.104105E+02
   0.228637E-04   0.198308E+08   0.198308E+08   0.263752E+08   0.263734E+08   0.000000E+00   0.198308E+08   0.198308E+08   0.198385E+08  -0.471821E+00   0.103989E+08   0.103989E+08   0.126585E+02
   0.278068E-04   0.198307E+08   0.198307E+08   0.263436E+08   0.263409E+08   0.000000E+00   0.198307E+08   0.198307E+08   0.198385E+08  -0.471819E+00   0.103989E+08   0.103989E+08   0.153904E+02
   0.338188E-04   0.198306E+08   0.198306E+08   0.262969E+08   0.262929E+08   0.000000E+00   0.198306E+08   0.198306E+08   0.198384E+08  -0.471817E+00   0.103989E+08   0.103988E+08   0.187090E+02
   0.411305E-04   0.198305E+08   0.198305E+08   0.262280E+08   0.262221E+08   0.000000E+00   0.198305E+08   0.198305E+08   0.198382E+08  -0.471812E+00   0.103988E+08   0.103988E+08   0.227379E+02
   0.500230E-04   0.198303E+08   0.198303E+08   0.261263E+08   0.261177E+08   0.000000E+00   0.198303E+08   0.198303E+08   0.198380E+08  -0.471806E+00   0.103987E+08   0.103987E+08   0.276252E+02
   0.608381E-04   0.198300E+08   0.198300E+08   0.259767E+08   0.259640E+08   0.000000E+00   0.198300E+08   0.198300E+08   0.198376E+08  -0.471797E+00   0.103985E+08   0.103985E+08   0.335463E+02
   0.739915E-04   0.198296E+08   0.198295E+08   0.257568E+08   0.257381E+08   0.000000E+00   0.198296E+08   0.198296E+08   0.198371E+08  -0.471784E+00   0.103983E+08   0.103983E+08   0.407065E+02
   0.899887E-04   0.198289E+08   0.198289E+08   0.254346E+08   0.254073E+08   0.000000E+00   0.198289E+08   0.198289E+08   0.198364E+08  -0.471765E+00   0.103979E+08   0.103979E+08   0.493416E+02
   0.109444E-03   0.198280E+08   0.198279E+08   0.249649E+08   0.249252E+08   0.000000E+00   0.198280E+08   0.198280E+08   0.198353E+08  -0.471736E+00   0.103974E+08   0.103974E+08   0.597129E+02
   0.133107E-03   0.198266E+08   0.198265E+08   0.242848E+08   0.242273E+08   0.000000E+00   0.198266E+08   0.198266E+08   0.198337E+08  -0.471694E+00   0.103967E+08   0.103967E+08   0.720943E+02
   0.161885E-03   0.198245E+08   0.198244E+08   0.233100E+08   0.232278E+08   0.000000E+00   0.198245E+08   0.198245E+08   0.198313E+08  -0.471631E+00   0.103956E+08   0.103955E+08   0.867426E+02
   0.196885E-03   0.198215E+08   0.198213E+08   0.219344E+08   0.218187E+08   0.000000E+00   0.198214E+08   0.198214E+08   0.198279E+08  -0.471541E+00   0.103940E+08   0.103939E+08   0.103840E+03
   0.239452E-03   0.198170E+08   0.198167E+08   0.200370E+08   0.198781E+08   0.000000E+00   0.198170E+08   0.198170E+08   0.198228E+08  -0.471409E+00   0.103916E+08   0.103915E+08   0.123393E+03
   0.291222E-03   0.198105E+08   0.198101E+08   0.175089E+08   0.172986E+08   0.000000E+00   0.198104E+08   0.198104E+08   0.198155E+08  -0.471219E+00   0.103881E+08   0.103880E+08   0.145073E+03
   0.354185E-03   0.198010E+08   0.198004E+08   0.143125E+08   0.140497E+08   0.000000E+00   0.198010E+08   0.198010E+08   0.198051E+08  -0.470948E+00   0.103831E+08   0.103829E+08   0.167978E+03
   0.430761E-03   0.197874E+08   0.197865E+08   0.105847E+08   0.102842E+08   0.000000E+00   0.197873E+08   0.197873E+08   0.197904E+08  -0.470567E+00   0.103758E+08   0.103755E+08   0.190376E+03
   0.523892E-03   0.197680E+08   0.197668E+08   0.675524E+07   0.645835E+07   0.000000E+00   0.197678E+08   0.197678E+08   0.197698E+08  -0.470041E+00   0.103654E+08   0.103651E+08   0.209537E+03
   0.637159E-03   0.197408E+08   0.197391E+08   0.355552E+07   0.332986E+07   0.000000E+00   0.197405E+08   0.197405E+08   0.197415E+08  -0.469328E+00   0.103508E+08   0.103504E+08   0.221963E+03
   0.774915E-03   0.197030E+08   0.197008E+08   0.167721E+07   0.158427E+07   0.000000E+00   0.197027E+08   0.197027E+08   0.197032E+08  -0.468378E+00   0.103307E+08   0.103302E+08   0.224363E+03
   0.942454E-03   0.196517E+08   0.196489E+08   0.105472E+07   0.108379E+07   0.000000E+00   0.196512E+08   0.196512E+08   0.196516E+08  -0.467124E+00   0.103034E+08   0.103028E+08   0.215215E+03
   0.114621E-02   0.195828E+08   0.195796E+08   0.714772E+06   0.768131E+06   0.000000E+00   0.195823E+08   0.195823E+08   0.195825E+08  -0.465470E+00   0.102670E+08   0.102664E+08   0.195653E+03
   0.139403E-02   0.194917E+08   0.194882E+08   0.255380E+06   0.283404E+06   0.000000E+00   0.194912E+08   0.194912E+08   0.194913E+08  -0.463292E+00   0.102191E+08   0.102184E+08   0.168549E+03
   0.169542E-02   0.193726E+08   0.193689E+08   0.148031E+06  -0.168798E+06   0.000000E+00   0.193720E+08   0.193720E+08   0.193720E+08  -0.460450E+00   0.101565E+08   0.101558E+08   0.138006E+03
   0.206198E-02   0.192184E+08   0.192147E+08   0.260608E+04  -0.113191E+06   0.000000E+00   0.192178E+08   0.192178E+08   0.192178E+08  -0.456781E+00   0.100755E+08   0.100749E+08   0.109663E+03
   0.250778E-02   0.190212E+08   0.190174E+08   0.876017E+04  -0.757300E+05   0.000000E+00   0.190206E+08   0.190206E+08   0.190206E+08  -0.452091E+00   0.997206E+07   0.997140E+07   0.875977E+02
   0.304997E-02   0.187718E+08   0.187677E+08   0.240027E+04  -0.505230E+05   0.000000E+00   0.187712E+08   0.187712E+08   0.187712E+08  -0.446160E+00   0.984124E+07   0.984058E+07   0.718272E+02
   0.370939E-02   0.184603E+08   0.184558E+08  -0.169036E+05  -0.335881E+05   0.000000E+00   0.184596E+08   0.184596E+08   0.184596E+08  -0.438754E+00   0.967786E+07   0.967720E+07   0.589582E+02
   0.451137E-02   0.180761E+08   0.180710E+08  -0.135723E+05  -0.222342E+05   0.000000E+00   0.180753E+08   0.180753E+08   0.180753E+08  -0.429620E+00   0.947638E+07   0.947573E+07   0.477625E+02
   0.548674E-02   0.176083E+08   0.176021E+08  -0.121024E+05  -0.146422E+05   0.000000E+00   0.176073E+08   0.176073E+08   0.176073E+08  -0.418495E+00   0.923099E+07   0.923035E+07   0.390595E+02
   0.667298E-02   0.170455E+08   0.170380E+08  -0.102647E+05  -0.958241E+04   0.000000E+00   0.170443E+08   0.170443E+08   0.170443E+08  -0.405114E+00   0.893582E+07   0.893519E+07   0.317432E+02
   0.811570E-02   0.163765E+08   0.163672E+08  -0.635285E+04  -0.622391E+04   0.000000E+00   0.163751E+08   0.163751E+08   0.163751E+08  -0.389207E+00   0.858496E+07   0.858433E+07   0.258355E+02
   0.987034E-02   0.155921E+08   0.155800E+08   0.173798E+04  -0.400608E+04   0.000000E+00   0.155902E+08   0.155902E+08   0.155902E+08  -0.370552E+00   0.817347E+07   0.817285E+07   0.211396E+02
   0.120043E-01   0.146781E+08   0.146623E+08  -0.212043E+04  -0.254948E+04   0.000000E+00   0.146756E+08   0.146756E+08   0.146756E+08  -0.348813E+00   0.769398E+07   0.769336E+07   0.173777E+02
   0.145997E-01   0.136323E+08   0.136115E+08   0.361989E+03  -0.160071E+04   0.000000E+00   0.136291E+08   0.136291E+08   0.136291E+08  -0.323938E+00   0.714531E+07   0.714468E+07   0.144012E+02
   0.177562E-01   0.124412E+08   0.124143E+08  -0.115609E+04  -0.987544E+03   0.000000E+00   0.124371E+08   0.124371E+08   0.124371E+08  -0.295606E+00   0.652038E+07   0.651974E+07   0.120015E+02
   0.215952E-01   0.111182E+08   0.110841E+08  -0.737691E+02  -0.596573E+03   0.000000E+00   0.111129E+08   0.111129E+08   0.111129E+08  -0.264135E+00   0.582620E+07   0.582555E+07   0.100237E+02
   0.259142E-01   0.978731E+07   0.974655E+07   0.223276E+02  -0.364641E+03   0.000000E+00   0.978100E+07   0.978100E+07   0.978100E+07  -0.232477E+00   0.512792E+07   0.512727E+07   0.838666E+01
   0.302332E-01   0.862867E+07   0.858358E+07  -0.705590E+02  -0.236151E+03   0.000000E+00   0.862170E+07   0.862170E+07   0.862169E+07  -0.204922E+00   0.452013E+07   0.451949E+07   0.705189E+01
   0.345522E-01   0.764396E+07   0.759727E+07  -0.252272E+02  -0.160150E+03   0.000000E+00   0.763674E+07   0.763674E+07   0.763674E+07  -0.181512E+00   0.400375E+07   0.400314E+07   0.588141E+01
   0.388713E-01   0.682807E+07   0.678249E+07  -0.193394E+02  -0.113023E+03   0.000000E+00   0.682102E+07   0.682102E+07   0.682102E+07  -0.162123E+00   0.357609E+07   0.357553E+07   0.482857E+01
   0.431903E-01   0.616738E+07   0.612525E+07  -0.181961E+02  -0.826882E+02   0.000000E+00   0.616086E+07   0.616086E+07   0.616086E+07  -0.146433E+00   0.322999E+07   0.322949E+07   0.388809E+01
   0.475093E-01   0.563892E+07   0.560186E+07   0.124662E+03  -0.624836E+02   0.000000E+00   0.563319E+07   0.563319E+07   0.563319E+07  -0.133891E+00   0.295334E+07   0.295290E+07   0.307022E+01
   0.518284E-01   0.522250E+07   0.519129E+07   0.970264E+02  -0.486299E+02   0.000000E+00   0.521767E+07   0.521767E+07   0.521767E+07  -0.124015E+00   0.273549E+07   0.273512E+07   0.238779E+01
   0.561474E-01   0.488312E+07   0.485772E+07   0.773125E+02  -0.387473E+02   0.000000E+00   0.487919E+07   0.487919E+07   0.487919E+07  -0.115970E+00   0.255803E+07   0.255772E+07   0.184544E+01
   0.604664E-01   0.459654E+07   0.457620E+07   0.627592E+02  -0.314521E+02   0.000000E+00   0.459340E+07   0.459340E+07   0.459340E+07  -0.109177E+00   0.240819E+07   0.240793E+07   0.143981E+01
   0.647855E-01   0.433945E+07   0.432293E+07   0.516183E+02  -0.258679E+02   0.000000E+00   0.433689E+07   0.433689E+07   0.433689E+07  -0.103080E+00   0.227371E+07   0.227348E+07   0.115743E+01
   0.691045E-01   0.409596E+07   0.408184E+07   0.428249E+02  -0.214609E+02   0.000000E+00   0.409378E+07   0.409378E+07   0.409378E+07  -0.973018E-01   0.214625E+07   0.214604E+07   0.977661E+00
   0.734235E-01   0.385661E+07   0.384348E+07   0.357182E+02  -0.178996E+02   0.000000E+00   0.385458E+07   0.385458E+07   0.385458E+07  -0.916165E-01   0.202084E+07   0.202065E+07   0.875466E+00
   0.777425E-01   0.361883E+07   0.360557E+07   0.298939E+02  -0.149811E+02   0.000000E+00   0.361678E+07   0.361678E+07   0.361678E+07  -0.859644E-01   0.189617E+07   0.189598E+07   0.824811E+00
   0.820616E-01   0.338476E+07   0.337063E+07   0.250921E+02  -0.125751E+02   0.000000E+00   0.338257E+07   0.338257E+07   0.338257E+07  -0.803977E-01   0.177339E+07   0.177319E+07   0.801634E+00
   0.863806E-01   0.315997E+07   0.314470E+07   0.211390E+02  -0.105945E+02   0.000000E+00   0.315761E+07   0.315761E+07   0.315761E+07  -0.750507E-01   0.165545E+07   0.165524E+07   0.786294E+00
   0.906996E-01   0.295039E+07   0.293410E+07   0.178997E+02  -0.897136E+01   0.000000E+00   0.294787E+07   0.294787E+07   0.294787E+07  -0.700656E-01   0.154549E+07   0.154528E+07   0.764914E+00
