#    L    TT             EE             BB             TE          
     2   0.107869E+04   0.466886E-01   0.185818E-05   0.324533E+01
     3   0.101902E+04   0.745215E-01   0.371694E-05   0.399240E+01
     4   0.959865E+03   0.820537E-01   0.619618E-05   0.405623E+01
     5   0.913634E+03   0.713506E-01   0.929667E-05   0.372302E+01
     6   0.880169E+03   0.517433E-01   0.130193E-04   0.322561E+01
     7   0.857492E+03   0.324307E-01   0.173653E-04   0.268987E+01
     8   0.842787E+03   0.185585E-01   0.223358E-04   0.217969E+01
     9   0.834200E+03   0.108890E-01   0.279323E-04   0.174877E+01
    10   0.830351E+03   0.762555E-02   0.341564E-04   0.142460E+01
    11   0.829957E+03   0.649731E-02   0.410097E-04   0.120914E+01
    12   0.833087E+03   0.597421E-02   0.484940E-04   0.109159E+01
    13   0.837999E+03   0.558630E-02   0.566113E-04   0.104953E+01
    14   0.844009E+03   0.508458E-02   0.653635E-04   0.106393E+01
    15   0.851458E+03   0.463063E-02   0.747526E-04   0.111573E+01
    16   0.860704E+03   0.447073E-02   0.847808E-04   0.118690E+01
    17   0.871499E+03   0.474047E-02   0.954503E-04   0.126235E+01
    18   0.882797E+03   0.530806E-02   0.106763E-03   0.133149E+01
    19   0.895702E+03   0.593124E-02   0.118721E-03   0.139188E+01
    20   0.908796E+03   0.645393E-02   0.131327E-03   0.144124E+01
    21   0.922235E+03   0.689980E-02   0.144583E-03   0.148328E+01
    22   0.936094E+03   0.740599E-02   0.158491E-03   0.151969E+01
    23   0.950165E+03   0.813896E-02   0.173052E-03   0.155366E+01
    24   0.964537E+03   0.920874E-02   0.188269E-03   0.158879E+01
    25   0.979227E+03   0.106332E-01   0.204144E-03   0.162777E+01
    26   0.994101E+03   0.123620E-01   0.220678E-03   0.167365E+01
    27   0.100932E+04   0.143274E-01   0.237873E-03   0.172468E+01
    28   0.102469E+04   0.164933E-01   0.255730E-03   0.177900E+01
    29   0.104035E+04   0.188508E-01   0.274251E-03   0.183420E+01
    30   0.105634E+04   0.214058E-01   0.293436E-03   0.188612E+01
    31   0.107244E+04   0.241575E-01   0.313288E-03   0.193091E+01
    32   0.108880E+04   0.270899E-01   0.333806E-03   0.196549E+01
