#    L    TT             EE             BB             TE          
     2   0.107869E+04   0.466886E-01   0.185815E-05   0.324533E+01
     3   0.101902E+04   0.745215E-01   0.371687E-05   0.399240E+01
     4   0.959865E+03   0.820537E-01   0.619607E-05   0.405623E+01
     5   0.913634E+03   0.713506E-01   0.929651E-05   0.372302E+01
     6   0.880169E+03   0.517433E-01   0.130191E-04   0.322561E+01
     7   0.857492E+03   0.324307E-01   0.173650E-04   0.268987E+01
     8   0.842787E+03   0.185585E-01   0.223354E-04   0.217969E+01
     9   0.834200E+03   0.108890E-01   0.279319E-04   0.174877E+01
    10   0.830351E+03   0.762555E-02   0.341558E-04   0.142460E+01
    11   0.829958E+03   0.649731E-02   0.410090E-04   0.120914E+01
    12   0.833088E+03   0.597421E-02   0.484932E-04   0.109159E+01
    13   0.838000E+03   0.558630E-02   0.566103E-04   0.104953E+01
    14   0.844010E+03   0.508458E-02   0.653623E-04   0.106393E+01
    15   0.851459E+03   0.463063E-02   0.747513E-04   0.111573E+01
    16   0.860705E+03   0.447073E-02   0.847794E-04   0.118690E+01
    17   0.871500E+03   0.474047E-02   0.954486E-04   0.126235E+01
    18   0.882797E+03   0.530806E-02   0.106761E-03   0.133149E+01
    19   0.895702E+03   0.593124E-02   0.118719E-03   0.139188E+01
    20   0.908796E+03   0.645393E-02   0.131325E-03   0.144124E+01
    21   0.922236E+03   0.689980E-02   0.144581E-03   0.148328E+01
    22   0.936095E+03   0.740599E-02   0.158488E-03   0.151969E+01
    23   0.950166E+03   0.813896E-02   0.173049E-03   0.155366E+01
    24   0.964538E+03   0.920874E-02   0.188266E-03   0.158879E+01
    25   0.979228E+03   0.106332E-01   0.204140E-03   0.162777E+01
    26   0.994102E+03   0.123620E-01   0.220674E-03   0.167365E+01
    27   0.100932E+04   0.143274E-01   0.237869E-03   0.172468E+01
    28   0.102469E+04   0.164933E-01   0.255725E-03   0.177900E+01
    29   0.104035E+04   0.188508E-01   0.274246E-03   0.183420E+01
    30   0.105634E+04   0.214058E-01   0.293431E-03   0.188612E+01
    31   0.107244E+04   0.241575E-01   0.313283E-03   0.193091E+01
    32   0.108880E+04   0.270899E-01   0.333801E-03   0.196549E+01
    33   0.110549E+04   0.301748E-01   0.354986E-03   0.198677E+01
